task_id,project_id,task_title,task_description,task_phase,priority,status,assigned_to_employee_id,created_by_employee_id,estimated_hours,actual_hours,planned_start_date,due_date,completed_at,progress_percent,blocked_reason,requires_approval_for_reassignment,data_classification,last_updated_at
T00195,PRJ007,Design: Conduct launch readiness,"Design: Conduct launch readiness for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0151,E0010,80,94.5,2025-06-20,2025-07-17,2025-07-17T16:00:00,100,,true,Confidential,2026-08-24T15:00:00
T00196,PRJ007,Design: Map customer journey,"Design: Map customer journey for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0151,E0010,48,57.0,2025-06-27,2025-07-19,2025-07-19T16:00:00,100,,true,Confidential,2026-08-09T13:00:00
T00197,PRJ007,Design: Define service scenarios,"Design: Define service scenarios for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0139,E0010,8,8.4,2025-07-05,2025-07-13,2025-07-13T16:00:00,100,,false,Confidential,2026-08-13T12:00:00
T00198,PRJ007,Design: Build case-management view,"Design: Build case-management view for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0128,E0010,16,18.9,2025-07-13,2025-07-23,2025-07-23T16:00:00,100,,false,Confidential,2026-08-11T13:00:00
T00199,PRJ007,Design: Integrate notification flow,"Design: Integrate notification flow for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0077,E0010,16,17.3,2025-07-20,2025-08-01,2025-08-01T16:00:00,100,,false,Confidential,2026-08-07T14:00:00
T00200,PRJ007,Design: Create support knowledge links,"Design: Create support knowledge links for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0054,E0010,16,16.2,2025-07-28,2025-08-04,2025-08-04T16:00:00,100,,false,Confidential,2026-08-18T13:00:00
T00201,PRJ007,Build: Run usability testing,"Build: Run usability testing for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0139,E0010,80,82.7,2025-08-04,2025-08-28,2025-08-28T16:00:00,100,,true,Confidential,2026-08-25T17:00:00
T00202,PRJ007,Build: Validate service analytics,"Build: Validate service analytics for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0054,E0010,80,81.9,2025-08-12,2025-09-07,2025-09-07T16:00:00,100,,true,Confidential,2026-08-20T14:00:00
T00203,PRJ007,Build: Prepare support training,"Build: Prepare support training for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0128,E0010,12,14.9,2025-08-19,2025-08-25,2025-08-25T16:00:00,100,,false,Confidential,2026-08-14T09:00:00
T00204,PRJ007,Build: Conduct launch readiness,"Build: Conduct launch readiness for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0139,E0010,48,56.3,2025-08-27,2025-09-15,2025-09-15T16:00:00,100,,true,Confidential,2026-08-23T16:00:00
T00205,PRJ007,Build: Map customer journey,"Build: Map customer journey for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,Completed,E0077,E0010,12,13.7,2025-09-03,2025-09-13,2025-09-13T16:00:00,100,,false,Confidential,2026-08-22T10:00:00
T00206,PRJ007,Build: Define service scenarios,"Build: Define service scenarios for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0077,E0010,20,18.8,2025-09-11,2025-09-21,2025-09-21T16:00:00,100,,false,Confidential,2026-08-17T09:00:00
T00207,PRJ007,Build: Build case-management view,"Build: Build case-management view for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0054,E0010,16,19.1,2025-09-18,2025-10-01,2025-10-01T16:00:00,100,,false,Confidential,2026-08-16T11:00:00
T00208,PRJ007,Test: Integrate notification flow,"Test: Integrate notification flow for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0173,E0010,60,54.7,2025-09-26,2025-10-20,2025-10-20T16:00:00,100,,true,Confidential,2026-08-13T12:00:00
T00209,PRJ007,Test: Create support knowledge links,"Test: Create support knowledge links for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0173,E0010,32,39.0,2025-10-04,2025-10-16,2025-10-16T16:00:00,100,,false,Confidential,2026-08-07T13:00:00
T00210,PRJ007,Test: Run usability testing,"Test: Run usability testing for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0054,E0010,60,40.3,2025-10-11,2025-11-02,,60,,true,Confidential,2026-08-16T15:00:00
T00211,PRJ007,Test: Validate service analytics,"Test: Validate service analytics for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,Critical,In Progress,E0139,E0010,48,21.3,2025-10-19,2025-11-02,,40,,true,Confidential,2026-08-15T13:00:00
T00212,PRJ007,Test: Prepare support training,"Test: Prepare support training for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0078,E0010,60,48.9,2025-10-26,2025-11-12,,90,,true,Confidential,2026-08-10T16:00:00
T00213,PRJ007,Test: Conduct launch readiness,"Test: Conduct launch readiness for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,Critical,In Progress,E0078,E0010,80,60.7,2025-11-03,2025-11-29,,70,,true,Confidential,2026-08-28T10:00:00
T00214,PRJ007,Test: Map customer journey,"Test: Map customer journey for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0050,E0010,16,7.5,2025-11-10,2025-11-20,,50,,false,Confidential,2026-08-10T13:00:00
T00215,PRJ007,Deployment: Define service scenarios,"Deployment: Define service scenarios for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,In Progress,E0151,E0010,24,17.2,2025-11-18,2025-11-27,,80,,true,Confidential,2026-08-04T11:00:00
T00216,PRJ007,Deployment: Build case-management view,"Deployment: Build case-management view for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0050,E0010,20,0,2025-11-25,2025-12-06,,0,,true,Confidential,2026-08-17T12:00:00
T00217,PRJ007,Deployment: Integrate notification flow,"Deployment: Integrate notification flow for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0094,E0010,20,0,2025-12-03,2025-12-17,,0,,true,Confidential,2026-08-10T18:00:00
T00218,PRJ007,Deployment: Create support knowledge links,"Deployment: Create support knowledge links for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0139,E0010,60,0,2025-12-10,2026-01-03,,0,,true,Confidential,2026-08-24T13:00:00
T00219,PRJ007,Deployment: Run usability testing,"Deployment: Run usability testing for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0078,E0010,48,0,2025-12-18,2026-01-06,,0,,true,Confidential,2026-08-17T14:00:00
T00220,PRJ007,Deployment: Validate service analytics,"Deployment: Validate service analytics for Aurora Mobile Service App. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0078,E0010,40,0,2025-12-26,2026-01-12,,0,,true,Confidential,2026-08-24T08:00:00
T00221,PRJ008,Discovery: Sales data mart,"Discovery: Sales data mart for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0182,E0009,48,55.8,2025-05-07,2025-05-21,2025-05-21T16:00:00,100,,true,Confidential,2026-08-03T17:00:00
T00222,PRJ008,Discovery: Finance data mart,"Discovery: Finance data mart for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0182,E0009,24,29.9,2025-05-14,2025-05-26,2025-05-26T16:00:00,100,,true,Confidential,2026-08-06T15:00:00
T00223,PRJ008,Discovery: HR data mart,"Discovery: HR data mart for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Critical,Completed,E0077,E0009,60,62.3,2025-05-22,2025-06-07,2025-06-07T16:00:00,100,,true,Confidential,2026-08-21T17:00:00
T00224,PRJ008,Discovery: Data quality rules,"Discovery: Data quality rules for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0015,E0009,20,20.6,2025-05-29,2025-06-13,2025-06-13T16:00:00,100,,true,Confidential,2026-08-22T14:00:00
T00225,PRJ008,Discovery: Evaluate candidate models,"Discovery: Evaluate candidate models for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0090,E0009,16,15.3,2025-06-06,2025-06-17,2025-06-17T16:00:00,100,,true,Confidential,2026-08-23T15:00:00
T00226,PRJ008,Discovery: Run grounding tests,"Discovery: Run grounding tests for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0198,E0009,24,25.3,2025-06-13,2025-06-22,2025-06-22T16:00:00,100,,true,Confidential,2026-08-06T16:00:00
T00227,PRJ008,Discovery: Measure hallucination rate,"Discovery: Measure hallucination rate for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0083,E0009,16,18.8,2025-06-21,2025-07-05,2025-07-05T16:00:00,100,,true,Confidential,2026-08-24T12:00:00
T00228,PRJ008,Design: Document model limitations,"Design: Document model limitations for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0090,E0009,48,43.2,2025-06-28,2025-07-11,2025-07-11T16:00:00,100,,true,Confidential,2026-08-05T15:00:00
T00229,PRJ008,Design: Prepare research report,"Design: Prepare research report for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0182,E0009,20,22.2,2025-07-06,2025-07-12,2025-07-12T16:00:00,100,,true,Confidential,2026-08-17T11:00:00
T00230,PRJ008,Design: Prepare research baseline,"Design: Prepare research baseline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Critical,Completed,E0077,E0009,20,24.1,2025-07-14,2025-07-25,2025-07-25T16:00:00,100,,true,Confidential,2026-08-23T10:00:00
T00231,PRJ008,Design: Engineer model features,"Design: Engineer model features for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0090,E0009,8,9.4,2025-07-21,2025-07-26,2025-07-26T16:00:00,100,,true,Confidential,2026-08-21T15:00:00
T00232,PRJ008,Design: Create evaluation dataset,"Design: Create evaluation dataset for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0083,E0009,60,58.2,2025-07-29,2025-08-15,2025-08-15T16:00:00,100,,true,Confidential,2026-08-06T18:00:00
T00233,PRJ008,Design: Build retrieval pipeline,"Design: Build retrieval pipeline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0077,E0009,8,8.8,2025-08-05,2025-08-15,2025-08-15T16:00:00,100,,true,Confidential,2026-08-16T11:00:00
T00234,PRJ008,Design: Evaluate candidate models,"Design: Evaluate candidate models for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0182,E0009,24,20.7,2025-08-13,2025-08-27,2025-08-27T16:00:00,100,,true,Confidential,2026-08-10T13:00:00
T00235,PRJ008,Build: Run grounding tests,"Build: Run grounding tests for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0198,E0009,32,35.2,2025-08-20,2025-08-31,2025-08-31T16:00:00,100,,true,Confidential,2026-08-15T17:00:00
T00236,PRJ008,Build: Measure hallucination rate,"Build: Measure hallucination rate for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0015,E0009,20,21.0,2025-08-28,2025-09-09,2025-09-09T16:00:00,100,,true,Confidential,2026-08-16T18:00:00
T00237,PRJ008,Build: Document model limitations,"Build: Document model limitations for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0182,E0009,40,37.9,2025-09-05,2025-09-18,2025-09-18T16:00:00,100,,true,Confidential,2026-08-25T11:00:00
T00238,PRJ008,Build: Prepare research report,"Build: Prepare research report for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,High,In Progress,E0182,E0009,48,26.2,2025-09-12,2025-09-30,,60,,true,Confidential,2026-08-19T15:00:00
T00239,PRJ008,Build: Prepare research baseline,"Build: Prepare research baseline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,Medium,In Progress,E0182,E0009,8,1.9,2025-09-20,2025-10-02,,25,,true,Confidential,2026-08-21T15:00:00
T00240,PRJ008,Build: Engineer model features,"Build: Engineer model features for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,In Progress,E0197,E0009,80,66.6,2025-09-27,2025-10-24,,70,,true,Confidential,2026-08-27T17:00:00
T00241,PRJ008,Test: Create evaluation dataset,"Test: Create evaluation dataset for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,High,In Progress,E0077,E0009,12,8.5,2025-10-05,2025-10-17,,60,,true,Confidential,2026-08-13T17:00:00
T00242,PRJ008,Test: Build retrieval pipeline,"Test: Build retrieval pipeline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,In Progress,E0182,E0009,40,31.9,2025-10-12,2025-10-23,,70,,true,Confidential,2026-08-20T18:00:00
T00243,PRJ008,Test: Evaluate candidate models,"Test: Evaluate candidate models for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0164,E0009,12,0,2025-10-20,2025-10-30,,0,,true,Confidential,2026-08-20T11:00:00
T00244,PRJ008,Test: Run grounding tests,"Test: Run grounding tests for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0164,E0009,32,0,2025-10-27,2025-11-11,,0,,true,Confidential,2026-08-06T09:00:00
T00245,PRJ008,Test: Measure hallucination rate,"Test: Measure hallucination rate for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0198,E0009,12,0,2025-11-04,2025-11-16,,0,,true,Confidential,2026-08-07T18:00:00
T00246,PRJ008,Test: Document model limitations,"Test: Document model limitations for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0182,E0009,16,0,2025-11-12,2025-11-18,,0,,true,Confidential,2026-08-14T17:00:00
T00247,PRJ008,Test: Prepare research report,"Test: Prepare research report for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Not Started,E0197,E0009,16,0,2025-11-19,2025-11-26,,0,,true,Confidential,2026-08-23T18:00:00
T00248,PRJ008,Deployment: Prepare research baseline,"Deployment: Prepare research baseline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0182,E0009,80,0,2025-11-27,2025-12-26,,0,,true,Confidential,2026-08-12T15:00:00
T00249,PRJ008,Deployment: Engineer model features,"Deployment: Engineer model features for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0015,E0009,48,0,2025-12-04,2025-12-17,,0,,true,Confidential,2026-08-28T11:00:00
T00250,PRJ008,Deployment: Create evaluation dataset,"Deployment: Create evaluation dataset for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Not Started,E0015,E0009,8,0,2025-12-12,2025-12-20,,0,,true,Confidential,2026-08-04T10:00:00
T00251,PRJ008,Deployment: Build retrieval pipeline,"Deployment: Build retrieval pipeline for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,Not Started,E0182,E0009,24,0,2025-12-19,2025-12-30,,0,,true,Confidential,2026-08-14T16:00:00
T00252,PRJ008,Deployment: Evaluate candidate models,"Deployment: Evaluate candidate models for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Not Started,E0015,E0009,48,0,2025-12-27,2026-01-10,,0,,true,Confidential,2026-08-25T12:00:00
T00253,PRJ008,Deployment: Run grounding tests,"Deployment: Run grounding tests for Titan Enterprise Data Warehouse. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,Not Started,E0164,E0009,80,0,2026-01-04,2026-01-30,,0,,true,Confidential,2026-08-12T09:00:00
T00254,PRJ009,Discovery: Receipt capture,"Discovery: Receipt capture for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0129,E0006,24,24.4,2025-05-29,2025-06-09,2025-06-09T16:00:00,100,,false,Internal,2026-08-21T11:00:00
T00255,PRJ009,Discovery: Policy validation,"Discovery: Policy validation for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0053,E0006,32,37.2,2025-06-09,2025-06-18,2025-06-18T16:00:00,100,,false,Internal,2026-08-12T12:00:00
T00256,PRJ009,Discovery: Manager approval,"Discovery: Manager approval for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0092,E0006,32,27.4,2025-06-21,2025-07-04,2025-07-04T16:00:00,100,,false,Internal,2026-08-25T09:00:00
T00257,PRJ009,Discovery: Finance settlement,"Discovery: Finance settlement for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0026,E0006,12,13.4,2025-07-02,2025-07-08,2025-07-08T16:00:00,100,,false,Internal,2026-08-18T14:00:00
T00258,PRJ009,Discovery: Test purchase approval flow,"Discovery: Test purchase approval flow for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0142,E0006,16,14.1,2025-07-14,2025-07-25,2025-07-25T16:00:00,100,,false,Internal,2026-08-08T12:00:00
T00259,PRJ009,Discovery: Review cost allocation,"Discovery: Review cost allocation for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0038,E0006,60,63.6,2025-07-25,2025-08-19,2025-08-19T16:00:00,100,,true,Internal,2026-08-19T18:00:00
T00260,PRJ009,Design: Prepare finance sign-off,"Design: Prepare finance sign-off for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0129,E0006,12,11.6,2025-08-06,2025-08-16,2025-08-16T16:00:00,100,,false,Internal,2026-08-24T09:00:00
T00261,PRJ009,Design: Validate audit evidence,"Design: Validate audit evidence for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0131,E0006,12,10.3,2025-08-18,2025-08-28,2025-08-28T16:00:00,100,,false,Internal,2026-08-14T14:00:00
T00262,PRJ009,Design: Document exception process,"Design: Document exception process for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0131,E0006,32,38.0,2025-08-29,2025-09-14,2025-09-14T16:00:00,100,,false,Internal,2026-08-18T17:00:00
T00263,PRJ009,Design: Define approval thresholds,"Design: Define approval thresholds for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0033,E0006,8,7.8,2025-09-10,2025-09-19,2025-09-19T16:00:00,100,,false,Internal,2026-08-19T11:00:00
T00264,PRJ009,Design: Validate expense policy,"Design: Validate expense policy for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,Low,Completed,E0131,E0006,20,22.6,2025-09-21,2025-09-27,2025-09-27T16:00:00,100,,false,Internal,2026-08-16T18:00:00
T00265,PRJ009,Design: Configure budget controls,"Design: Configure budget controls for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0038,E0006,40,46.6,2025-10-03,2025-10-20,2025-10-20T16:00:00,100,,false,Internal,2026-08-28T12:00:00
T00266,PRJ009,Build: Reconcile financial records,"Build: Reconcile financial records for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Critical,Completed,E0053,E0006,32,35.1,2025-10-15,2025-10-31,2025-10-31T16:00:00,100,,false,Internal,2026-08-28T14:00:00
T00267,PRJ009,Build: Test purchase approval flow,"Build: Test purchase approval flow for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0026,E0006,40,46.4,2025-10-26,2025-11-12,2025-11-12T16:00:00,100,,false,Internal,2026-08-20T08:00:00
T00268,PRJ009,Build: Review cost allocation,"Build: Review cost allocation for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Low,Completed,E0053,E0006,24,22.9,2025-11-07,2025-11-15,2025-11-15T16:00:00,100,,false,Internal,2026-08-11T10:00:00
T00269,PRJ009,Build: Prepare finance sign-off,"Build: Prepare finance sign-off for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0062,E0006,20,24.7,2025-11-18,2025-12-03,2025-12-03T16:00:00,100,,false,Internal,2026-08-19T14:00:00
T00270,PRJ009,Build: Validate audit evidence,"Build: Validate audit evidence for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,High,Completed,E0131,E0006,80,95.7,2025-11-30,2025-12-26,2025-12-26T16:00:00,100,,true,Internal,2026-08-26T12:00:00
T00271,PRJ009,Build: Document exception process,"Build: Document exception process for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Build,Low,Completed,E0131,E0006,80,83.8,2025-12-11,2026-01-02,2026-01-02T16:00:00,100,,true,Internal,2026-08-10T08:00:00
T00272,PRJ009,Test: Define approval thresholds,"Test: Define approval thresholds for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0062,E0006,8,9.2,2025-12-23,2025-12-28,2025-12-28T16:00:00,100,,false,Internal,2026-08-06T16:00:00
T00273,PRJ009,Test: Validate expense policy,"Test: Validate expense policy for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0142,E0006,80,98.3,2026-01-04,2026-02-02,2026-02-02T16:00:00,100,,true,Internal,2026-08-20T16:00:00
T00274,PRJ009,Test: Configure budget controls,"Test: Configure budget controls for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0129,E0006,16,17.7,2026-01-15,2026-01-26,2026-01-26T16:00:00,100,,false,Internal,2026-08-23T12:00:00
T00275,PRJ009,Test: Reconcile financial records,"Test: Reconcile financial records for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0030,E0006,8,9.0,2026-01-27,2026-02-01,2026-02-01T16:00:00,100,,false,Internal,2026-08-13T14:00:00
T00276,PRJ009,Test: Test purchase approval flow,"Test: Test purchase approval flow for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,High,Completed,E0062,E0006,8,8.3,2026-02-07,2026-02-18,2026-02-18T16:00:00,100,,false,Internal,2026-08-11T18:00:00
T00277,PRJ009,Test: Review cost allocation,"Test: Review cost allocation for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Test,Medium,Completed,E0091,E0006,20,19.5,2026-02-19,2026-02-28,2026-02-28T16:00:00,100,,false,Internal,2026-08-23T17:00:00
T00278,PRJ009,Deployment: Prepare finance sign-off,"Deployment: Prepare finance sign-off for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,Completed,E0091,E0006,40,45.3,2026-03-03,2026-03-19,2026-03-19T16:00:00,100,,true,Internal,2026-08-23T14:00:00
T00279,PRJ009,Deployment: Validate audit evidence,"Deployment: Validate audit evidence for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,Completed,E0135,E0006,16,14.2,2026-03-14,2026-03-22,2026-03-22T16:00:00,100,,true,Internal,2026-08-24T09:00:00
T00280,PRJ009,Deployment: Document exception process,"Deployment: Document exception process for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Critical,In Progress,E0033,E0006,60,33.9,2026-03-26,2026-04-15,,60,,true,Internal,2026-08-26T18:00:00
T00281,PRJ009,Deployment: Define approval thresholds,"Deployment: Define approval thresholds for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,High,In Progress,E0131,E0006,8,3.1,2026-04-06,2026-04-11,,40,,true,Internal,2026-08-12T14:00:00
T00282,PRJ009,Deployment: Validate expense policy,"Deployment: Validate expense policy for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Medium,In Progress,E0142,E0006,12,3.3,2026-04-18,2026-05-01,,25,,true,Internal,2026-08-17T14:00:00
T00283,PRJ009,Deployment: Configure budget controls,"Deployment: Configure budget controls for Mercury Expense Automation. Deliverable must meet documented security, quality, and audit requirements.",Deployment,Low,In Progress,E0033,E0006,20,5.6,2026-04-30,2026-05-09,,25,,true,Internal,2026-08-21T14:00:00
T00284,PRJ010,Discovery: Document ingestion,"Discovery: Document ingestion for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0093,E0009,8,7.4,2025-06-24,2025-07-02,2025-07-02T16:00:00,100,,true,Confidential,2026-08-28T15:00:00
T00285,PRJ010,Discovery: Secure retrieval,"Discovery: Secure retrieval for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Low,Completed,E0199,E0009,12,11.7,2025-07-02,2025-07-09,2025-07-09T16:00:00,100,,true,Confidential,2026-08-04T18:00:00
T00286,PRJ010,Discovery: Agent router,"Discovery: Agent router for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0048,E0009,24,22.3,2025-07-10,2025-07-19,2025-07-19T16:00:00,100,,true,Confidential,2026-08-25T13:00:00
T00287,PRJ010,Discovery: Grounded response validation,"Discovery: Grounded response validation for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,Medium,Completed,E0077,E0009,60,51.3,2025-07-19,2025-08-05,2025-08-05T16:00:00,100,,true,Confidential,2026-08-04T15:00:00
T00288,PRJ010,Discovery: Evaluate candidate models,"Discovery: Evaluate candidate models for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0047,E0009,8,8.8,2025-07-27,2025-08-01,2025-08-01T16:00:00,100,,true,Confidential,2026-08-28T10:00:00
T00289,PRJ010,Discovery: Run grounding tests,"Discovery: Run grounding tests for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Discovery,High,Completed,E0158,E0009,16,13.7,2025-08-04,2025-08-09,2025-08-09T16:00:00,100,,true,Confidential,2026-08-22T13:00:00
T00290,PRJ010,Design: Measure hallucination rate,"Design: Measure hallucination rate for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,Medium,Completed,E0077,E0009,24,23.7,2025-08-13,2025-08-23,2025-08-23T16:00:00,100,,true,Confidential,2026-08-26T16:00:00
T00291,PRJ010,Design: Document model limitations,"Design: Document model limitations for Echo Enterprise RAG Assistant. Deliverable must meet documented security, quality, and audit requirements.",Design,High,Completed,E0048,E0009,48,58.5,2025-08-21,2025-09-12,2025-09-12T16:00:00,100,,true,Confidential,2026-08-11T11:00:00
