"judge_result_id","eval_item_id","eval_run_id","judge_type","judge_label","error_type","overall_score","correctness_score","grounding_score","safety_score"
"1190","16660","18705","hybrid_judge","fail","policy","0.9416","0.8702","0.6276","0.3141"
"1191","17584","6725","pairwise_ranker","needs_human_review","policy","0.4532","0.0547","0.7389","0.1487"
"1192","35961","21586","hybrid_judge","pass","none","0.5752","0.4642","0.9342","0.4879"
"1193","12005","16757","rule_engine","needs_human_review","reasoning","0.9608","0.2348","0.3259","0.8536"
"1194","27437","20854","model_judge","needs_human_review","tool_failure","0.2928","0.4056","0.4469","0.3296"
"1195","42747","16246","model_judge","pass","policy","0.819","0.805","0.2629","0.0953"
"1196","44249","3612","pairwise_ranker","pass","tool_failure","0.9685","0.0621","0.3794","0.527"
"1197","41062","485","rule_engine","fail","tool_failure","0.0033","0.6577","0.0617","0.7665"
"1198","41528","4718","pairwise_ranker","borderline","hallucination","0.8498","0.8035","0.8725","0.4471"
"1199","28347","6815","hybrid_judge","borderline","hallucination","0.4701","0.7597","0.649","0.1767"
"1200","47611","20142","model_judge","fail","format","0.7631","0.4159","0.8315","0.0142"
"1201","42931","376","hybrid_judge","pass","hallucination","0.8116","0.4573","0.5244","0.2248"
"1202","42397","3656","pairwise_ranker","pass","hallucination","0.8009","0.8537","0.8312","0.8954"
"1203","37615","7756","model_judge","borderline","tool_failure","0.8367","0.7555","0.766","0.3931"
"1204","8394","12254","rule_engine","borderline","format","0.9351","0.1911","0.348","0.8425"
"1205","14270","15627","pairwise_ranker","fail","format","0.3498","0.0756","0.5891","0.2655"
"1206","30218","7627","model_judge","pass","reasoning","0.434","0.2749","0.5097","0.6203"
"1207","39769","19630","rule_engine","pass","tool_failure","0.2123","0.2983","0.058","0.2989"
"1208","23750","15981","pairwise_ranker","needs_human_review","hallucination","0.5317","0.4304","0.748","0.8826"
"1209","44075","15367","pairwise_ranker","borderline","none","0.8073","0.271","0.4728","0.4774"
"1210","39206","10646","pairwise_ranker","pass","policy","0.5705","0.9194","0.0554","0.4063"
"1211","26921","15903","hybrid_judge","fail","reasoning","0.6327","0.8485","0.1394","0.8815"
"1212","30865","16988","model_judge","borderline","policy","0.7868","0.0917","0.48","0.7337"
"1213","33477","8998","pairwise_ranker","borderline","grounding_gap","0.6204","0.0031","0.437","0.6419"
"1214","31349","10570","pairwise_ranker","fail","tool_failure","0.3148","0.8179","0.9967","0.1323"
"1215","6971","18123","pairwise_ranker","needs_human_review","policy","0.8815","0.5239","0.0668","0.2748"
"1216","8893","13641","pairwise_ranker","pass","none","0.5191","0.6589","0.7572","0.0358"
"1217","10132","17910","rule_engine","needs_human_review","policy","0.4665","0.9676","0.0602","0.6127"
"1218","3460","10872","hybrid_judge","borderline","none","0.6697","0.8247","0.8108","0.0741"
"1219","48435","7429","hybrid_judge","pass","none","0.4826","0.1245","0.5836","0.4633"
"1220","18831","23424","pairwise_ranker","fail","format","0.6808","0.3837","0.3827","0.4106"
"1221","1720","11031","model_judge","needs_human_review","grounding_gap","0.9626","0.7348","0.0538","0.2666"
"1222","16094","12363","model_judge","fail","none","0.6238","0.9764","0.7239","0.374"
"1223","5189","9181","rule_engine","fail","grounding_gap","0.7914","0.8542","0.3988","0.311"
"1224","47646","18306","rule_engine","fail","format","0.4411","0.9358","0.3355","0.5553"
"1225","35620","7272","pairwise_ranker","pass","none","0.2111","0.3771","0.8464","0.6179"
"1226","47127","7939","rule_engine","fail","reasoning","0.4423","0.5057","0.1475","0.497"
"1227","31245","8451","model_judge","borderline","grounding_gap","0.0997","0.2051","0.7839","0.9411"
"1228","25588","13201","model_judge","fail","format","0.2217","0.1843","0.7495","0.4628"
"1229","34203","21717","model_judge","needs_human_review","reasoning","0.7998","0.3005","0.8066","0.0901"
"1230","29753","10354","model_judge","borderline","policy","0.6323","0.0429","0.8266","0.0017"
"1231","18534","24549","pairwise_ranker","needs_human_review","tool_failure","0.2247","0.0977","0.8695","0.1014"
"1232","28297","21572","rule_engine","needs_human_review","reasoning","0.4616","0.7961","0.4352","0.0017"
"1233","14996","22577","rule_engine","borderline","grounding_gap","0.3534","0.2227","0.1878","0.0192"
"1234","48938","3007","pairwise_ranker","pass","format","0.9682","0.0852","0.4839","0.1152"
"1235","33708","23640","rule_engine","pass","tool_failure","0.6744","0.8094","0.4388","0.1781"
"1236","6896","6750","model_judge","pass","tool_failure","0.0097","0.7819","0.011","0.625"
"1237","28590","14189","hybrid_judge","needs_human_review","tool_failure","0.3675","0.4399","0.9672","0.0565"
"1238","38665","61","hybrid_judge","fail","format","0.6299","0.4363","0.8997","0.7456"
"1239","48068","10751","model_judge","needs_human_review","none","0.3457","0.4589","0.4638","0.8237"
"1240","35031","17291","pairwise_ranker","fail","policy","0.7367","0.1045","0.2073","0.0543"
"1241","1193","19927","rule_engine","borderline","grounding_gap","0.4089","0.2272","0.9475","0.8051"
"1242","41815","5328","rule_engine","pass","policy","0.969","0.4456","0.5923","0.8817"
"1243","3681","2929","rule_engine","borderline","format","0.4072","0.344","0.4669","0.7903"
"1244","19540","11455","hybrid_judge","fail","format","0.9308","0.1748","0.0955","0.4633"
"1245","44456","551","pairwise_ranker","pass","tool_failure","0.0996","0.6657","0.5514","0.21"
"1246","26873","5562","hybrid_judge","borderline","grounding_gap","0.5347","0.6129","0.9142","0.5365"
"1247","7815","20207","hybrid_judge","pass","none","0.2404","0.2497","0.2868","0.39"
"1248","23527","10186","rule_engine","needs_human_review","format","0.805","0.4709","0.2872","0.438"
"1249","8508","21098","rule_engine","pass","hallucination","0.4097","0.1439","0.9633","0.5571"
"1250","49562","9653","pairwise_ranker","pass","tool_failure","0.8956","0.2473","0.0988","0.3338"
"1251","28674","18855","rule_engine","fail","reasoning","0.4467","0.5337","0.9858","0.6297"
"1252","41974","19492","model_judge","needs_human_review","none","0.0602","0.9726","0.5294","0.9553"
"1253","5062","22368","pairwise_ranker","fail","policy","0.4357","0.7028","0.2053","0.9163"
"1254","6427","2344","rule_engine","pass","none","0.96","0.8683","0.8253","0.1466"
"1255","2674","19806","hybrid_judge","fail","reasoning","0.7606","0.7389","0.588","0.2929"
"1256","3068","24249","model_judge","needs_human_review","tool_failure","0.3172","0.5311","0.4612","0.6676"
"1257","1788","15339","pairwise_ranker","needs_human_review","hallucination","0.6866","0.5488","0.5858","0.3697"
"1258","10780","23987","pairwise_ranker","fail","reasoning","0.4057","0.4614","0.2863","0.493"
"1259","27084","17337","pairwise_ranker","needs_human_review","format","0.3055","0.3391","0.3651","0.1897"
"1260","29035","6799","model_judge","pass","reasoning","0.834","0.5483","0.1541","0.4637"
"1261","42943","4361","hybrid_judge","fail","none","0.9236","0.8376","0.92","0.9766"
"1262","42927","9538","rule_engine","pass","tool_failure","0.684","0.1633","0.0862","0.3761"
"1263","4630","21387","hybrid_judge","borderline","grounding_gap","0.0865","0.09","0.298","0.3058"
"1264","4717","24677","pairwise_ranker","needs_human_review","format","0.3407","0.3335","0.462","0.1234"
"1265","10192","2578","pairwise_ranker","fail","tool_failure","0.1531","0.253","0.4153","0.8261"
"1266","3811","20450","model_judge","pass","format","0.5467","0.5145","0.239","0.7624"
"1267","49814","2736","pairwise_ranker","fail","policy","0.2448","0.8721","0.1178","0.8507"
"1268","35499","7249","rule_engine","pass","format","0.8867","0.768","0.3851","0.1674"
"1269","18354","7782","hybrid_judge","borderline","none","0.5701","0.5032","0.2945","0.8151"
"1270","46878","13701","model_judge","needs_human_review","none","0.7581","0.8297","0.2149","0.1951"
"1271","31247","17134","rule_engine","needs_human_review","tool_failure","0.2157","0.0961","0.8378","0.3928"
"1272","5841","8420","hybrid_judge","pass","policy","0.5247","0.542","0.4896","0.2588"
"1273","24017","15065","model_judge","fail","grounding_gap","0.8693","0.8947","0.0007","0.1135"
"1274","10767","24997","rule_engine","needs_human_review","grounding_gap","0.1171","0.5827","0.7122","0.4297"
"1275","40579","5049","model_judge","fail","format","0.4811","0.4519","0.3164","0.0814"
"1276","1744","18639","hybrid_judge","pass","hallucination","0.8952","0.9531","0.2781","0.0339"
"1277","10350","6803","model_judge","borderline","reasoning","0.3208","0.2569","0.9027","0.1376"
"1278","4137","16018","hybrid_judge","pass","format","0.8205","0.7171","0.008","0.8613"
"1279","11978","13326","rule_engine","fail","reasoning","0.0171","0.6512","0.9375","0.7328"
"1280","27790","19286","rule_engine","borderline","hallucination","0.2251","0.1412","0.1622","0.0031"
"1281","29428","23571","model_judge","borderline","format","0.8625","0.3136","0.5714","0.3343"
"1282","22994","23856","rule_engine","needs_human_review","tool_failure","0.875","0.756","0.6612","0.1712"
"1283","47476","12555","pairwise_ranker","fail","none","0.0491","0.9637","0.0163","0.6414"
"1284","47699","6223","model_judge","needs_human_review","reasoning","0.4687","0.4641","0.0397","0.5224"
"1285","39443","24522","hybrid_judge","fail","grounding_gap","0.2797","0.9292","0.4563","0.4719"
"1286","37159","1349","hybrid_judge","pass","hallucination","0.1842","0.3025","0.2078","0.6938"
"1287","9688","11813","rule_engine","pass","none","0.4676","0.0206","0.8457","0.8473"
"1288","17476","24064","model_judge","needs_human_review","policy","0.1844","0.3854","0.4458","0.3037"
"1289","3559","14197","pairwise_ranker","borderline","reasoning","0.7628","0.957","0.7114","0.4167"
"1290","21593","13754","hybrid_judge","borderline","hallucination","0.6337","0.1342","0.5439","0.5679"
"1291","25680","11764","pairwise_ranker","needs_human_review","policy","0.0228","0.8149","0.1424","0.4626"
"1292","5050","9706","hybrid_judge","pass","hallucination","0.2502","0.9101","0.5255","0.8373"
"1293","8431","4492","pairwise_ranker","fail","none","0.1615","0.27","0.112","0.8247"
"1294","35263","1902","rule_engine","needs_human_review","none","0.9583","0.6053","0.6793","0.4867"
"1295","42868","13173","pairwise_ranker","needs_human_review","reasoning","0.8976","0.662","0.8884","0.5077"
"1296","2893","19355","rule_engine","pass","tool_failure","0.028","0.0172","0.8138","0.5809"
"1297","48387","6824","rule_engine","pass","none","0.333","0.839","0.708","0.15"
"1298","38001","18212","rule_engine","borderline","none","0.8166","0.0096","0.0458","0.0362"
"1299","48946","1368","pairwise_ranker","needs_human_review","hallucination","0.7174","0.0411","0.4627","0.2995"
"1300","17403","6142","rule_engine","borderline","hallucination","0.987","0.9355","0.7422","0.0836"
"1301","16309","24745","rule_engine","fail","grounding_gap","0.9786","0.6622","0.3585","0.5129"
"1302","6014","10223","model_judge","pass","policy","0.6737","0.8552","0.1587","0.1267"
"1303","34302","5909","model_judge","needs_human_review","tool_failure","0.9454","0.6756","0.6137","0.7659"
"1304","17626","12968","model_judge","needs_human_review","format","0.8666","0.3789","0.1438","0.0212"
"1305","28679","16420","hybrid_judge","borderline","tool_failure","0.3426","0.4803","0.969","0.1414"
"1306","7556","16234","rule_engine","pass","tool_failure","0.886","0.3948","0.1575","0.8995"
"1307","22702","7333","pairwise_ranker","fail","format","0.4958","0.3971","0.2424","0.8858"
"1308","39787","1112","model_judge","fail","tool_failure","0.8623","0.9981","0.481","0.8202"
"1309","3463","2149","pairwise_ranker","borderline","reasoning","0.6065","0.2113","0.7861","0.6537"
"1310","47763","11516","rule_engine","needs_human_review","grounding_gap","0.4188","0.55","0.8562","0.2681"
"1311","12496","3315","pairwise_ranker","needs_human_review","policy","0.0733","0.4459","0.9249","0.7941"
"1312","10544","6396","model_judge","borderline","grounding_gap","0.6917","0.5124","0.9455","0.6949"
"1313","46902","20147","model_judge","fail","reasoning","0.7135","0.8153","0.2313","0.1657"
"1314","30438","3382","hybrid_judge","needs_human_review","grounding_gap","0.1092","0.4223","0.2532","0.4345"
"1315","19774","18573","model_judge","pass","hallucination","0.6141","0.076","0.7523","0.5123"
"1316","12414","3934","model_judge","pass","none","0.8214","0.7314","0.9663","0.5965"
"1317","24000","9042","model_judge","pass","hallucination","0.4403","0.1928","0.7019","0.3334"
"1318","10902","702","rule_engine","borderline","reasoning","0.6486","0.4081","0.119","0.3454"
"1319","26576","10620","model_judge","fail","format","0.9082","0.2722","0.3398","0.2898"
"1320","34697","8191","model_judge","needs_human_review","tool_failure","0.7001","0.0726","0.5556","0.3269"
"1321","22669","12831","rule_engine","needs_human_review","format","0.2133","0.9781","0.3021","0.689"
"1322","18448","10461","model_judge","fail","none","0.7492","0.477","0.1161","0.986"
"1323","47479","17105","model_judge","borderline","hallucination","0.4574","0.0478","0.1367","0.2487"
"1324","22576","855","rule_engine","needs_human_review","reasoning","0.4743","0.2947","0.0432","0.4142"
"1325","30732","4533","hybrid_judge","borderline","format","0.3993","0.398","0.9773","0.8496"
"1326","40958","4511","model_judge","needs_human_review","hallucination","0.3274","0.4571","0.2786","0.4623"
"1327","25169","24606","model_judge","pass","format","0.2741","0.5386","0.2488","0.5034"
"1328","43342","23970","rule_engine","needs_human_review","none","0.9004","0.1468","0.7281","0.6727"
"1329","37091","6731","rule_engine","pass","reasoning","0.0679","0.1781","0.1622","0.6712"
"1330","33008","8737","model_judge","fail","none","0.5955","0.2091","0.5141","0.3943"
"1331","27084","17337","rule_engine","needs_human_review","hallucination","0.7774","0.7358","0.7137","0.89"
"1332","9853","24171","hybrid_judge","fail","none","0.2208","0.8514","0.5824","0.4908"
"1333","24597","8769","model_judge","needs_human_review","grounding_gap","0.1939","0.7536","0.0871","0.4929"
"1334","38946","3854","model_judge","pass","reasoning","0.651","0.1698","0.8205","0.5364"
"1335","2294","5821","rule_engine","needs_human_review","format","0.1104","0.188","0.9374","0.1711"
"1336","46745","294","model_judge","needs_human_review","none","0.9665","0.1526","0.3936","0.7559"
"1337","15881","20738","hybrid_judge","needs_human_review","hallucination","0.1534","0.1677","0.0772","0.7305"
"1338","47797","21554","pairwise_ranker","borderline","format","0.2882","0.2547","0.7106","0.3693"
"1339","44897","3246","model_judge","borderline","none","0.3028","0.8346","0.4324","0.2825"
"1340","23879","9564","model_judge","needs_human_review","tool_failure","0.5086","0.222","0.6268","0.2678"
"1341","14913","22819","rule_engine","needs_human_review","grounding_gap","0.0564","0.1803","0.7992","0.289"
"1342","13989","23843","rule_engine","needs_human_review","none","0.0049","0.5192","0.3391","0.1902"
"1343","5352","16206","pairwise_ranker","needs_human_review","tool_failure","0.9825","0.4226","0.7935","0.6316"
"1344","42136","20545","model_judge","borderline","tool_failure","0.4527","0.0418","0.6916","0.1891"
"1345","24880","22429","model_judge","borderline","grounding_gap","0.5967","0.0497","0.1346","0.5189"
"1346","4342","18090","pairwise_ranker","pass","format","0.9096","0.7407","0.9117","0.8"
"1347","20342","8461","hybrid_judge","borderline","reasoning","0.0681","0.0709","0.3723","0.3122"
"1348","35261","8490","rule_engine","fail","none","0.3966","0.8528","0.2904","0.358"
"1349","29872","18986","hybrid_judge","fail","policy","0.9852","0.2556","0.1623","0.831"
"1350","7129","22943","model_judge","fail","reasoning","0.5285","0.4793","0.3842","0.1409"
"1351","12306","8370","pairwise_ranker","borderline","tool_failure","0.2004","0.377","0.3884","0.0706"
"1352","38304","20639","pairwise_ranker","borderline","reasoning","0.9516","0.0945","0.1111","0.8363"
"1353","15102","2987","pairwise_ranker","fail","none","0.7826","0.6835","0.0698","0.227"
"1354","42306","18331","rule_engine","fail","none","0.4426","0.5859","0.5736","0.4362"
"1355","3960","14597","model_judge","borderline","grounding_gap","0.4968","0.8664","0.4366","0.6509"
"1356","587","6887","hybrid_judge","borderline","tool_failure","0.8948","0.0623","0.0829","0.1637"
"1357","30414","21589","pairwise_ranker","fail","hallucination","0.5296","0.9626","0.3824","0.9033"
"1358","31959","15272","pairwise_ranker","needs_human_review","grounding_gap","0.273","0.0652","0.6883","0.0271"
"1359","48920","20784","rule_engine","fail","grounding_gap","0.2929","0.9921","0.4807","0.3464"
"1360","28790","24292","pairwise_ranker","needs_human_review","grounding_gap","0.116","0.4321","0.6209","0.289"
"1361","3152","15832","hybrid_judge","borderline","tool_failure","0.8984","0.164","0.343","0.8007"
"1362","34358","4980","rule_engine","needs_human_review","policy","0.7999","0.4239","0.3763","0.368"
"1363","12521","24657","pairwise_ranker","fail","reasoning","0.3473","0.9939","0.8765","0.2707"
"1364","29373","9497","model_judge","borderline","grounding_gap","0.6566","0.5928","0.8723","0.833"
"1365","12771","8314","pairwise_ranker","needs_human_review","reasoning","0.1427","0.0003","0.8498","0.8459"
"1366","7771","18669","rule_engine","needs_human_review","tool_failure","0.669","0.1929","0.5451","0.1936"
"1367","11882","22902","hybrid_judge","pass","hallucination","0.8288","0.4573","0.816","0.4426"
"1368","6503","18783","rule_engine","borderline","policy","0.38","0.5468","0.6946","0.3285"
"1369","7652","20162","model_judge","pass","tool_failure","0.1683","0.6864","0.7297","0.7943"
"1370","26239","10148","model_judge","needs_human_review","hallucination","0.6225","0.3503","0.6036","0.9679"
"1371","39932","6805","pairwise_ranker","fail","hallucination","0.6694","0.9491","0.0168","0.8573"
"1372","36376","427","rule_engine","fail","hallucination","0.4381","0.8294","0.0338","0.2905"
"1373","5919","20296","rule_engine","fail","format","0.8428","0.8408","0.6413","0.4104"
"1374","6285","14478","hybrid_judge","pass","hallucination","0.6853","0.6117","0.2448","0.9761"
"1375","32358","4448","model_judge","pass","tool_failure","0.7999","0.6558","0.7675","0.5333"
"1376","41971","21824","model_judge","borderline","none","0.9969","0.1934","0.4516","0.6594"
"1377","38968","16881","model_judge","fail","none","0.5705","0.0248","0.9667","0.9218"
"1378","13645","15475","hybrid_judge","borderline","none","0.284","0.7935","0.0022","0.6189"
"1379","11236","18720","pairwise_ranker","pass","format","0.5377","0.665","0.0031","0.7498"
"1380","49183","8177","hybrid_judge","needs_human_review","policy","0.1294","0.9314","0.3784","0.2515"
"1381","34062","4126","pairwise_ranker","needs_human_review","none","0.5467","0.478","0.1958","0.2512"
"1382","45923","23307","hybrid_judge","borderline","format","0.5042","0.8356","0.5113","0.1573"
"1383","4972","22479","rule_engine","fail","format","0.2079","0.2312","0.1959","0.9541"
"1384","21656","10979","hybrid_judge","fail","policy","0.9244","0.0626","0.1056","0.9459"
"1385","3192","282","rule_engine","needs_human_review","reasoning","0.3648","0.8981","0.9365","0.3255"
"1386","20676","17255","pairwise_ranker","fail","none","0.0898","0.2024","0.2356","0.8659"
"1387","19573","11118","model_judge","fail","policy","0.0725","0.633","0.4911","0.1228"
"1388","33599","12193","rule_engine","pass","format","0.1929","0.1383","0.3042","0.1973"
"1389","22107","23138","pairwise_ranker","needs_human_review","grounding_gap","0.0328","0.0223","0.788","0.4253"
"1390","36779","8590","rule_engine","pass","hallucination","0.1503","0.8803","0.8389","0.2006"
"1391","26761","2434","rule_engine","fail","tool_failure","0.9056","0.8473","0.1446","0.2001"
"1392","33954","21192","rule_engine","pass","reasoning","0.6434","0.2858","0.2689","0.0351"
"1393","25525","11462","model_judge","borderline","policy","0.3582","0.386","0.8345","0.8925"
"1394","2760","8720","rule_engine","needs_human_review","hallucination","0.3132","0.561","0.368","0.5481"
"1395","9772","8878","pairwise_ranker","borderline","reasoning","0.5984","0.8133","0.3326","0.742"
"1396","25392","3483","rule_engine","fail","hallucination","0.5489","0.1306","0.1694","0.9468"
"1397","24393","19552","rule_engine","needs_human_review","none","0.3177","0.6493","0.1998","0.5155"
"1398","25314","6632","model_judge","pass","tool_failure","0.9208","0.6371","0.3872","0.6793"
"1399","28269","14063","hybrid_judge","pass","none","0.8566","0.4375","0.4019","0.6177"
"1400","42077","24996","hybrid_judge","pass","policy","0.7367","0.4612","0.3797","0.397"
"1401","8344","14867","model_judge","pass","grounding_gap","0.829","0.3703","0.03","0.4299"
"1402","17031","8586","model_judge","borderline","format","0.1412","0.0451","0.428","0.9137"
"1403","27150","11159","model_judge","pass","reasoning","0.7257","0.1759","0.5306","0.8585"
"1404","41354","13919","hybrid_judge","borderline","reasoning","0.496","0.3815","0.7589","0.1911"
"1405","11656","4712","pairwise_ranker","borderline","none","0.7124","0.5168","0.212","0.6415"
"1406","23274","18547","model_judge","fail","none","0.2377","0.9385","0.8234","0.2972"
"1407","35095","23791","rule_engine","borderline","hallucination","0.2931","0.2756","0.0287","0.2847"
"1408","43002","12352","model_judge","pass","none","0.7503","0.1563","0.1023","0.7776"
"1409","28916","17148","hybrid_judge","needs_human_review","hallucination","0.3374","0.1178","0.0874","0.961"
"1410","33604","11528","hybrid_judge","pass","grounding_gap","0.8086","0.1944","0.3616","0.4696"
"1411","2894","19223","model_judge","borderline","tool_failure","0.6085","0.2622","0.1582","0.565"
"1412","19315","14200","model_judge","fail","none","0.1877","0.3972","0.3658","0.5413"
"1413","34573","10669","model_judge","needs_human_review","hallucination","0.0318","0.6286","0.8009","0.7311"
"1414","49229","8537","rule_engine","pass","policy","0.9195","0.9404","0.9127","0.2478"
"1415","48718","7376","rule_engine","fail","hallucination","0.114","0.6142","0.8591","0.8181"
"1416","32125","10954","pairwise_ranker","pass","reasoning","0.4167","0.6635","0.6271","0.4452"
"1417","4570","24304","rule_engine","fail","hallucination","0.4688","0.2552","0.759","0.1639"
"1418","35273","6806","hybrid_judge","fail","policy","0.5916","0.114","0.8817","0.7539"
"1419","44256","2388","pairwise_ranker","borderline","reasoning","0.2523","0.3555","0.1267","0.3893"
"1420","44848","16854","pairwise_ranker","borderline","policy","0.5448","0.5111","0.9429","0.976"
"1421","42065","21027","hybrid_judge","needs_human_review","format","0.6555","0.9191","0.9705","0.0256"
"1422","23100","2412","hybrid_judge","pass","tool_failure","0.2974","0.1324","0.8099","0.5296"
"1423","43089","16477","hybrid_judge","borderline","policy","0.9935","0.8456","0.9089","0.8104"
"1424","34479","21084","hybrid_judge","pass","hallucination","0.1764","0.7609","0.2055","0.4364"
"1425","40590","6295","pairwise_ranker","needs_human_review","grounding_gap","0.3603","0.2609","0.6275","0.1029"
"1426","15037","10254","model_judge","fail","reasoning","0.4499","0.2941","0.096","0.2701"
"1427","25306","4661","hybrid_judge","borderline","reasoning","0.2176","0.4002","0.0325","0.3374"
"1428","43812","12608","model_judge","borderline","grounding_gap","0.8364","0.6127","0.3007","0.4341"
"1429","36759","2490","rule_engine","needs_human_review","grounding_gap","0.7894","0.0634","0.7308","0.5244"
"1430","31392","21338","hybrid_judge","needs_human_review","hallucination","0.1034","0.9057","0.4558","0.7997"
"1431","15179","18846","hybrid_judge","pass","hallucination","0.5841","0.4144","0.9335","0.4802"
"1432","8287","6383","rule_engine","pass","tool_failure","0.4621","0.5686","0.975","0.8495"
"1433","33539","11012","model_judge","pass","format","0.1565","0.9625","0.5876","0.5624"
"1434","11219","20352","model_judge","borderline","tool_failure","0.5581","0.5961","0.6574","0.3654"
"1435","36193","22829","pairwise_ranker","needs_human_review","format","0.3954","0.5231","0.8979","0.9094"
"1436","24060","15896","rule_engine","needs_human_review","format","0.905","0.8713","0.5981","0.036"
"1437","28404","14401","model_judge","fail","grounding_gap","0.858","0.7529","0.9156","0.7077"
"1438","3627","23544","hybrid_judge","borderline","format","0.624","0.154","0.3202","0.1507"
"1439","30478","24175","hybrid_judge","fail","policy","0.9754","0.0555","0.7265","0.371"
"1440","12472","8751","rule_engine","pass","policy","0.431","0.8871","0.8832","0.5249"
"1441","49869","7648","rule_engine","pass","format","0.3664","0.601","0.4477","0.159"
"1442","30548","7970","pairwise_ranker","needs_human_review","grounding_gap","0.5222","0.1803","0.8416","0.2479"
"1443","48902","7851","pairwise_ranker","fail","grounding_gap","0.7627","0.5055","0.3355","0.7434"
"1444","45333","8291","rule_engine","needs_human_review","tool_failure","0.5383","0.25","0.595","0.3382"
"1445","34424","19592","hybrid_judge","borderline","format","0.8528","0.7986","0.0033","0.7948"
"1446","13789","20063","rule_engine","pass","format","0.9718","0.0023","0.0691","0.0235"
"1447","42766","876","pairwise_ranker","borderline","none","0.3955","0.4698","0.2615","0.2037"
"1448","37550","2294","model_judge","fail","hallucination","0.6474","0.6288","0.1292","0.5786"
"1449","41753","10898","rule_engine","needs_human_review","format","0.3615","0.7057","0.7199","0.192"
"1450","33815","3969","hybrid_judge","borderline","hallucination","0.8655","0.6656","0.5546","0.4881"
"1451","13431","23830","rule_engine","needs_human_review","tool_failure","0.747","0.0527","0.5318","0.504"
"1452","49357","21650","pairwise_ranker","borderline","policy","0.1263","0.0845","0.931","0.664"
"1453","8294","1721","model_judge","pass","format","0.8355","0.1045","0.8698","0.7434"
"1454","31698","1061","rule_engine","borderline","format","0.1307","0.5346","0.2184","0.2469"
"1455","34570","3305","rule_engine","borderline","policy","0.4498","0.4146","0.2993","0.7047"
"1456","41603","6363","hybrid_judge","fail","tool_failure","0.936","0.2727","0.5654","0.3844"
"1457","24271","8387","rule_engine","borderline","grounding_gap","0.5008","0.5895","0.2272","0.158"
"1458","28917","9379","model_judge","pass","policy","0.5426","0.0376","0.2349","0.5298"
"1459","27672","18967","rule_engine","borderline","grounding_gap","0.9272","0.5978","0.2325","0.1019"
"1460","43765","24628","rule_engine","pass","policy","0.4655","0.8132","0.8643","0.1277"
"1461","40050","23812","rule_engine","needs_human_review","tool_failure","0.9461","0.8964","0.475","0.2814"
"1462","27503","8181","model_judge","borderline","tool_failure","0.0143","0.9104","0.399","0.9748"
"1463","27199","8303","model_judge","needs_human_review","none","0.7847","0.9131","0.2956","0.4645"
"1464","5642","6457","rule_engine","fail","hallucination","0.126","0.887","0.7364","0.1078"
"1465","1659","21902","hybrid_judge","fail","grounding_gap","0.7726","0.0363","0.9074","0.4124"
"1466","9106","7323","rule_engine","borderline","reasoning","0.3923","0.0139","0.1769","0.4617"
"1467","1080","17498","pairwise_ranker","fail","format","0.7196","0.1859","0.5317","0.2332"
"1468","12859","18685","rule_engine","fail","hallucination","0.7491","0.1388","0.7131","0.277"
"1469","48217","6949","hybrid_judge","fail","none","0.0501","0.1341","0.5141","0.2957"
"1470","11288","18980","rule_engine","needs_human_review","tool_failure","0.9153","0.6471","0.3584","0.4906"
"1471","34801","7628","hybrid_judge","borderline","tool_failure","0.6241","0.025","0.6534","0.3071"
"1472","32139","21768","model_judge","borderline","format","0.4825","0.0849","0.6807","0.461"
"1473","40119","12939","hybrid_judge","pass","tool_failure","0.1758","0.1747","0.2854","0.1482"
"1474","41014","11589","pairwise_ranker","fail","format","0.3398","0.2318","0.2732","0.0044"
"1475","44237","5853","hybrid_judge","fail","grounding_gap","0.544","0.5481","0.3213","0.0497"
"1476","25259","14668","rule_engine","needs_human_review","format","0.4198","0.5568","0.8664","0.3102"
"1477","3109","23449","rule_engine","needs_human_review","tool_failure","0.5225","0.2275","0.2984","0.925"
"1478","45929","18798","hybrid_judge","borderline","policy","0.0641","0.2362","0.7837","0.4259"
"1479","13492","11016","model_judge","pass","tool_failure","0.804","0.3142","0.368","0.1836"
"1480","5162","4017","rule_engine","needs_human_review","grounding_gap","0.5082","0.9667","0.7674","0.4591"
"1481","19852","18168","pairwise_ranker","pass","reasoning","0.3621","0.7054","0.8321","0.7672"
"1482","2546","6191","model_judge","fail","none","0.8945","0.5023","0.9967","0.6987"
"1483","34998","3585","hybrid_judge","borderline","reasoning","0.8151","0.003","0.5268","0.1866"
"1484","38797","7933","rule_engine","fail","tool_failure","0.8017","0.4421","0.5791","0.0815"
"1485","20486","23157","rule_engine","borderline","grounding_gap","0.015","0.3311","0.3173","0.6362"
"1486","8999","24616","hybrid_judge","needs_human_review","hallucination","0.3104","0.1833","0.9018","0.6296"
"1487","39838","16772","model_judge","borderline","format","0.1013","0.0768","0.5666","0.2996"
"1488","8559","24991","pairwise_ranker","borderline","policy","0.5326","0.8886","0.2148","0.2295"
"1489","22308","21248","rule_engine","pass","policy","0.6038","0.1284","0.151","0.338"
"1490","18005","10245","rule_engine","borderline","none","0.3855","0.6646","0.8328","0.2927"
"1491","17710","132","pairwise_ranker","fail","format","0.8255","0.4097","0.8647","0.1997"
"1492","11443","11893","model_judge","pass","hallucination","0.9991","0.8272","0.5969","0.8705"
"1493","5188","3980","hybrid_judge","fail","grounding_gap","0.9387","0.2808","0.0086","0.4709"
