"eval_run_id","program_id","candidate_variant","dataset_split","items_total","avg_judge_score","pass_rate","cost_usd","eval_batch_name","run_started_at"
"634","434","tool_router_patch","validation","223","0.6883","0.4479","142.9106","batch_634","2025-02-18"
"635","528","tool_router_patch","validation","345","0.7618","0.6165","236.8636","batch_635","2025-03-17"
"636","566","tool_router_patch","validation","179","0.9563","0.5294","34.6127","batch_636","2025-02-28"
"637","406","tool_router_patch","validation","129","0.9665","0.7711","10.4743","batch_637","2025-12-16"
"638","97","prompt_refresh","test","57","0.5091","0.9942","128.1276","batch_638","2025-11-24"
"639","91","candidate_c","test","406","0.6766","0.8736","140.3797","batch_639","2025-04-07"
"640","419","candidate_c","validation","522","0.4948","0.7733","214.8927","batch_640","2025-07-08"
"641","5","prompt_refresh","test","110","0.9343","0.6558","189.5887","batch_641","2025-04-16"
"642","67","candidate_c","test","221","0.486","0.6303","37.2638","batch_642","2025-11-15"
"643","211","tool_router_patch","validation","555","0.956","0.6537","39.6388","batch_643","2025-12-26"
"644","375","candidate_c","validation","265","0.9447","0.8066","181.4241","batch_644","2025-07-03"
"645","45","prompt_refresh","validation","273","0.4705","0.8664","133.4054","batch_645","2025-12-17"
"646","392","candidate_b","train","376","0.8605","0.5314","191.4084","batch_646","2025-04-26"
"647","262","tool_router_patch","validation","545","0.7515","0.9136","43.5702","batch_647","2025-01-01"
"648","290","prompt_refresh","validation","98","0.5329","0.4519","191.5422","batch_648","2025-06-14"
"649","495","tool_router_patch","test","295","0.57","0.7872","34.9791","batch_649","2025-11-21"
"650","195","candidate_b","test","492","0.9526","0.7576","220.5075","batch_650","2025-05-30"
"651","286","candidate_c","test","95","0.7016","0.4743","87.1871","batch_651","2025-02-03"
"652","423","prompt_refresh","train","376","0.9615","0.7243","204.0257","batch_652","2025-03-01"
"653","42","prompt_refresh","train","404","0.5609","0.8761","103.121","batch_653","2025-01-27"
"654","356","candidate_c","train","540","0.9417","0.4484","151.5974","batch_654","2025-05-23"
"655","560","tool_router_patch","train","485","0.5086","0.748","104.8764","batch_655","2025-08-23"
"656","616","prompt_refresh","train","133","0.4675","0.5736","137.3981","batch_656","2025-01-19"
"657","309","candidate_c","validation","210","0.7232","0.4242","155.8541","batch_657","2025-10-31"
"658","533","candidate_b","validation","533","0.8769","0.7117","153.5426","batch_658","2025-04-24"
"659","557","tool_router_patch","train","234","0.476","0.8193","140.0124","batch_659","2025-11-17"
"660","227","candidate_a","validation","592","0.6037","0.6374","96.6869","batch_660","2025-02-06"
"661","614","candidate_c","test","57","0.7949","0.7371","143.2881","batch_661","2025-04-04"
"662","278","tool_router_patch","validation","470","0.903","0.9553","174.0479","batch_662","2025-05-05"
"663","192","candidate_a","validation","433","0.9757","0.6791","12.217","batch_663","2025-02-25"
"664","258","candidate_a","validation","560","0.5485","0.6143","186.2534","batch_664","2025-05-07"
"665","502","prompt_refresh","test","155","0.9408","0.6222","37.4525","batch_665","2025-12-18"
"666","48","candidate_b","test","524","0.7955","0.7598","206.5497","batch_666","2025-09-18"
"667","183","candidate_a","validation","220","0.965","0.8658","185.7038","batch_667","2025-09-11"
"668","575","candidate_a","validation","557","0.8662","0.6056","129.1424","batch_668","2025-10-26"
"669","26","candidate_b","train","480","0.9739","0.4949","47.4797","batch_669","2025-03-25"
"670","611","candidate_a","validation","157","0.7957","0.9546","205.8379","batch_670","2025-06-14"
"671","535","prompt_refresh","train","374","0.7014","0.7307","138.4087","batch_671","2025-10-23"
"672","532","prompt_refresh","train","64","0.62","0.9274","237.3198","batch_672","2025-07-27"
"673","62","candidate_b","test","380","0.724","0.7152","127.1955","batch_673","2025-05-20"
"674","279","tool_router_patch","test","201","0.9702","0.4696","202.5719","batch_674","2025-09-29"
"675","254","candidate_b","train","127","0.7644","0.6876","60.3776","batch_675","2025-06-18"
"676","200","candidate_c","test","384","0.7697","0.9536","116.8007","batch_676","2025-09-23"
"677","388","candidate_b","train","431","0.6726","0.7024","4.6012","batch_677","2025-11-25"
"678","385","candidate_a","test","69","0.6535","0.7689","138.2426","batch_678","2025-03-21"
"679","488","tool_router_patch","train","407","0.9064","0.7121","187.1897","batch_679","2025-11-27"
"680","240","candidate_c","test","294","0.5797","0.5291","64.8183","batch_680","2025-09-18"
"681","511","prompt_refresh","validation","166","0.9807","0.6337","68.3017","batch_681","2025-06-27"
"682","481","prompt_refresh","validation","179","0.9204","0.5858","56.9266","batch_682","2025-08-12"
"683","106","candidate_b","validation","49","0.5058","0.6663","24.1373","batch_683","2025-03-09"
"684","26","candidate_c","test","188","0.9337","0.5332","31.4285","batch_684","2025-02-26"
"685","602","candidate_c","validation","390","0.907","0.9155","233.4052","batch_685","2025-12-04"
"686","445","prompt_refresh","train","292","0.4804","0.9241","18.6736","batch_686","2025-07-21"
"687","114","candidate_b","validation","94","0.5786","0.7797","139.4907","batch_687","2025-11-14"
"688","95","tool_router_patch","train","46","0.7968","0.7452","24.1656","batch_688","2025-02-05"
"689","524","candidate_b","train","312","0.9702","0.4153","95.1302","batch_689","2025-07-29"
"690","342","candidate_c","test","173","0.6449","0.7358","173.3425","batch_690","2025-02-19"
"691","375","prompt_refresh","validation","116","0.9272","0.5012","204.956","batch_691","2025-07-07"
"692","564","candidate_a","train","581","0.8226","0.4912","232.1198","batch_692","2025-11-05"
"693","301","prompt_refresh","train","433","0.6098","0.4617","16.5838","batch_693","2025-01-19"
"694","623","candidate_a","train","234","0.9663","0.7319","186.0071","batch_694","2025-01-12"
"695","329","candidate_c","train","145","0.4741","0.7038","140.1903","batch_695","2025-03-15"
"696","406","prompt_refresh","test","562","0.7265","0.6047","29.1825","batch_696","2025-01-26"
"697","178","candidate_a","test","549","0.6805","0.7169","158.2418","batch_697","2025-07-10"
"698","624","prompt_refresh","validation","185","0.9636","0.5995","33.7818","batch_698","2025-10-17"
"699","336","candidate_a","validation","187","0.9325","0.8042","173.1259","batch_699","2025-11-23"
"700","95","prompt_refresh","test","29","0.6225","0.8715","164.8685","batch_700","2025-05-22"
"701","624","candidate_b","train","36","0.7962","0.729","200.3746","batch_701","2025-06-19"
"702","88","prompt_refresh","train","90","0.9217","0.6072","109.0089","batch_702","2025-08-01"
"703","527","candidate_a","train","273","0.6419","0.6435","74.5599","batch_703","2025-01-17"
"704","333","candidate_c","test","59","0.7426","0.5953","138.9909","batch_704","2025-09-17"
"705","583","candidate_a","train","140","0.7809","0.9193","40.5325","batch_705","2025-07-13"
"706","185","prompt_refresh","validation","29","0.981","0.4616","202.9515","batch_706","2025-12-31"
"707","74","candidate_b","validation","510","0.633","0.4146","30.6923","batch_707","2025-03-25"
"708","370","prompt_refresh","test","136","0.9169","0.437","118.9113","batch_708","2025-11-12"
"709","399","tool_router_patch","train","166","0.7634","0.6064","172.769","batch_709","2025-09-21"
"710","531","candidate_a","validation","488","0.9063","0.5505","90.1298","batch_710","2025-12-16"
"711","526","prompt_refresh","validation","50","0.8691","0.7879","154.078","batch_711","2025-04-09"
"712","527","tool_router_patch","validation","562","0.9223","0.7335","5.1572","batch_712","2025-07-30"
"713","586","candidate_a","validation","444","0.9168","0.5383","59.1393","batch_713","2025-12-12"
"714","448","candidate_a","validation","569","0.4503","0.7807","103.0902","batch_714","2025-05-13"
"715","536","prompt_refresh","validation","218","0.9107","0.7864","179.7514","batch_715","2025-08-13"
"716","269","candidate_c","test","217","0.9119","0.4996","168.9929","batch_716","2025-12-29"
"717","439","candidate_c","validation","312","0.7256","0.5661","86.6255","batch_717","2025-10-30"
"718","100","candidate_b","train","81","0.7438","0.5124","164.9893","batch_718","2025-08-05"
"719","548","candidate_a","validation","547","0.5087","0.8015","100.6132","batch_719","2025-07-04"
"720","91","candidate_a","validation","403","0.5724","0.5286","186.4802","batch_720","2025-09-04"
"721","232","candidate_b","test","527","0.9055","0.6753","163.297","batch_721","2025-03-08"
"722","482","prompt_refresh","train","218","0.7916","0.4119","190.1042","batch_722","2025-06-18"
"723","560","candidate_c","train","548","0.7923","0.9634","13.1777","batch_723","2025-05-15"
"724","216","candidate_a","test","113","0.5822","0.6493","198.5021","batch_724","2025-03-23"
"725","124","candidate_b","train","575","0.5858","0.5566","89.728","batch_725","2025-12-13"
"726","162","prompt_refresh","validation","208","0.6278","0.9229","165.3248","batch_726","2025-08-25"
"727","63","candidate_b","train","367","0.5269","0.5698","189.1011","batch_727","2025-02-24"
"728","591","candidate_a","validation","484","0.8151","0.4245","82.4022","batch_728","2025-09-15"
"729","331","candidate_a","train","446","0.8597","0.4658","53.773","batch_729","2025-10-09"
"730","60","tool_router_patch","train","155","0.8442","0.7719","131.1973","batch_730","2025-07-02"
"731","521","tool_router_patch","test","112","0.5744","0.8636","175.5452","batch_731","2025-12-26"
"732","207","candidate_b","test","498","0.8614","0.783","204.5109","batch_732","2025-11-07"
"733","280","candidate_a","validation","69","0.8431","0.5385","159.2591","batch_733","2025-05-06"
"734","602","candidate_a","train","395","0.7602","0.573","189.709","batch_734","2025-02-19"
"735","310","tool_router_patch","test","509","0.8063","0.672","71.9766","batch_735","2025-08-29"
"736","324","prompt_refresh","validation","403","0.6392","0.6444","34.7743","batch_736","2025-11-22"
"737","110","tool_router_patch","test","546","0.6028","0.4538","217.5034","batch_737","2025-05-03"
"738","600","prompt_refresh","test","495","0.9674","0.5837","103.9666","batch_738","2025-07-12"
"739","289","candidate_a","train","501","0.7222","0.7684","179.3126","batch_739","2025-06-17"
"740","45","candidate_a","test","95","0.6573","0.918","60.4268","batch_740","2025-05-20"
"741","203","candidate_a","train","87","0.8132","0.7474","236.7775","batch_741","2025-06-13"
"742","483","tool_router_patch","validation","242","0.4755","0.8917","99.0747","batch_742","2025-05-19"
"743","129","candidate_c","test","398","0.856","0.6464","142.4905","batch_743","2025-02-12"
"744","473","candidate_a","train","587","0.8665","0.5002","205.4916","batch_744","2025-09-13"
"745","235","candidate_b","test","527","0.4521","0.49","7.8257","batch_745","2025-09-14"
"746","383","candidate_a","train","277","0.8976","0.4784","77.3257","batch_746","2025-08-02"
"747","566","candidate_c","train","234","0.4757","0.6764","179.2343","batch_747","2025-07-23"
"748","499","candidate_a","test","411","0.6009","0.8274","33.7759","batch_748","2025-02-15"
"749","46","candidate_c","validation","480","0.6034","0.5019","55.5649","batch_749","2025-12-30"
"750","389","prompt_refresh","train","45","0.9783","0.562","153.6842","batch_750","2025-11-12"
"751","202","prompt_refresh","validation","244","0.8082","0.5473","141.8619","batch_751","2025-10-16"
"752","433","candidate_c","validation","356","0.4516","0.879","115.2355","batch_752","2025-07-01"
"753","558","tool_router_patch","validation","436","0.9462","0.8736","180.2764","batch_753","2025-12-14"
"754","135","prompt_refresh","test","90","0.8562","0.5233","1.9156","batch_754","2025-12-29"
"755","117","prompt_refresh","train","586","0.7189","0.6549","226.9501","batch_755","2025-09-27"
"756","610","prompt_refresh","validation","98","0.8344","0.8004","30.754","batch_756","2025-02-19"
"757","361","candidate_a","train","511","0.7641","0.9802","10.3403","batch_757","2025-03-20"
"758","267","tool_router_patch","train","560","0.9134","0.4882","213.5333","batch_758","2025-11-18"
"759","531","candidate_c","train","273","0.6413","0.4164","143.6744","batch_759","2025-12-10"
"760","595","candidate_b","train","388","0.7228","0.444","28.6019","batch_760","2025-07-08"
"761","239","tool_router_patch","test","98","0.4807","0.498","127.6276","batch_761","2025-12-18"
"762","403","candidate_b","train","157","0.7286","0.882","214.0913","batch_762","2025-07-14"
"763","622","candidate_c","train","341","0.7399","0.5156","70.8218","batch_763","2025-03-18"
"764","360","prompt_refresh","train","385","0.9151","0.876","144.3819","batch_764","2025-05-13"
"765","40","candidate_a","train","74","0.4951","0.6519","129.5351","batch_765","2025-12-06"
"766","531","tool_router_patch","validation","137","0.8527","0.8229","80.1898","batch_766","2025-11-30"
"767","611","candidate_a","train","312","0.8311","0.4484","53.6442","batch_767","2025-05-08"
"768","356","tool_router_patch","validation","546","0.5103","0.4853","199.8503","batch_768","2025-10-16"
"769","195","candidate_c","validation","33","0.6625","0.4956","193.71","batch_769","2025-08-17"
"770","182","prompt_refresh","test","240","0.981","0.8289","198.4834","batch_770","2025-04-28"
"771","107","candidate_c","validation","80","0.8752","0.9039","24.9299","batch_771","2025-03-21"
"772","160","candidate_b","train","123","0.4806","0.7134","89.6023","batch_772","2025-06-08"
"773","405","prompt_refresh","train","344","0.594","0.9588","106.5783","batch_773","2025-02-14"
"774","111","candidate_b","validation","431","0.5318","0.4011","214.4937","batch_774","2025-06-17"
"775","496","prompt_refresh","test","385","0.7722","0.557","32.1026","batch_775","2025-12-06"
"776","611","prompt_refresh","test","434","0.7823","0.9384","57.3566","batch_776","2025-08-26"
"777","15","candidate_a","validation","135","0.5767","0.6517","65.1257","batch_777","2025-07-14"
"778","625","tool_router_patch","train","468","0.8969","0.873","16.3969","batch_778","2025-07-29"
"779","233","candidate_a","train","50","0.5891","0.774","93.4448","batch_779","2025-11-15"
"780","147","candidate_b","validation","485","0.9111","0.4733","52.4564","batch_780","2025-02-12"
"781","605","prompt_refresh","validation","207","0.9096","0.8707","210.3201","batch_781","2025-03-18"
"782","579","prompt_refresh","test","173","0.6529","0.4763","219.8283","batch_782","2025-09-05"
"783","149","candidate_b","validation","231","0.7728","0.7971","186.8958","batch_783","2025-08-11"
"784","411","candidate_a","test","545","0.489","0.6481","38.2926","batch_784","2025-10-02"
"785","462","tool_router_patch","validation","106","0.5022","0.9783","117.3564","batch_785","2025-02-20"
"786","263","candidate_b","train","288","0.9846","0.5025","52.6992","batch_786","2025-04-14"
"787","574","tool_router_patch","train","459","0.8042","0.8497","69.8384","batch_787","2025-07-06"
"788","490","candidate_c","test","502","0.56","0.6565","123.5891","batch_788","2025-07-07"
"789","499","candidate_c","train","374","0.6146","0.9205","202.1841","batch_789","2025-03-23"
"790","199","candidate_a","train","516","0.6727","0.6173","180.1404","batch_790","2025-12-31"
"791","576","prompt_refresh","train","334","0.4661","0.6835","41.9057","batch_791","2025-10-15"
"792","446","tool_router_patch","validation","598","0.7104","0.5559","141.9766","batch_792","2025-03-29"
"793","380","tool_router_patch","train","354","0.7748","0.5738","192.2328","batch_793","2025-05-03"
"794","532","prompt_refresh","validation","598","0.9418","0.6366","34.5429","batch_794","2025-09-06"
"795","317","prompt_refresh","train","528","0.7597","0.8772","16.1076","batch_795","2025-01-26"
"796","507","candidate_a","validation","514","0.7478","0.5668","105.9684","batch_796","2025-12-17"
"797","161","prompt_refresh","test","191","0.5255","0.5304","134.3321","batch_797","2025-02-05"
"798","448","candidate_b","validation","497","0.6453","0.6614","161.8614","batch_798","2025-09-03"
"799","271","candidate_a","test","552","0.6493","0.8161","102.3571","batch_799","2025-09-03"
"800","32","candidate_b","train","523","0.6813","0.5104","39.715","batch_800","2025-09-20"
"801","244","candidate_b","train","353","0.9053","0.9872","85.4985","batch_801","2025-10-04"
"802","162","candidate_b","validation","369","0.9639","0.6159","61.3197","batch_802","2025-07-26"
"803","74","candidate_b","validation","531","0.5607","0.9204","49.9312","batch_803","2025-01-04"
"804","168","candidate_a","train","561","0.6583","0.8665","118.3526","batch_804","2025-02-05"
"805","443","tool_router_patch","validation","371","0.5399","0.4288","155.7471","batch_805","2025-07-07"
"806","88","candidate_b","train","145","0.7497","0.5368","156.5783","batch_806","2025-02-02"
"807","331","tool_router_patch","train","192","0.5721","0.5634","131.0147","batch_807","2025-05-11"
"808","465","candidate_c","validation","567","0.9737","0.4024","81.5744","batch_808","2025-09-30"
"809","471","candidate_b","test","168","0.5917","0.5356","150.2324","batch_809","2025-01-14"
"810","523","candidate_a","test","545","0.6977","0.9234","145.2577","batch_810","2025-07-16"
"811","265","candidate_a","train","227","0.8854","0.4891","180.1386","batch_811","2025-12-07"
"812","99","candidate_b","validation","152","0.8666","0.6669","160.1292","batch_812","2025-04-12"
"813","83","candidate_c","train","216","0.4884","0.8573","97.4796","batch_813","2025-01-29"
"814","130","candidate_b","train","75","0.4644","0.4762","170.5925","batch_814","2025-09-29"
"815","160","candidate_a","validation","198","0.9393","0.7274","221.2915","batch_815","2025-03-13"
"816","530","candidate_a","test","557","0.6374","0.7313","159.9054","batch_816","2025-11-17"
"817","294","tool_router_patch","train","281","0.62","0.823","187.5634","batch_817","2025-04-04"
"818","372","candidate_b","test","163","0.9061","0.6341","67.5039","batch_818","2025-09-15"
"819","279","tool_router_patch","test","338","0.6063","0.7295","140.3144","batch_819","2025-11-04"
"820","621","tool_router_patch","train","304","0.9604","0.9667","1.1655","batch_820","2025-01-30"
"821","201","candidate_c","train","186","0.9674","0.8594","157.5641","batch_821","2025-02-01"
"822","159","tool_router_patch","test","186","0.7908","0.6321","71.3566","batch_822","2025-06-07"
"823","42","candidate_a","train","458","0.8257","0.9719","21.8075","batch_823","2025-04-27"
"824","258","candidate_b","test","70","0.5609","0.9334","210.4989","batch_824","2025-09-05"
"825","133","candidate_a","validation","456","0.9515","0.8574","7.1583","batch_825","2025-12-17"
"826","116","candidate_a","train","139","0.5353","0.9764","19.9469","batch_826","2025-09-28"
"827","38","tool_router_patch","train","136","0.9612","0.6096","165.4781","batch_827","2025-03-10"
"828","451","candidate_b","test","594","0.7459","0.5242","237.9221","batch_828","2025-07-21"
"829","415","prompt_refresh","train","251","0.8309","0.9487","127.4022","batch_829","2025-03-22"
"830","257","prompt_refresh","test","271","0.8785","0.6349","165.8527","batch_830","2025-09-28"
"831","554","candidate_a","validation","504","0.5673","0.6021","28.6538","batch_831","2025-07-20"
"832","149","prompt_refresh","validation","179","0.8613","0.4831","222.9958","batch_832","2025-03-18"
"833","272","candidate_c","train","130","0.5143","0.4315","200.898","batch_833","2025-09-26"
"834","222","candidate_b","test","218","0.4893","0.5467","69.5848","batch_834","2025-03-14"
"835","328","candidate_b","validation","57","0.5465","0.8198","91.6598","batch_835","2025-06-26"
"836","106","prompt_refresh","validation","63","0.5203","0.9547","10.3267","batch_836","2025-09-10"
"837","438","prompt_refresh","validation","504","0.5719","0.6598","155.9238","batch_837","2025-11-22"
"838","111","candidate_a","validation","121","0.5841","0.5392","225.5291","batch_838","2025-05-10"
"839","258","prompt_refresh","train","523","0.6885","0.7553","215.3803","batch_839","2025-04-27"
"840","324","candidate_b","validation","519","0.8423","0.5717","53.3826","batch_840","2025-05-28"
