"metric_id","program_id","metric_date","eval_runs_total","items_total","pass_rate","review_rate","regression_rate","judge_human_disagreement_rate","hallucination_rate"
"667","270","2025-09-13","22","367","0.5396","0.1249","0.2148","0.0177","0.1372"
"668","119","2025-03-06","4","647","0.5385","0.4439","0.1187","0.031","0.0906"
"669","78","2025-06-14","11","1038","0.6981","0.2628","0.1654","0.196","0.0869"
"670","622","2025-06-18","21","557","0.7766","0.0514","0.1876","0.1816","0.1761"
"671","134","2025-09-21","30","484","0.8348","0.0116","0.2769","0.166","0.1317"
"672","512","2025-01-19","32","1053","0.6523","0.0192","0.2367","0.0448","0.0047"
"673","345","2025-02-22","1","80","0.8117","0.0605","0.0706","0.0736","0.0641"
"674","570","2025-06-24","22","446","0.5348","0.1635","0.014","0.1768","0.0896"
"675","489","2025-09-24","11","991","0.6482","0.129","0.0285","0.1008","0.0058"
"676","242","2025-04-17","33","311","0.6064","0.2138","0.27","0.1894","0.058"
"677","559","2025-05-28","18","890","0.9751","0.2657","0.1392","0.2021","0.0511"
"678","180","2025-07-13","33","704","0.7947","0.0224","0.1108","0.0853","0.0542"
"679","529","2025-02-06","18","76","0.5212","0.1815","0.1969","0.0409","0.1316"
"680","576","2025-12-16","4","821","0.451","0.0324","0.269","0.1551","0.0962"
"681","96","2025-09-22","39","281","0.5639","0.0229","0.0619","0.0303","0.0454"
"682","388","2025-08-22","6","259","0.8265","0.0526","0.2301","0.1776","0.0162"
"683","559","2025-10-19","25","330","0.7611","0.363","0.1073","0.1018","0.1704"
"684","406","2025-12-15","7","772","0.578","0.4457","0.1542","0.1278","0.007"
"685","33","2025-09-03","17","1038","0.9446","0.1061","0.0354","0.0044","0.0258"
"686","70","2025-06-28","20","192","0.5247","0.2865","0.1358","0.0922","0.0632"
"687","482","2025-10-17","27","439","0.9833","0.4387","0.0539","0.0733","0.0218"
"688","133","2025-10-15","15","1039","0.918","0.2003","0.1965","0.012","0.0215"
"689","49","2025-06-29","23","986","0.6021","0.102","0.2069","0.116","0.0714"
"690","149","2025-09-13","2","252","0.7","0.3274","0.1708","0.0943","0.1227"
"691","212","2025-10-27","19","73","0.6443","0.1559","0.2779","0.1019","0.0623"
"692","453","2025-01-01","15","950","0.6726","0.3054","0.1356","0.1212","0.0239"
"693","248","2025-02-14","37","250","0.7819","0.3168","0.2246","0.1593","0.1527"
"694","163","2025-02-07","17","511","0.8098","0.0423","0.1209","0.0736","0.0388"
"695","140","2025-10-19","15","1166","0.5213","0.246","0.0791","0.1325","0.0901"
"696","37","2025-11-27","28","24","0.7604","0.2856","0.1103","0.0408","0.0286"
"697","578","2025-12-10","30","186","0.6811","0.0187","0.142","0.0227","0.1613"
"698","444","2025-10-13","17","681","0.7774","0.2216","0.1317","0.11","0.1486"
"699","600","2025-08-31","28","750","0.8213","0.159","0.0133","0.2186","0.1649"
"700","338","2025-02-21","38","228","0.4691","0.4","0.2551","0.0989","0.088"
"701","87","2025-09-13","27","958","0.7496","0.095","0.1009","0.0579","0.0412"
"702","462","2025-04-07","16","1189","0.9221","0.3649","0.1616","0.1918","0.0615"
"703","502","2025-07-23","15","1062","0.7551","0.4078","0.1916","0.1021","0.0395"
"704","450","2025-01-02","11","556","0.5098","0.3654","0.1649","0.1179","0.1391"
"705","226","2025-08-26","6","56","0.6871","0.293","0.2558","0.2057","0.0539"
"706","156","2025-02-23","27","668","0.9095","0.0836","0.2394","0.0699","0.1079"
"707","600","2025-11-18","38","573","0.9775","0.4159","0.2356","0.0588","0.007"
"708","196","2025-05-27","40","316","0.9221","0.3288","0.0382","0.1802","0.0368"
"709","443","2025-04-12","13","884","0.9903","0.4438","0.0847","0.1271","0.0235"
"710","407","2025-09-03","34","1019","0.9611","0.1371","0.1417","0.1346","0.0058"
"711","202","2025-11-25","14","297","0.7642","0.096","0.091","0.0935","0.1181"
"712","452","2025-05-12","24","85","0.5247","0.1015","0.0246","0.1629","0.0995"
"713","480","2025-08-30","27","927","0.8111","0.2094","0.0909","0.0817","0.1184"
"714","437","2025-08-09","12","134","0.9653","0.4171","0.0416","0.1035","0.0611"
"715","500","2025-09-18","19","868","0.6298","0.172","0.1526","0.1245","0.0151"
"716","5","2025-08-16","7","1159","0.5213","0.3712","0.0108","0.0644","0.132"
"717","438","2025-07-28","3","247","0.7082","0.2002","0.1909","0.1685","0.1398"
"718","228","2025-12-30","29","574","0.5662","0.0921","0.0079","0.1508","0.0797"
"719","131","2025-10-15","7","776","0.9148","0.4234","0.0775","0.0027","0.0299"
"720","7","2025-01-13","14","267","0.5149","0.0721","0.2199","0.0794","0.1566"
"721","356","2025-08-09","39","431","0.8619","0.2708","0.0362","0.0534","0.0754"
"722","7","2025-11-25","39","257","0.8332","0.2219","0.0883","0.1121","0.0825"
"723","591","2025-07-30","17","571","0.6802","0.1143","0.1814","0.187","0.1531"
"724","372","2025-10-18","40","332","0.6075","0.3914","0.2433","0.0859","0.0142"
"725","433","2025-02-15","6","620","0.5092","0.1454","0.2183","0.086","0.126"
"726","331","2025-08-19","35","844","0.8938","0.23","0.0569","0.1875","0.0878"
"727","198","2025-10-09","11","1079","0.6386","0.4496","0.1856","0.0979","0.1391"
"728","317","2025-12-18","32","1015","0.6135","0.1515","0.1326","0.073","0.0104"
"729","13","2025-07-01","40","574","0.7257","0.1359","0.1114","0.0482","0.0245"
"730","116","2025-06-21","31","931","0.7983","0.273","0.1376","0.1811","0.1398"
"731","205","2025-06-13","32","1170","0.5754","0.2118","0.1606","0.0402","0.0415"
"732","110","2025-04-06","26","1065","0.876","0.1301","0.0119","0.1975","0.0196"
"733","98","2025-10-10","3","148","0.6655","0.3334","0.0222","0.163","0.0286"
"734","344","2025-09-11","36","962","0.6813","0.2762","0.1807","0.1279","0.1045"
"735","481","2025-10-07","9","577","0.7734","0.4015","0.0638","0.0824","0.12"
"736","156","2025-08-13","25","1136","0.9068","0.192","0.1188","0.1468","0.1723"
"737","407","2025-01-05","26","1195","0.9036","0.1228","0.0032","0.1206","0.1065"
"738","246","2025-01-11","11","469","0.9853","0.2647","0.1406","0.0747","0.049"
"739","144","2025-04-10","37","518","0.9791","0.0171","0.2098","0.1895","0.1302"
"740","29","2025-10-08","37","332","0.6178","0.0827","0.1809","0.0208","0.1351"
"741","542","2025-10-02","27","940","0.5114","0.426","0.2707","0.1601","0.1426"
"742","617","2025-05-26","25","1053","0.6227","0.2377","0.0995","0.2076","0.175"
"743","138","2025-11-11","16","1117","0.7257","0.0799","0.0992","0.1852","0.1787"
"744","115","2025-06-12","17","907","0.5966","0.0573","0.1111","0.1263","0.1598"
"745","19","2025-07-30","5","1110","0.5397","0.2968","0.0094","0.1028","0.1384"
"746","589","2025-09-11","32","974","0.9828","0.2466","0.0044","0.0942","0.1169"
"747","171","2025-06-10","36","25","0.894","0.3852","0.0403","0.1632","0.1417"
"748","335","2025-12-04","1","1102","0.6872","0.3797","0.0765","0.0891","0.0199"
"749","415","2025-06-14","4","376","0.7916","0.1796","0.1042","0.1853","0.0559"
"750","219","2025-01-31","31","295","0.492","0.3513","0.2058","0.2075","0.1435"
"751","539","2025-05-16","9","644","0.5581","0.2525","0.0134","0.2129","0.0598"
"752","36","2025-10-23","22","1122","0.84","0.4173","0.2543","0.1335","0.0521"
"753","202","2025-07-21","8","842","0.7438","0.3813","0.1665","0.2173","0.0349"
"754","153","2025-04-18","1","73","0.7194","0.3008","0.0934","0.1566","0.0005"
"755","281","2025-09-07","10","638","0.8319","0.2362","0.044","0.0406","0.0852"
"756","552","2025-11-27","20","1165","0.7278","0.242","0.1186","0.0769","0.1538"
"757","268","2025-09-16","28","71","0.9419","0.0687","0.2127","0.2187","0.0724"
"758","396","2025-06-14","25","1104","0.7771","0.416","0.0297","0.0447","0.0769"
"759","231","2025-04-19","2","1107","0.5063","0.1386","0.0608","0.1345","0.0465"
"760","475","2025-09-22","12","302","0.8028","0.3656","0.0229","0.1267","0.0272"
"761","501","2025-05-13","11","107","0.8281","0.3685","0.0513","0.0131","0.1238"
"762","392","2025-02-15","20","212","0.8782","0.0724","0.2519","0.1138","0.1313"
"763","446","2025-03-11","22","190","0.7758","0.0635","0.1839","0.0834","0.1105"
"764","623","2025-06-23","26","355","0.4553","0.2857","0.0419","0.0858","0.0166"
"765","437","2025-06-22","1","715","0.9625","0.1331","0.0014","0.176","0.0575"
"766","495","2025-05-31","39","97","0.4536","0.0305","0.1259","0.2199","0.1054"
"767","318","2025-06-18","17","772","0.768","0.0668","0.0914","0.0559","0.1604"
"768","556","2025-04-23","6","283","0.4759","0.1394","0.2268","0.0846","0.035"
"769","451","2025-12-08","5","440","0.746","0.3756","0.1955","0.1716","0.155"
"770","562","2025-08-25","26","1182","0.6602","0.4345","0.1687","0.1801","0.0768"
"771","511","2025-03-25","31","514","0.947","0.3145","0.2415","0.0307","0.0167"
"772","152","2025-02-08","23","1047","0.9352","0.2033","0.0777","0.0267","0.1516"
"773","502","2025-07-28","37","89","0.8654","0.3636","0.0041","0.1149","0.0028"
"774","593","2025-11-18","16","1042","0.6363","0.138","0.2399","0.1199","0.0574"
"775","585","2025-04-23","18","791","0.5698","0.292","0.1004","0.2178","0.0414"
"776","234","2025-02-12","27","142","0.5066","0.3606","0.1404","0.0967","0.0167"
"777","28","2025-03-29","29","363","0.7399","0.2234","0.0781","0.2164","0.1744"
"778","239","2025-10-15","25","1000","0.5707","0.3111","0.0614","0.1241","0.1664"
"779","383","2025-07-18","5","1155","0.5974","0.1573","0.1427","0.1366","0.1558"
"780","5","2025-12-14","13","770","0.5444","0.0221","0.1006","0.1602","0.1148"
"781","313","2025-11-28","24","884","0.6835","0.2753","0.2742","0.1603","0.1051"
"782","388","2025-07-05","3","303","0.5353","0.19","0.0409","0.1257","0.095"
"783","270","2025-04-11","37","813","0.9545","0.2144","0.2753","0.0507","0.0534"
"784","432","2025-09-04","24","1158","0.5537","0.351","0.1909","0.0687","0.0825"
"785","362","2025-12-31","14","307","0.5339","0.3505","0.2553","0.1967","0.0093"
"786","174","2025-06-27","25","796","0.8199","0.0932","0.2699","0.1117","0.105"
"787","350","2025-07-31","6","602","0.4632","0.2854","0.1624","0.0764","0.1199"
"788","131","2025-12-09","29","1192","0.9912","0.4496","0.197","0.173","0.175"
"789","548","2025-08-06","4","496","0.7004","0.0372","0.2649","0.0099","0.1115"
"790","391","2025-11-02","34","559","0.8358","0.4427","0.1881","0.1443","0.0319"
"791","393","2025-04-27","9","233","0.5426","0.2999","0.0418","0.0493","0.0513"
"792","151","2025-03-07","4","53","0.6924","0.2369","0.0877","0.1711","0.1023"
"793","481","2025-01-29","34","832","0.5409","0.3669","0.097","0.1804","0.1648"
"794","594","2025-05-31","25","319","0.7169","0.2839","0.0252","0.1841","0.0408"
"795","46","2025-06-09","37","612","0.7386","0.272","0.2105","0.1867","0.1632"
"796","546","2025-12-25","36","501","0.9108","0.0311","0.2734","0.1938","0.1568"
"797","358","2025-03-29","40","713","0.6951","0.0578","0.1765","0.159","0.1598"
"798","205","2025-12-08","11","109","0.6089","0.4188","0.2168","0.0081","0.0837"
"799","193","2025-10-29","1","772","0.7351","0.1652","0.0754","0.1355","0.1517"
"800","216","2025-03-23","10","694","0.5032","0.0956","0.0963","0.0077","0.148"
"801","349","2025-06-26","6","327","0.7549","0.1626","0.0979","0.0488","0.1223"
"802","9","2025-09-04","1","1070","0.4752","0.1547","0.0086","0.0622","0.1636"
"803","77","2025-03-11","7","612","0.7622","0.2105","0.219","0.1999","0.0214"
"804","158","2025-01-05","35","707","0.9406","0.4085","0.2726","0.1532","0.012"
"805","186","2025-05-24","4","1156","0.8606","0.2081","0.0994","0.1798","0.0895"
"806","115","2025-10-02","33","37","0.6702","0.3417","0.2071","0.0411","0.0672"
"807","502","2025-02-09","5","717","0.9816","0.377","0.2638","0.2091","0.1357"
"808","211","2025-01-09","10","845","0.7159","0.2821","0.2657","0.2099","0.161"
"809","141","2025-12-10","39","637","0.802","0.1396","0.0398","0.104","0.0873"
"810","250","2025-10-07","25","701","0.8374","0.1067","0.106","0.04","0.1655"
"811","272","2025-04-25","36","816","0.9354","0.2662","0.1095","0.1626","0.0203"
"812","620","2025-03-29","28","491","0.7914","0.4066","0.2173","0.0914","0.1491"
"813","224","2025-06-10","25","317","0.8125","0.2248","0.2284","0.1753","0.0157"
"814","277","2025-09-14","19","310","0.831","0.0596","0.0082","0.0556","0.0102"
"815","300","2025-10-24","20","425","0.7871","0.0486","0.0608","0.0275","0.1431"
"816","135","2025-01-16","5","127","0.8633","0.3499","0.1171","0.054","0.0847"
"817","452","2025-01-12","24","163","0.5536","0.0294","0.1381","0.0879","0.02"
"818","217","2025-01-25","16","853","0.7817","0.2824","0.1018","0.1638","0.1551"
"819","123","2025-03-28","27","1092","0.9357","0.2981","0.0117","0.1193","0.0891"
"820","378","2025-09-11","4","830","0.7074","0.2273","0.199","0.006","0.1379"
"821","202","2025-06-15","37","291","0.838","0.0585","0.0828","0.0238","0.1508"
"822","165","2025-12-07","15","846","0.7544","0.1668","0.2684","0.1286","0.064"
"823","527","2025-12-05","18","644","0.6736","0.3618","0.0144","0.054","0.1211"
"824","408","2025-08-01","15","936","0.5652","0.0646","0.0074","0.0945","0.041"
"825","439","2025-09-14","4","1084","0.9713","0.2938","0.2433","0.0732","0.0061"
"826","494","2025-11-19","3","686","0.6336","0.1934","0.2503","0.0857","0.106"
"827","616","2025-11-12","1","1110","0.6814","0.189","0.1365","0.2006","0.0119"
"828","405","2025-06-03","33","1161","0.9551","0.3277","0.0313","0.0806","0.1431"
"829","525","2025-08-16","10","521","0.8221","0.2482","0.0158","0.2115","0.0028"
"830","421","2025-07-18","25","461","0.4502","0.0741","0.0114","0.0683","0.0713"
"831","32","2025-11-18","26","582","0.6442","0.1775","0.1453","0.0256","0.0554"
"832","304","2025-06-13","9","911","0.4984","0.12","0.2097","0.0095","0.1599"
"833","259","2025-01-03","2","376","0.579","0.0789","0.0763","0.0609","0.1588"
"834","140","2025-10-22","7","804","0.7155","0.408","0.1757","0.0775","0.0971"
"835","270","2025-11-13","39","876","0.6481","0.0769","0.2208","0.0944","0.1483"
"836","480","2025-05-11","38","536","0.9228","0.1496","0.0041","0.1672","0.0361"
"837","560","2025-09-09","7","354","0.6594","0.0923","0.0388","0.2037","0.0595"
"838","581","2025-07-28","20","869","0.6841","0.0788","0.0245","0.0058","0.1255"
"839","2","2025-09-30","25","786","0.9916","0.0516","0.2442","0.0076","0.1311"
"840","498","2025-09-07","24","181","0.993","0.0758","0.1768","0.0705","0.1256"
"841","90","2025-06-18","15","22","0.8035","0.2102","0.0369","0.1797","0.0719"
"842","418","2025-05-04","34","873","0.5668","0.207","0.2036","0.0966","0.0483"
"843","83","2025-07-24","33","1058","0.6805","0.0899","0.234","0.1291","0.0539"
"844","316","2025-08-16","23","1086","0.8948","0.1394","0.1458","0.0412","0.0108"
"845","577","2025-07-31","20","679","0.8598","0.3204","0.2646","0.0267","0.1584"
"846","372","2025-07-28","28","794","0.9769","0.0373","0.1467","0.1136","0.0246"
"847","512","2025-04-25","3","223","0.772","0.1021","0.0289","0.1643","0.0275"
"848","357","2025-04-15","23","57","0.9491","0.3914","0.1453","0.0477","0.0449"
"849","400","2025-08-14","6","841","0.4776","0.1369","0.0317","0.1072","0.171"
"850","545","2025-08-09","34","429","0.7335","0.0527","0.2132","0.1201","0.0354"
"851","558","2025-01-06","29","345","0.6319","0.4401","0.1025","0.1992","0.1403"
"852","454","2025-08-21","28","783","0.5705","0.4292","0.2396","0.0611","0.0501"
"853","107","2025-05-04","17","932","0.8489","0.3677","0.2258","0.121","0.0773"
"854","529","2025-10-26","26","88","0.8086","0.0341","0.1114","0.159","0.0977"
"855","532","2025-01-23","27","353","0.4764","0.4434","0.1412","0.145","0.0894"
"856","169","2025-11-09","38","884","0.606","0.2094","0.0795","0.0401","0.063"
"857","348","2025-03-12","6","279","0.8997","0.3556","0.0412","0.0978","0.1577"
"858","145","2025-09-20","18","801","0.8695","0.1526","0.1513","0.2109","0.1246"
"859","295","2025-01-30","25","472","0.799","0.0356","0.1497","0.2111","0.1507"
"860","539","2025-03-21","8","838","0.9835","0.23","0.0483","0.2034","0.1123"
"861","522","2025-05-05","33","457","0.5858","0.0328","0.0288","0.1999","0.0022"
"862","502","2025-09-19","9","203","0.6814","0.1903","0.0251","0.0293","0.0488"
"863","57","2025-06-04","28","860","0.7867","0.3735","0.2507","0.2185","0.0748"
"864","516","2025-11-18","38","875","0.9313","0.0727","0.1324","0.1185","0.0384"
"865","403","2025-02-21","39","62","0.4638","0.2571","0.0715","0.0552","0.172"
"866","493","2025-12-03","11","783","0.8559","0.4304","0.1721","0.1124","0.0098"
"867","481","2025-01-02","12","816","0.8623","0.0406","0.0868","0.1761","0.0392"
"868","569","2025-08-22","15","798","0.7979","0.4338","0.1352","0.1446","0.0381"
"869","425","2025-02-08","34","902","0.6545","0.0362","0.2345","0.1387","0.0776"
"870","377","2025-07-28","8","322","0.6807","0.1369","0.1103","0.0271","0.0667"
"871","295","2025-09-25","9","947","0.491","0.3523","0.2555","0.2036","0.1328"
"872","179","2025-09-12","20","196","0.6906","0.2953","0.0448","0.1891","0.1163"
"873","600","2025-11-19","27","128","0.9698","0.1452","0.1729","0.004","0.0568"
"874","226","2025-05-10","16","924","0.9896","0.2558","0.2375","0.0375","0.044"
"875","58","2025-08-23","2","995","0.9683","0.0414","0.2456","0.0738","0.046"
"876","393","2025-01-06","14","281","0.6581","0.0814","0.1536","0.1856","0.0682"
"877","523","2025-10-21","38","43","0.7691","0.4461","0.1815","0.1242","0.062"
"878","182","2025-09-26","4","200","0.4631","0.3154","0.0456","0.0332","0.1702"
"879","298","2025-10-26","5","636","0.6041","0.2512","0.1278","0.1001","0.0909"
"880","330","2025-04-02","39","900","0.8579","0.4493","0.1261","0.0074","0.1033"
"881","413","2025-12-29","20","1175","0.714","0.2298","0.0866","0.082","0.102"
"882","516","2025-04-14","4","418","0.8165","0.3866","0.2742","0.0286","0.0993"
"883","550","2025-12-02","30","653","0.579","0.267","0.0515","0.0041","0.1633"
"884","580","2025-05-24","2","405","0.7043","0.4059","0.1624","0.1291","0.1194"
"885","423","2025-08-29","21","29","0.5494","0.1165","0.2638","0.1747","0.1011"
"886","53","2025-03-23","28","1125","0.4561","0.1082","0.1935","0.2043","0.167"
"887","573","2025-01-22","34","523","0.4957","0.0751","0.2106","0.1036","0.0408"
"888","387","2025-03-31","17","365","0.4617","0.0765","0.1043","0.0245","0.0578"
"889","79","2025-03-10","14","600","0.474","0.2525","0.0847","0.0903","0.0493"
"890","147","2025-11-12","2","304","0.9923","0.2564","0.0476","0.0806","0.0517"
"891","23","2025-06-02","14","103","0.8164","0.4196","0.1816","0.1609","0.1458"
"892","401","2025-01-22","13","656","0.8173","0.3259","0.259","0.1191","0.0193"
"893","222","2025-08-19","37","350","0.7623","0.2844","0.0696","0.0589","0.1105"
"894","113","2025-05-07","21","128","0.6797","0.4168","0.2649","0.1379","0.1133"
"895","65","2025-09-15","7","460","0.8785","0.24","0.2499","0.1434","0.0126"
"896","446","2025-10-27","24","255","0.5838","0.0459","0.1999","0.0921","0.1054"
"897","243","2025-06-05","40","175","0.7514","0.4087","0.0117","0.0757","0.1335"
"898","292","2025-01-27","32","353","0.7246","0.1538","0.2341","0.0333","0.0045"
"899","301","2025-07-10","22","1069","0.7777","0.1442","0.0171","0.1858","0.038"
"900","243","2025-08-13","8","726","0.4575","0.2292","0.2256","0.0114","0.0639"
"901","513","2025-07-06","25","710","0.6086","0.3714","0.0414","0.1314","0.1568"
"902","473","2025-06-23","15","635","0.4939","0.1286","0.0308","0.0056","0.1566"
"903","41","2025-02-10","21","778","0.8124","0.2836","0.071","0.0576","0.0392"
"904","327","2025-01-06","23","679","0.6583","0.1638","0.1479","0.1546","0.1213"
"905","244","2025-10-08","37","700","0.6169","0.1789","0.2415","0.1235","0.0969"
"906","454","2025-11-14","22","318","0.9359","0.2334","0.0271","0.1594","0.0088"
"907","230","2025-12-13","33","595","0.5017","0.1161","0.1165","0.1644","0.0454"
"908","157","2025-04-02","33","547","0.8906","0.2809","0.246","0.1631","0.0014"
"909","360","2025-11-06","40","767","0.5291","0.3467","0.1232","0.1741","0.029"
"910","263","2025-07-30","37","1171","0.8232","0.1376","0.1878","0.2024","0.1505"
"911","374","2025-02-04","38","473","0.6277","0.0107","0.2019","0.2084","0.1328"
"912","499","2025-02-01","39","189","0.4618","0.1923","0.0546","0.0049","0.1344"
"913","620","2025-03-22","31","781","0.5369","0.421","0.2562","0.1813","0.1675"
"914","67","2025-12-28","24","559","0.9728","0.1237","0.0276","0.2041","0.1054"
"915","529","2025-01-21","28","472","0.9064","0.0281","0.2005","0.1229","0.1083"
"916","23","2025-06-07","5","877","0.8414","0.0858","0.0804","0.1388","0.0686"
"917","228","2025-09-03","26","760","0.6887","0.3223","0.0857","0.0249","0.1264"
"918","441","2025-12-15","35","337","0.7524","0.1271","0.0156","0.0027","0.1614"
"919","351","2025-09-30","31","78","0.9502","0.1869","0.1292","0.2149","0.1465"
"920","29","2025-11-20","35","862","0.9774","0.2656","0.1071","0.0228","0.1454"
"921","547","2025-08-05","29","58","0.7045","0.4005","0.0916","0.1451","0.0934"
"922","599","2025-11-17","26","550","0.6685","0.3928","0.1448","0.0088","0.0947"
"923","258","2025-10-14","39","794","0.4941","0.4252","0.14","0.0603","0.0565"
"924","528","2025-11-04","37","886","0.6618","0.4139","0.1773","0.0128","0.1569"
"925","571","2025-02-04","34","60","0.4701","0.2001","0.2375","0.1063","0.0389"
"926","255","2025-12-07","25","90","0.7976","0.2763","0.0883","0.0337","0.0234"
"927","38","2025-04-12","28","1144","0.9021","0.1489","0.2581","0.0725","0.0109"
"928","588","2025-01-25","8","949","0.9677","0.2106","0.267","0.1946","0.0243"
"929","33","2025-02-19","36","935","0.8477","0.2255","0.0251","0.0289","0.1647"
"930","484","2025-01-25","23","25","0.9813","0.3539","0.0425","0.1918","0.1475"
"931","606","2025-04-09","6","336","0.7245","0.1696","0.2093","0.172","0.1523"
"932","345","2025-10-19","21","212","0.8713","0.0439","0.1217","0.1977","0.0088"
"933","109","2025-09-16","34","369","0.8582","0.3378","0.2544","0.0515","0.1061"
"934","623","2025-05-22","17","370","0.6813","0.4084","0.0124","0.1552","0.0013"
"935","454","2025-05-08","23","25","0.6336","0.3676","0.1952","0.1692","0.1232"
"936","333","2025-06-12","24","486","0.768","0.1066","0.2115","0.1563","0.163"
"937","427","2025-02-15","33","610","0.6328","0.1721","0.1163","0.2063","0.1684"
"938","51","2025-09-07","29","805","0.9392","0.073","0.0821","0.2122","0.1598"
"939","398","2025-02-09","13","1029","0.757","0.0522","0.2338","0.0327","0.1603"
"940","267","2025-10-22","1","1195","0.4675","0.291","0.087","0.1174","0.0885"
"941","2","2025-11-22","35","218","0.9205","0.3082","0.2787","0.1912","0.0918"
"942","51","2025-04-26","23","90","0.9733","0.1025","0.1488","0.1126","0.143"
"943","351","2025-10-10","3","1085","0.5956","0.0265","0.0417","0.1836","0.0534"
"944","589","2025-03-15","15","28","0.9927","0.2161","0.0119","0.1079","0.0872"
"945","385","2025-02-20","30","723","0.5321","0.1543","0.0873","0.1113","0.1421"
"946","41","2025-09-07","11","109","0.5457","0.1316","0.1476","0.2199","0.0379"
"947","431","2025-12-01","3","291","0.7673","0.1102","0.1173","0.0328","0.0253"
"948","363","2025-10-16","8","806","0.6243","0.427","0.2098","0.1528","0.1257"
"949","504","2025-08-31","33","890","0.6411","0.21","0.1752","0.0462","0.1417"
"950","104","2025-08-18","34","589","0.8735","0.0261","0.0259","0.197","0.0153"
"951","274","2025-07-05","26","290","0.6212","0.0228","0.0475","0.1225","0.0866"
"952","112","2025-06-27","38","483","0.64","0.1234","0.1138","0.0649","0.1323"
"953","322","2025-04-21","31","329","0.8779","0.4458","0.2362","0.0415","0.0493"
"954","22","2025-05-10","39","1006","0.5884","0.4242","0.127","0.2189","0.105"
"955","7","2025-06-30","10","268","0.588","0.3655","0.0122","0.1943","0.0512"
"956","556","2025-01-11","14","1035","0.761","0.2909","0.0529","0.0241","0.0649"
"957","53","2025-11-30","20","34","0.4774","0.099","0.0246","0.0979","0.166"
"958","340","2025-12-03","6","560","0.919","0.1195","0.1223","0.1106","0.1532"
"959","361","2025-07-24","37","1108","0.7804","0.2873","0.2496","0.0064","0.0466"
"960","299","2025-10-13","37","671","0.5257","0.2673","0.0909","0.1967","0.1168"
"961","93","2025-01-08","36","667","0.5965","0.1789","0.064","0.2057","0.1548"
"962","616","2025-11-26","15","558","0.7169","0.2775","0.1209","0.1397","0.0481"
"963","352","2025-08-07","10","364","0.5705","0.1667","0.164","0.0366","0.1397"
"964","86","2025-11-15","39","345","0.6239","0.0416","0.1507","0.1547","0.07"
"965","581","2025-06-26","28","191","0.6362","0.2232","0.0596","0.2089","0.1622"
"966","143","2025-05-31","11","529","0.7933","0.2771","0.032","0.0624","0.0774"
"967","178","2025-02-03","25","49","0.9677","0.195","0.1201","0.0633","0.1063"
"968","606","2025-01-19","6","748","0.5665","0.3213","0.17","0.1068","0.0772"
"969","326","2025-11-06","29","260","0.8867","0.3491","0.2342","0.1886","0.1288"
"970","288","2025-04-23","31","1044","0.7565","0.1722","0.1753","0.1414","0.0541"
"971","233","2025-05-30","15","966","0.9318","0.1895","0.2031","0.1803","0.0516"
"972","64","2025-08-28","4","1083","0.7564","0.3561","0.0321","0.0896","0.1033"
"973","12","2025-05-20","18","20","0.7361","0.2882","0.2657","0.1711","0.1465"
"974","317","2025-09-16","29","1108","0.7357","0.161","0.2506","0.144","0.0742"
"975","114","2025-02-06","3","21","0.957","0.1898","0.0423","0.1077","0.1274"
"976","290","2025-04-30","15","1159","0.926","0.2221","0.275","0.198","0.0639"
"977","91","2025-04-07","40","517","0.7412","0.1476","0.0718","0.1401","0.0795"
"978","92","2025-01-14","3","280","0.9831","0.0408","0.2107","0.0261","0.0568"
"979","136","2025-05-01","30","422","0.5432","0.1111","0.1139","0.1877","0.1515"
"980","487","2025-09-06","2","547","0.4659","0.3744","0.075","0.1786","0.0711"
"981","291","2025-01-31","11","655","0.7063","0.1287","0.178","0.0594","0.1749"
"982","224","2025-09-23","30","87","0.4581","0.3635","0.001","0.0567","0.0439"
"983","334","2025-03-04","34","856","0.6903","0.1455","0.056","0.186","0.0072"
"984","575","2025-05-22","19","244","0.8379","0.2887","0.0506","0.2142","0.0232"
"985","443","2025-08-08","36","214","0.7716","0.0534","0.148","0.1328","0.0378"
"986","299","2025-02-14","3","798","0.7459","0.2095","0.0889","0.17","0.0135"
"987","398","2025-10-07","17","825","0.6697","0.2049","0.0526","0.1566","0.0126"
"988","360","2025-01-18","34","787","0.5894","0.3773","0.0085","0.0988","0.0484"
"989","232","2025-03-28","22","821","0.9156","0.1051","0.2372","0.0863","0.0675"
"990","454","2025-01-02","30","1065","0.9201","0.1616","0.0407","0.1603","0.1295"
"991","39","2025-06-14","6","735","0.4809","0.0255","0.0476","0.0979","0.0543"
"992","584","2025-02-25","16","368","0.9447","0.0449","0.0287","0.0374","0.0673"
"993","225","2025-06-15","12","636","0.5912","0.2204","0.272","0.0711","0.0604"
"994","497","2025-07-15","36","396","0.69","0.2239","0.1761","0.0288","0.0452"
"995","193","2025-09-15","26","327","0.4533","0.3566","0.1051","0.1341","0.0568"
"996","589","2025-07-10","17","352","0.9377","0.2959","0.0409","0.1795","0.156"
"997","125","2025-04-19","31","1174","0.6284","0.1719","0.1822","0.1645","0.1734"
"998","405","2025-07-02","20","888","0.6188","0.0609","0.1211","0.1231","0.0657"
"999","112","2025-04-23","15","372","0.9431","0.1891","0.0457","0.1657","0.1209"
"1000","417","2025-04-02","39","1161","0.6337","0.3278","0.0761","0.0328","0.0814"
