"eval_item_id","eval_run_id","program_id","scenario_id","task_category","difficulty_tier","input_modality","requires_tool_use","requires_grounding","policy_sensitivity"
"817","18852","240","scenario_817","classification","standard","text_table","1","0","restricted"
"818","17505","429","scenario_818","policy_handling","expert","text","1","0","sensitive"
"819","15303","472","scenario_819","planning","hard","text_json","1","1","sensitive"
"820","5293","6","scenario_820","policy_handling","easy","multistep_trace","0","0","restricted"
"821","15775","583","scenario_821","qa","easy","text_json","0","0","moderate"
"822","3747","29","scenario_822","policy_handling","easy","text_json","0","1","moderate"
"823","11282","268","scenario_823","planning","standard","text_json","1","1","low"
"824","7324","498","scenario_824","qa","easy","multistep_trace","1","1","low"
"825","14726","236","scenario_825","tool_use","expert","multistep_trace","1","1","restricted"
"826","19580","91","scenario_826","summarization","easy","text_json","1","1","sensitive"
"827","19081","409","scenario_827","tool_use","expert","multistep_trace","0","0","low"
"828","19584","168","scenario_828","policy_handling","standard","text","1","0","moderate"
"829","18128","583","scenario_829","classification","expert","text","0","1","sensitive"
"830","16824","168","scenario_830","planning","hard","text_json","0","1","sensitive"
"831","3563","376","scenario_831","planning","easy","text_json","0","1","sensitive"
"832","24372","283","scenario_832","policy_handling","easy","text_json","1","1","moderate"
"833","17008","239","scenario_833","planning","expert","text_json","0","0","restricted"
"834","3419","12","scenario_834","summarization","expert","text","1","0","low"
"835","20918","147","scenario_835","classification","easy","text_json","1","1","sensitive"
"836","8905","6","scenario_836","classification","standard","text_table","0","1","moderate"
"837","24044","349","scenario_837","qa","standard","multistep_trace","0","1","moderate"
"838","7055","511","scenario_838","policy_handling","hard","multistep_trace","1","1","restricted"
"839","8085","413","scenario_839","planning","easy","text_json","0","1","moderate"
"840","816","530","scenario_840","planning","standard","text","0","1","sensitive"
"841","12768","441","scenario_841","qa","expert","text","1","1","sensitive"
"842","12402","387","scenario_842","classification","standard","text_json","0","1","restricted"
"843","7041","271","scenario_843","qa","standard","text_table","1","0","moderate"
"844","12563","478","scenario_844","qa","hard","text_json","0","1","restricted"
"845","19153","369","scenario_845","classification","easy","text","0","0","low"
"846","15373","88","scenario_846","summarization","standard","multistep_trace","1","0","low"
"847","3435","421","scenario_847","classification","expert","text","1","1","low"
"848","10313","367","scenario_848","tool_use","expert","text","0","1","sensitive"
"849","1626","43","scenario_849","tool_use","easy","text","1","1","restricted"
"850","9550","176","scenario_850","policy_handling","hard","text","1","0","sensitive"
"851","17664","25","scenario_851","summarization","expert","text_json","0","1","sensitive"
"852","5629","359","scenario_852","summarization","standard","text_json","1","0","moderate"
"853","10776","329","scenario_853","tool_use","expert","text","1","1","moderate"
"854","8783","452","scenario_854","summarization","expert","text_table","0","1","low"
"855","16905","19","scenario_855","classification","expert","text_json","0","0","low"
"856","61","341","scenario_856","policy_handling","hard","text_json","1","1","restricted"
"857","3502","475","scenario_857","planning","hard","multistep_trace","0","0","sensitive"
"858","19434","527","scenario_858","policy_handling","easy","text_table","1","1","moderate"
"859","15819","256","scenario_859","qa","hard","text","1","1","sensitive"
"860","22476","40","scenario_860","qa","easy","multistep_trace","0","1","low"
"861","21079","75","scenario_861","summarization","easy","multistep_trace","0","1","moderate"
"862","13451","463","scenario_862","tool_use","standard","text_table","1","0","low"
"863","7175","205","scenario_863","tool_use","easy","text_json","0","0","sensitive"
"864","81","383","scenario_864","summarization","hard","text","0","0","restricted"
"865","15108","114","scenario_865","summarization","hard","text","0","0","restricted"
"866","4579","185","scenario_866","tool_use","standard","text","1","1","low"
"867","21","368","scenario_867","tool_use","expert","multistep_trace","1","0","moderate"
"868","20162","79","scenario_868","tool_use","hard","text_json","1","1","sensitive"
"869","20101","618","scenario_869","summarization","expert","multistep_trace","1","1","moderate"
"870","6158","285","scenario_870","policy_handling","standard","text","0","1","restricted"
"871","14119","85","scenario_871","summarization","easy","text","1","0","sensitive"
"872","657","309","scenario_872","classification","expert","text_table","1","1","moderate"
"873","11523","169","scenario_873","tool_use","standard","text_table","0","1","sensitive"
"874","20488","375","scenario_874","policy_handling","expert","text_table","1","1","moderate"
"875","7920","618","scenario_875","tool_use","easy","text_json","0","1","moderate"
"876","7034","286","scenario_876","qa","expert","text","0","1","low"
"877","4332","292","scenario_877","qa","expert","text_json","0","1","sensitive"
"878","15202","133","scenario_878","planning","expert","text","0","1","low"
"879","21696","346","scenario_879","tool_use","standard","text_table","1","1","moderate"
"880","24580","178","scenario_880","planning","easy","text_json","1","0","restricted"
"881","4902","586","scenario_881","qa","hard","text_json","1","1","restricted"
"882","23552","256","scenario_882","tool_use","expert","multistep_trace","1","1","low"
"883","19234","471","scenario_883","policy_handling","standard","text_table","1","1","moderate"
"884","13595","92","scenario_884","summarization","hard","multistep_trace","0","1","low"
"885","12583","505","scenario_885","summarization","standard","text_table","0","1","restricted"
"886","10002","336","scenario_886","policy_handling","expert","text_table","0","1","low"
"887","6624","587","scenario_887","summarization","expert","text_table","0","1","sensitive"
"888","4152","552","scenario_888","policy_handling","easy","text_table","0","0","restricted"
"889","12863","327","scenario_889","qa","expert","multistep_trace","1","1","low"
"890","1851","140","scenario_890","classification","standard","text_table","1","1","restricted"
"891","9828","8","scenario_891","tool_use","hard","text","1","1","restricted"
"892","10065","602","scenario_892","classification","expert","text_json","1","0","restricted"
"893","23954","81","scenario_893","policy_handling","expert","text","0","1","restricted"
"894","23347","378","scenario_894","classification","easy","text","0","1","low"
"895","18025","197","scenario_895","summarization","hard","multistep_trace","0","1","sensitive"
"896","124","446","scenario_896","qa","standard","text_json","1","1","moderate"
"897","19632","252","scenario_897","classification","easy","text","0","0","low"
"898","2303","104","scenario_898","planning","hard","text_table","1","1","moderate"
"899","9162","374","scenario_899","planning","easy","text","1","0","restricted"
"900","7037","226","scenario_900","planning","standard","multistep_trace","1","1","moderate"
"901","5752","606","scenario_901","planning","easy","multistep_trace","1","1","moderate"
"902","22286","591","scenario_902","policy_handling","easy","text_json","0","1","restricted"
"903","20087","370","scenario_903","qa","standard","multistep_trace","1","1","restricted"
"904","22403","508","scenario_904","policy_handling","easy","text","0","0","low"
"905","13712","321","scenario_905","tool_use","hard","text_table","1","1","moderate"
"906","12400","617","scenario_906","qa","hard","multistep_trace","1","1","low"
"907","6314","62","scenario_907","qa","expert","text","0","1","low"
"908","16641","509","scenario_908","tool_use","easy","text_table","0","0","moderate"
"909","1742","605","scenario_909","policy_handling","easy","text_table","0","1","moderate"
"910","16734","393","scenario_910","classification","standard","text","0","1","low"
"911","18541","31","scenario_911","summarization","hard","text","0","1","low"
"912","21064","518","scenario_912","planning","hard","text_json","1","1","low"
"913","7627","133","scenario_913","classification","standard","text_json","0","1","sensitive"
"914","7682","251","scenario_914","summarization","hard","multistep_trace","1","1","moderate"
"915","15657","306","scenario_915","planning","expert","text_table","1","1","low"
"916","21242","222","scenario_916","planning","easy","multistep_trace","1","1","restricted"
"917","14096","330","scenario_917","summarization","standard","text_table","0","0","sensitive"
"918","17272","496","scenario_918","classification","easy","text_table","1","1","restricted"
"919","24377","405","scenario_919","planning","hard","text_table","1","1","restricted"
"920","3392","443","scenario_920","planning","expert","text","1","1","moderate"
"921","22696","568","scenario_921","summarization","hard","multistep_trace","0","0","restricted"
"922","867","110","scenario_922","qa","easy","text_json","0","1","restricted"
"923","9628","625","scenario_923","classification","expert","text_table","0","0","low"
"924","4485","131","scenario_924","summarization","easy","text_json","0","0","moderate"
"925","18098","367","scenario_925","summarization","hard","text_json","1","0","low"
"926","23759","342","scenario_926","policy_handling","hard","text_table","1","1","sensitive"
"927","13941","17","scenario_927","policy_handling","hard","text_table","1","0","moderate"
"928","19447","301","scenario_928","planning","easy","text_table","0","1","moderate"
"929","15812","282","scenario_929","qa","expert","text_json","0","0","low"
"930","22443","519","scenario_930","tool_use","hard","text","0","0","restricted"
"931","20496","289","scenario_931","tool_use","standard","multistep_trace","0","1","restricted"
"932","24","356","scenario_932","planning","easy","text","0","1","sensitive"
"933","7808","333","scenario_933","planning","easy","text_json","1","1","restricted"
"934","14812","166","scenario_934","summarization","easy","text","1","1","restricted"
"935","16717","250","scenario_935","qa","standard","multistep_trace","1","1","sensitive"
"936","16806","515","scenario_936","policy_handling","easy","text_table","1","1","moderate"
"937","195","316","scenario_937","summarization","expert","text","0","1","moderate"
"938","16706","486","scenario_938","qa","expert","multistep_trace","0","1","low"
"939","2857","85","scenario_939","summarization","expert","text_table","0","0","moderate"
"940","22831","397","scenario_940","qa","expert","multistep_trace","0","1","sensitive"
"941","19142","141","scenario_941","policy_handling","standard","text","0","0","moderate"
"942","22064","3","scenario_942","classification","standard","multistep_trace","1","1","low"
"943","10169","254","scenario_943","tool_use","easy","text_json","1","0","sensitive"
"944","14023","433","scenario_944","planning","hard","text_json","0","0","sensitive"
"945","13278","411","scenario_945","policy_handling","expert","text_table","0","0","sensitive"
"946","24469","565","scenario_946","classification","standard","text_table","1","1","sensitive"
"947","13723","221","scenario_947","tool_use","hard","multistep_trace","0","0","low"
"948","512","501","scenario_948","tool_use","expert","text_json","0","1","sensitive"
"949","11737","501","scenario_949","qa","easy","text","0","1","moderate"
"950","17024","97","scenario_950","classification","standard","text_table","1","1","low"
"951","9777","541","scenario_951","qa","hard","text_json","0","0","moderate"
"952","21039","568","scenario_952","tool_use","standard","text_json","1","0","sensitive"
"953","7174","9","scenario_953","classification","hard","text_table","1","0","sensitive"
"954","12867","125","scenario_954","qa","standard","text_json","1","0","moderate"
"955","24401","235","scenario_955","planning","hard","multistep_trace","1","1","moderate"
"956","12657","305","scenario_956","qa","hard","text_json","0","1","moderate"
"957","14882","257","scenario_957","tool_use","hard","text","0","0","restricted"
"958","9168","470","scenario_958","classification","expert","multistep_trace","1","0","moderate"
"959","21435","198","scenario_959","summarization","hard","text","1","0","restricted"
"960","21620","204","scenario_960","classification","hard","multistep_trace","1","1","restricted"
"961","19877","292","scenario_961","summarization","hard","text_table","0","1","sensitive"
"962","1337","102","scenario_962","planning","expert","text","1","0","restricted"
"963","13207","367","scenario_963","tool_use","hard","text_json","0","0","low"
"964","3200","412","scenario_964","policy_handling","expert","text_table","1","0","low"
"965","1249","518","scenario_965","policy_handling","standard","multistep_trace","0","1","moderate"
"966","11953","1","scenario_966","tool_use","expert","multistep_trace","1","0","low"
"967","8440","372","scenario_967","tool_use","easy","text","1","1","low"
"968","24419","224","scenario_968","summarization","hard","text","1","1","moderate"
"969","13661","217","scenario_969","classification","standard","multistep_trace","0","1","sensitive"
"970","10638","132","scenario_970","tool_use","standard","text_json","0","1","restricted"
"971","23968","221","scenario_971","policy_handling","easy","multistep_trace","0","1","restricted"
"972","21492","250","scenario_972","qa","expert","text_json","1","1","low"
"973","15624","208","scenario_973","tool_use","standard","multistep_trace","0","1","moderate"
"974","5462","155","scenario_974","summarization","standard","text","0","1","restricted"
"975","12762","397","scenario_975","planning","hard","text_json","0","1","moderate"
"976","19081","409","scenario_976","planning","hard","text","0","1","low"
"977","18395","7","scenario_977","planning","hard","multistep_trace","0","1","restricted"
"978","5131","14","scenario_978","tool_use","expert","text_table","0","1","restricted"
"979","13912","274","scenario_979","classification","expert","text_table","1","1","low"
"980","2085","580","scenario_980","policy_handling","easy","text_table","1","0","restricted"
"981","8165","358","scenario_981","tool_use","standard","text_table","1","0","restricted"
"982","15608","539","scenario_982","qa","easy","multistep_trace","0","0","low"
"983","9501","319","scenario_983","planning","standard","text_table","0","0","low"
"984","7073","456","scenario_984","summarization","expert","text","1","1","moderate"
"985","23442","606","scenario_985","summarization","expert","text_table","1","1","restricted"
"986","14012","359","scenario_986","planning","hard","text","1","1","low"
"987","20000","294","scenario_987","policy_handling","hard","text_json","1","1","sensitive"
"988","19009","158","scenario_988","policy_handling","standard","text_table","0","0","sensitive"
"989","9124","564","scenario_989","classification","hard","multistep_trace","0","0","restricted"
"990","1586","65","scenario_990","policy_handling","expert","text","0","1","low"
"991","3862","471","scenario_991","planning","easy","text_json","1","1","sensitive"
"992","12020","36","scenario_992","tool_use","hard","text_json","0","1","sensitive"
"993","17146","198","scenario_993","planning","hard","text_json","1","0","restricted"
"994","19628","79","scenario_994","policy_handling","hard","multistep_trace","0","1","moderate"
"995","11883","285","scenario_995","policy_handling","expert","text_table","0","1","restricted"
"996","23835","403","scenario_996","planning","easy","text_json","0","0","low"
"997","17046","299","scenario_997","planning","expert","text_table","1","0","moderate"
"998","16252","369","scenario_998","policy_handling","easy","text_table","0","0","moderate"
"999","14231","11","scenario_999","tool_use","standard","text","1","1","restricted"
"1000","2099","195","scenario_1000","qa","expert","multistep_trace","1","1","restricted"
"1001","16989","423","scenario_1001","qa","standard","multistep_trace","1","0","low"
"1002","15690","45","scenario_1002","policy_handling","expert","text","0","1","restricted"
"1003","753","558","scenario_1003","tool_use","hard","text_table","1","1","moderate"
"1004","10976","608","scenario_1004","tool_use","expert","text","0","1","restricted"
"1005","18670","476","scenario_1005","summarization","expert","text_table","0","0","sensitive"
"1006","19238","127","scenario_1006","policy_handling","hard","multistep_trace","1","1","low"
"1007","9987","275","scenario_1007","planning","expert","multistep_trace","0","0","low"
"1008","12118","157","scenario_1008","planning","expert","text_table","1","0","low"
"1009","4800","606","scenario_1009","planning","easy","text_table","0","1","low"
"1010","7031","112","scenario_1010","summarization","standard","text_table","1","1","sensitive"
"1011","2226","322","scenario_1011","qa","easy","text_table","0","1","moderate"
"1012","7352","523","scenario_1012","tool_use","hard","text","1","0","sensitive"
"1013","13820","463","scenario_1013","planning","standard","text_json","0","1","low"
"1014","16927","343","scenario_1014","summarization","easy","multistep_trace","1","1","restricted"
"1015","10882","133","scenario_1015","policy_handling","easy","text","1","0","moderate"
"1016","9205","328","scenario_1016","classification","easy","multistep_trace","0","1","moderate"
"1017","16445","156","scenario_1017","classification","easy","text_json","0","0","sensitive"
"1018","13491","143","scenario_1018","classification","standard","text_table","1","0","sensitive"
"1019","11916","261","scenario_1019","summarization","easy","multistep_trace","1","1","low"
"1020","12032","193","scenario_1020","policy_handling","easy","multistep_trace","0","0","restricted"
"1021","12958","213","scenario_1021","qa","expert","text","0","1","sensitive"
"1022","5844","275","scenario_1022","tool_use","standard","text","0","1","sensitive"
"1023","23838","294","scenario_1023","tool_use","standard","text","0","1","low"
"1024","6740","571","scenario_1024","summarization","easy","text","0","1","restricted"
"1025","3853","505","scenario_1025","policy_handling","hard","text_json","0","0","restricted"
"1026","17960","463","scenario_1026","tool_use","hard","text_json","0","0","restricted"
"1027","9593","456","scenario_1027","summarization","standard","multistep_trace","0","1","restricted"
"1028","4266","308","scenario_1028","qa","hard","text","1","1","restricted"
"1029","17629","135","scenario_1029","planning","standard","text_table","0","1","low"
"1030","21233","127","scenario_1030","policy_handling","easy","multistep_trace","0","0","sensitive"
"1031","7014","441","scenario_1031","planning","expert","text_table","1","1","sensitive"
"1032","5176","614","scenario_1032","summarization","hard","text_json","0","1","moderate"
"1033","21236","134","scenario_1033","summarization","easy","multistep_trace","0","0","low"
"1034","2235","214","scenario_1034","policy_handling","easy","text","0","1","low"
"1035","21255","369","scenario_1035","tool_use","easy","text_json","1","1","restricted"
"1036","19002","72","scenario_1036","planning","easy","text_table","0","0","sensitive"
"1037","22480","297","scenario_1037","planning","standard","text","1","1","sensitive"
"1038","970","186","scenario_1038","classification","hard","text_json","0","0","restricted"
"1039","9496","137","scenario_1039","planning","expert","text_json","1","0","low"
"1040","24685","325","scenario_1040","summarization","standard","text_table","0","0","moderate"
"1041","19735","179","scenario_1041","policy_handling","hard","text_json","0","1","moderate"
"1042","23955","182","scenario_1042","summarization","standard","multistep_trace","0","1","moderate"
"1043","5005","453","scenario_1043","policy_handling","standard","multistep_trace","0","1","restricted"
"1044","1046","140","scenario_1044","tool_use","expert","multistep_trace","0","1","restricted"
"1045","20539","454","scenario_1045","policy_handling","expert","text_table","0","1","moderate"
"1046","4160","478","scenario_1046","qa","hard","text_json","0","1","low"
"1047","18995","78","scenario_1047","classification","expert","multistep_trace","1","1","moderate"
"1048","17987","565","scenario_1048","classification","easy","multistep_trace","0","1","low"
"1049","3723","39","scenario_1049","summarization","easy","text","0","1","moderate"
"1050","9905","321","scenario_1050","policy_handling","hard","text_json","1","0","moderate"
"1051","2122","365","scenario_1051","qa","hard","multistep_trace","0","1","low"
"1052","17035","295","scenario_1052","classification","standard","text_table","0","0","restricted"
"1053","1753","591","scenario_1053","classification","easy","multistep_trace","1","0","sensitive"
"1054","7908","213","scenario_1054","planning","standard","multistep_trace","1","0","low"
"1055","10551","573","scenario_1055","classification","standard","multistep_trace","0","1","sensitive"
"1056","18218","271","scenario_1056","qa","easy","multistep_trace","1","1","low"
"1057","16950","114","scenario_1057","qa","standard","multistep_trace","0","0","sensitive"
"1058","20950","575","scenario_1058","summarization","expert","text_json","0","0","restricted"
"1059","20999","156","scenario_1059","planning","standard","text_json","0","0","restricted"
"1060","18147","153","scenario_1060","summarization","expert","text","0","1","moderate"
"1061","19437","176","scenario_1061","tool_use","hard","multistep_trace","0","1","low"
"1062","8241","578","scenario_1062","planning","hard","text_table","0","1","low"
"1063","21586","220","scenario_1063","tool_use","standard","text_table","1","1","moderate"
"1064","5842","89","scenario_1064","policy_handling","hard","text","1","1","low"
"1065","3260","450","scenario_1065","qa","expert","text_table","1","1","moderate"
"1066","10576","294","scenario_1066","planning","expert","text","1","1","sensitive"
"1067","5380","589","scenario_1067","planning","standard","text_json","0","0","moderate"
"1068","21461","588","scenario_1068","planning","hard","text_json","1","1","low"
"1069","20178","140","scenario_1069","classification","easy","text_table","1","1","moderate"
"1070","3017","80","scenario_1070","policy_handling","hard","multistep_trace","0","0","sensitive"
"1071","23289","268","scenario_1071","classification","expert","text","0","0","low"
"1072","9398","162","scenario_1072","planning","easy","text_json","0","1","sensitive"
"1073","7221","325","scenario_1073","summarization","hard","multistep_trace","1","0","moderate"
"1074","11602","329","scenario_1074","classification","hard","text","0","1","restricted"
"1075","17422","222","scenario_1075","tool_use","standard","text","1","0","low"
"1076","20390","52","scenario_1076","policy_handling","hard","text_table","1","1","moderate"
"1077","19366","393","scenario_1077","tool_use","expert","text_json","1","1","low"
"1078","13340","347","scenario_1078","classification","easy","text_table","1","1","low"
"1079","1603","101","scenario_1079","planning","standard","text_json","0","1","restricted"
"1080","17498","246","scenario_1080","classification","hard","text_json","0","0","moderate"
"1081","11569","624","scenario_1081","qa","hard","text","1","1","low"
"1082","23577","463","scenario_1082","planning","standard","text_table","1","0","moderate"
"1083","2538","545","scenario_1083","summarization","standard","text_table","1","0","low"
"1084","3925","37","scenario_1084","policy_handling","expert","text_table","0","1","restricted"
"1085","21964","115","scenario_1085","qa","hard","text","0","1","low"
"1086","1805","217","scenario_1086","policy_handling","standard","text_json","1","1","moderate"
"1087","2489","64","scenario_1087","classification","easy","multistep_trace","1","1","restricted"
"1088","11939","401","scenario_1088","policy_handling","standard","text_table","1","0","sensitive"
"1089","24093","3","scenario_1089","summarization","easy","text_table","1","1","moderate"
"1090","20930","170","scenario_1090","classification","standard","text_json","1","0","moderate"
"1091","23092","580","scenario_1091","classification","expert","text_table","1","0","sensitive"
"1092","18376","241","scenario_1092","tool_use","hard","multistep_trace","0","1","sensitive"
"1093","12302","169","scenario_1093","classification","expert","text","1","1","restricted"
"1094","8793","182","scenario_1094","summarization","hard","text_json","1","1","low"
"1095","21315","18","scenario_1095","tool_use","easy","text_json","1","0","low"
"1096","19250","539","scenario_1096","qa","expert","text_table","0","1","sensitive"
"1097","3951","375","scenario_1097","planning","standard","text_table","1","1","low"
"1098","997","409","scenario_1098","planning","standard","text","1","1","low"
"1099","8811","79","scenario_1099","summarization","expert","multistep_trace","1","1","low"
"1100","24689","192","scenario_1100","tool_use","expert","text","1","0","sensitive"
"1101","8193","49","scenario_1101","tool_use","expert","text_json","0","1","sensitive"
"1102","15270","141","scenario_1102","policy_handling","standard","text","1","0","restricted"
"1103","18909","345","scenario_1103","policy_handling","standard","text_table","1","0","moderate"
"1104","2260","525","scenario_1104","policy_handling","hard","text_json","0","1","low"
"1105","17668","264","scenario_1105","summarization","hard","text","0","1","sensitive"
"1106","3824","323","scenario_1106","summarization","expert","text","0","1","moderate"
"1107","9300","31","scenario_1107","tool_use","standard","multistep_trace","0","1","restricted"
"1108","4051","159","scenario_1108","planning","easy","text_table","1","1","restricted"
"1109","24152","427","scenario_1109","qa","easy","multistep_trace","1","0","restricted"
"1110","904","480","scenario_1110","summarization","standard","multistep_trace","0","1","sensitive"
"1111","5","115","scenario_1111","qa","standard","text_table","0","1","low"
"1112","13019","120","scenario_1112","classification","hard","multistep_trace","1","1","low"
"1113","16134","563","scenario_1113","policy_handling","hard","text","0","1","restricted"
"1114","9075","399","scenario_1114","summarization","easy","text_table","0","0","low"
"1115","2630","230","scenario_1115","qa","standard","text","0","1","restricted"
"1116","4953","348","scenario_1116","policy_handling","expert","multistep_trace","1","1","moderate"
"1117","13608","54","scenario_1117","classification","expert","multistep_trace","1","1","sensitive"
"1118","15058","19","scenario_1118","policy_handling","standard","text_json","1","0","restricted"
"1119","19150","7","scenario_1119","classification","easy","text_table","0","1","restricted"
"1120","9405","29","scenario_1120","tool_use","easy","text","1","1","sensitive"
"1121","23161","601","scenario_1121","policy_handling","hard","text_table","1","0","low"
"1122","14902","544","scenario_1122","tool_use","standard","text_json","1","0","sensitive"
"1123","17021","515","scenario_1123","summarization","standard","text_json","0","1","moderate"
"1124","19863","123","scenario_1124","summarization","standard","multistep_trace","0","1","low"
"1125","11396","8","scenario_1125","policy_handling","expert","text","0","1","moderate"
"1126","21417","338","scenario_1126","qa","hard","text","0","0","moderate"
"1127","22168","484","scenario_1127","planning","easy","text","0","0","low"
"1128","11095","476","scenario_1128","tool_use","hard","multistep_trace","1","1","sensitive"
"1129","11177","400","scenario_1129","tool_use","standard","text","0","1","low"
"1130","251","205","scenario_1130","planning","easy","multistep_trace","1","0","restricted"
"1131","17131","526","scenario_1131","tool_use","expert","text_table","1","0","low"
"1132","21527","208","scenario_1132","policy_handling","standard","multistep_trace","0","0","sensitive"
"1133","24772","54","scenario_1133","classification","expert","text_json","0","0","sensitive"
"1134","15186","405","scenario_1134","summarization","easy","multistep_trace","0","1","low"
"1135","1291","285","scenario_1135","classification","hard","text_table","0","1","restricted"
"1136","19946","620","scenario_1136","qa","expert","text_table","0","1","moderate"
"1137","16396","609","scenario_1137","planning","hard","multistep_trace","1","1","low"
"1138","5744","173","scenario_1138","qa","standard","text_json","1","1","moderate"
"1139","21747","280","scenario_1139","policy_handling","standard","text","1","1","restricted"
"1140","9157","297","scenario_1140","planning","easy","text_json","1","0","low"
"1141","15469","438","scenario_1141","policy_handling","expert","text","1","1","restricted"
"1142","9305","591","scenario_1142","policy_handling","easy","multistep_trace","1","0","moderate"
"1143","6024","166","scenario_1143","qa","expert","text_json","0","0","sensitive"
"1144","13015","67","scenario_1144","qa","hard","multistep_trace","0","1","sensitive"
"1145","11582","105","scenario_1145","qa","easy","text_json","1","1","low"
"1146","13205","408","scenario_1146","planning","expert","text","0","1","low"
"1147","5120","520","scenario_1147","qa","expert","text","1","1","restricted"
"1148","11629","201","scenario_1148","tool_use","standard","multistep_trace","0","1","restricted"
"1149","23814","80","scenario_1149","classification","hard","text","1","1","moderate"
"1150","24539","138","scenario_1150","classification","hard","text","1","1","sensitive"
"1151","22480","297","scenario_1151","classification","standard","text","0","0","moderate"
"1152","20457","615","scenario_1152","qa","standard","text_table","0","0","low"
"1153","18502","496","scenario_1153","qa","expert","text_json","0","0","low"
"1154","1128","474","scenario_1154","tool_use","easy","text_table","1","0","low"
"1155","2369","400","scenario_1155","qa","standard","multistep_trace","1","0","restricted"
"1156","2247","342","scenario_1156","classification","standard","text","1","1","restricted"
"1157","7900","222","scenario_1157","policy_handling","standard","text","0","1","restricted"
"1158","18461","341","scenario_1158","planning","hard","multistep_trace","1","0","moderate"
"1159","19793","230","scenario_1159","classification","standard","text_json","1","1","low"
"1160","9702","551","scenario_1160","classification","expert","text_table","1","1","restricted"
"1161","12848","484","scenario_1161","policy_handling","expert","text","1","0","restricted"
"1162","12620","531","scenario_1162","classification","expert","multistep_trace","0","1","restricted"
"1163","24740","217","scenario_1163","policy_handling","hard","text","0","0","low"
"1164","4737","351","scenario_1164","summarization","standard","multistep_trace","1","0","restricted"
"1165","20601","353","scenario_1165","planning","hard","multistep_trace","0","1","moderate"
"1166","24461","425","scenario_1166","classification","standard","multistep_trace","1","1","restricted"
"1167","6048","160","scenario_1167","qa","standard","multistep_trace","0","1","moderate"
"1168","6584","25","scenario_1168","policy_handling","easy","text","1","1","low"
"1169","13813","211","scenario_1169","classification","hard","multistep_trace","0","0","low"
"1170","15129","451","scenario_1170","summarization","easy","text_json","1","0","low"
"1171","18429","313","scenario_1171","qa","standard","text_json","1","1","sensitive"
"1172","12046","225","scenario_1172","policy_handling","standard","multistep_trace","0","0","moderate"
"1173","17603","528","scenario_1173","classification","easy","text_table","1","1","restricted"
"1174","17133","375","scenario_1174","classification","hard","text","1","1","low"
"1175","15656","551","scenario_1175","classification","hard","multistep_trace","1","0","restricted"
"1176","24550","555","scenario_1176","classification","standard","text_json","0","1","sensitive"
"1177","18265","254","scenario_1177","classification","standard","multistep_trace","1","0","restricted"
"1178","3328","419","scenario_1178","qa","easy","text_table","0","0","sensitive"
"1179","11814","346","scenario_1179","qa","hard","text_table","0","1","sensitive"
"1180","9277","266","scenario_1180","policy_handling","easy","text_table","1","1","low"
"1181","17432","334","scenario_1181","tool_use","hard","multistep_trace","1","0","moderate"
"1182","11050","496","scenario_1182","qa","expert","multistep_trace","1","1","moderate"
"1183","18461","341","scenario_1183","policy_handling","hard","multistep_trace","1","1","low"
"1184","17716","392","scenario_1184","planning","hard","multistep_trace","1","1","restricted"
"1185","22071","57","scenario_1185","qa","hard","multistep_trace","0","1","moderate"
"1186","4070","279","scenario_1186","qa","standard","text","0","1","moderate"
"1187","14001","221","scenario_1187","classification","expert","multistep_trace","1","1","low"
"1188","21789","488","scenario_1188","tool_use","easy","multistep_trace","0","1","sensitive"
"1189","8530","255","scenario_1189","summarization","hard","multistep_trace","1","1","sensitive"
"1190","4251","417","scenario_1190","classification","standard","multistep_trace","1","0","low"
"1191","202","192","scenario_1191","classification","standard","multistep_trace","0","1","low"
"1192","2203","274","scenario_1192","classification","standard","text","0","1","restricted"
"1193","19927","54","scenario_1193","policy_handling","easy","text_table","1","0","restricted"
"1194","877","521","scenario_1194","summarization","hard","text_json","1","1","restricted"
"1195","10743","245","scenario_1195","tool_use","hard","text_json","1","0","restricted"
"1196","14535","14","scenario_1196","classification","expert","text_table","0","1","restricted"
"1197","22986","352","scenario_1197","summarization","easy","text","1","1","restricted"
"1198","15466","409","scenario_1198","planning","hard","text_table","0","0","restricted"
"1199","12861","613","scenario_1199","policy_handling","hard","text","0","0","sensitive"
"1200","21870","310","scenario_1200","policy_handling","standard","text_json","1","1","low"
"1201","8229","517","scenario_1201","qa","expert","multistep_trace","1","0","moderate"
"1202","24374","20","scenario_1202","summarization","easy","text_table","0","1","low"
"1203","1725","143","scenario_1203","tool_use","hard","text_json","0","1","moderate"
"1204","22197","574","scenario_1204","summarization","hard","text_json","1","1","moderate"
"1205","19239","529","scenario_1205","qa","hard","text_json","1","0","sensitive"
"1206","14491","380","scenario_1206","policy_handling","standard","multistep_trace","1","0","low"
"1207","24968","98","scenario_1207","policy_handling","easy","text","1","0","restricted"
"1208","15468","431","scenario_1208","tool_use","easy","text_table","0","1","restricted"
"1209","15429","183","scenario_1209","policy_handling","standard","multistep_trace","1","1","low"
"1210","15076","374","scenario_1210","planning","expert","text","0","1","low"
"1211","8469","320","scenario_1211","tool_use","standard","text_json","1","0","restricted"
"1212","11622","108","scenario_1212","summarization","easy","text_table","0","0","sensitive"
"1213","8391","26","scenario_1213","summarization","easy","multistep_trace","0","1","moderate"
