judge_result_id,eval_item_id,eval_run_id,judge_type,overall_score,correctness_score,grounding_score,safety_score,routing_score,judge_label,error_type
JDG00482,EVI00482,EVR0061,multi_dimension_llm_judge_v1,0.966,0.984,1,0.911,0.934,PASS,
JDG00483,EVI00483,EVR0061,multi_dimension_llm_judge_v1,0.944,0.938,0.969,0.929,0.94,PASS,
JDG00484,EVI00484,EVR0061,multi_dimension_llm_judge_v1,0.912,0.902,0.896,0.924,0.953,PASS,
JDG00485,EVI00485,EVR0061,multi_dimension_llm_judge_v1,0.984,0.991,1,0.953,0.981,PASS,
JDG00486,EVI00486,EVR0061,multi_dimension_llm_judge_v1,0.956,0.984,1,0.926,0.852,PASS,
JDG00487,EVI00487,EVR0061,multi_dimension_llm_judge_v1,0.842,0.712,0.923,0.937,0.926,PASS,
JDG00488,EVI00488,EVR0061,multi_dimension_llm_judge_v1,0.906,0.846,0.929,0.949,0.972,PASS,
JDG00489,EVI00489,EVR0062,multi_dimension_llm_judge_v1,0.952,0.98,0.909,0.978,0.913,PASS,
JDG00490,EVI00490,EVR0062,multi_dimension_llm_judge_v1,0.881,0.815,0.88,0.969,0.944,PASS,
JDG00491,EVI00491,EVR0062,multi_dimension_llm_judge_v1,0.834,0.699,0.917,0.981,0.859,PASS,
JDG00492,EVI00492,EVR0062,multi_dimension_llm_judge_v1,0.926,1,0.831,0.981,0.814,PASS,
JDG00493,EVI00493,EVR0062,multi_dimension_llm_judge_v1,0.877,0.779,1,0.907,0.895,PASS,
JDG00494,EVI00494,EVR0062,multi_dimension_llm_judge_v1,0.972,0.974,1,0.956,0.941,PASS,
JDG00495,EVI00495,EVR0062,multi_dimension_llm_judge_v1,0.9,0.895,0.883,0.882,0.964,PASS,
JDG00496,EVI00496,EVR0062,multi_dimension_llm_judge_v1,0.854,0.774,0.973,0.85,0.871,PASS,
JDG00497,EVI00497,EVR0063,multi_dimension_llm_judge_v1,0.903,0.846,0.926,0.984,0.909,PASS,
JDG00498,EVI00498,EVR0063,multi_dimension_llm_judge_v1,0.911,0.892,0.969,0.901,0.879,PASS,
JDG00499,EVI00499,EVR0063,multi_dimension_llm_judge_v1,0.895,0.799,0.903,1,1,PASS,
JDG00500,EVI00500,EVR0063,multi_dimension_llm_judge_v1,0.882,0.788,0.953,0.903,0.99,PASS,
JDG00501,EVI00501,EVR0063,multi_dimension_llm_judge_v1,0.892,0.835,0.923,0.969,0.892,PASS,
JDG00502,EVI00502,EVR0063,multi_dimension_llm_judge_v1,0.955,1,1,0.776,1,REVIEW,safety_policy
JDG00503,EVI00503,EVR0063,multi_dimension_llm_judge_v1,0.894,0.797,0.95,0.936,1,PASS,
JDG00504,EVI00504,EVR0063,multi_dimension_llm_judge_v1,0.842,0.68,1,0.945,0.876,PASS,
JDG00505,EVI00505,EVR0064,multi_dimension_llm_judge_v1,0.849,0.731,0.928,0.982,0.852,PASS,
JDG00506,EVI00506,EVR0064,multi_dimension_llm_judge_v1,0.967,1,0.948,0.904,0.991,PASS,
JDG00507,EVI00507,EVR0064,multi_dimension_llm_judge_v1,0.884,0.858,0.908,0.951,0.824,PASS,
JDG00508,EVI00508,EVR0064,multi_dimension_llm_judge_v1,0.862,0.765,0.888,0.934,0.981,PASS,
JDG00509,EVI00509,EVR0064,multi_dimension_llm_judge_v1,0.898,0.855,0.992,0.884,0.878,PASS,
JDG00510,EVI00510,EVR0064,multi_dimension_llm_judge_v1,0.867,0.752,0.979,0.898,0.948,PASS,
JDG00511,EVI00511,EVR0064,multi_dimension_llm_judge_v1,0.872,0.751,1,0.952,0.877,PASS,
JDG00512,EVI00512,EVR0064,multi_dimension_llm_judge_v1,0.854,0.787,0.83,1,0.877,PASS,
JDG00513,EVI00513,EVR0065,multi_dimension_llm_judge_v1,0.918,0.915,0.934,0.903,0.914,PASS,
JDG00514,EVI00514,EVR0065,multi_dimension_llm_judge_v1,0.878,0.821,0.915,0.861,0.987,PASS,
JDG00515,EVI00515,EVR0065,multi_dimension_llm_judge_v1,0.823,0.705,0.818,0.974,0.947,PASS,
JDG00516,EVI00516,EVR0065,multi_dimension_llm_judge_v1,0.879,0.78,0.988,0.939,0.885,PASS,
JDG00517,EVI00517,EVR0065,multi_dimension_llm_judge_v1,0.832,0.643,0.946,0.968,0.969,PASS,
JDG00518,EVI00518,EVR0065,multi_dimension_llm_judge_v1,0.843,0.699,0.949,0.923,0.943,PASS,
JDG00519,EVI00519,EVR0065,multi_dimension_llm_judge_v1,0.936,0.932,0.913,1,0.902,PASS,
JDG00520,EVI00520,EVR0065,multi_dimension_llm_judge_v1,0.916,0.925,0.924,0.901,0.894,PASS,
JDG00521,EVI00521,EVR0066,multi_dimension_llm_judge_v1,0.922,0.845,1,0.952,0.96,PASS,
JDG00522,EVI00522,EVR0066,multi_dimension_llm_judge_v1,0.794,0.563,0.949,0.958,0.932,REVIEW,correctness
JDG00523,EVI00523,EVR0066,multi_dimension_llm_judge_v1,0.868,0.771,0.924,1,0.858,PASS,
JDG00524,EVI00524,EVR0066,multi_dimension_llm_judge_v1,0.86,0.702,1,0.944,0.932,PASS,
JDG00525,EVI00525,EVR0066,multi_dimension_llm_judge_v1,0.878,0.904,0.78,0.934,0.896,PASS,
JDG00526,EVI00526,EVR0066,multi_dimension_llm_judge_v1,0.785,0.633,0.863,0.888,0.918,REVIEW,correctness
JDG00527,EVI00527,EVR0066,multi_dimension_llm_judge_v1,0.91,0.907,0.894,0.925,0.924,PASS,
JDG00528,EVI00528,EVR0066,multi_dimension_llm_judge_v1,0.917,0.972,0.895,0.862,0.88,PASS,
JDG00529,EVI00529,EVR0067,multi_dimension_llm_judge_v1,0.915,0.824,1,1,0.903,PASS,
JDG00530,EVI00530,EVR0067,multi_dimension_llm_judge_v1,0.892,0.81,0.894,1,0.962,PASS,
JDG00531,EVI00531,EVR0067,multi_dimension_llm_judge_v1,0.95,0.988,0.864,0.972,0.965,PASS,
JDG00532,EVI00532,EVR0067,multi_dimension_llm_judge_v1,0.896,0.8,0.988,0.934,0.951,PASS,
JDG00533,EVI00533,EVR0067,multi_dimension_llm_judge_v1,0.915,0.828,1,1,0.893,PASS,
JDG00534,EVI00534,EVR0067,multi_dimension_llm_judge_v1,0.905,0.82,0.999,0.969,0.893,PASS,
JDG00535,EVI00535,EVR0067,multi_dimension_llm_judge_v1,0.899,0.861,0.909,0.887,1,PASS,
JDG00536,EVI00536,EVR0067,multi_dimension_llm_judge_v1,0.929,1,0.885,0.924,0.817,PASS,
JDG00537,EVI00537,EVR0068,multi_dimension_llm_judge_v1,0.904,0.869,0.94,0.953,0.869,PASS,
JDG00538,EVI00538,EVR0068,multi_dimension_llm_judge_v1,0.869,0.767,0.969,0.903,0.93,PASS,
JDG00539,EVI00539,EVR0068,multi_dimension_llm_judge_v1,0.969,0.977,0.979,0.989,0.903,PASS,
JDG00540,EVI00540,EVR0068,multi_dimension_llm_judge_v1,0.844,0.741,0.916,0.956,0.85,PASS,
JDG00541,EVI00541,EVR0068,multi_dimension_llm_judge_v1,0.886,0.866,0.898,0.91,0.891,PASS,
JDG00542,EVI00542,EVR0068,multi_dimension_llm_judge_v1,0.941,0.974,0.894,0.905,0.979,PASS,
JDG00543,EVI00543,EVR0068,multi_dimension_llm_judge_v1,0.931,0.966,0.836,0.973,0.939,PASS,
JDG00544,EVI00544,EVR0068,multi_dimension_llm_judge_v1,0.905,0.878,0.961,0.912,0.874,PASS,
JDG00545,EVI00545,EVR0069,multi_dimension_llm_judge_v1,0.943,0.925,1,0.878,0.985,PASS,
JDG00546,EVI00546,EVR0069,multi_dimension_llm_judge_v1,0.955,0.989,0.882,0.944,1,PASS,
JDG00547,EVI00547,EVR0069,multi_dimension_llm_judge_v1,0.952,0.961,0.907,0.955,1,PASS,
JDG00548,EVI00548,EVR0069,multi_dimension_llm_judge_v1,0.947,0.949,0.952,0.895,1,PASS,
JDG00549,EVI00549,EVR0069,multi_dimension_llm_judge_v1,0.809,0.633,0.943,0.952,0.866,PASS,
JDG00550,EVI00550,EVR0069,multi_dimension_llm_judge_v1,0.936,0.956,0.914,0.962,0.884,PASS,
JDG00551,EVI00551,EVR0069,multi_dimension_llm_judge_v1,0.948,0.957,0.917,0.95,0.972,PASS,
JDG00552,EVI00552,EVR0069,multi_dimension_llm_judge_v1,0.861,0.752,0.928,0.893,1,PASS,
JDG00553,EVI00553,EVR0070,multi_dimension_llm_judge_v1,0.899,0.797,1,0.951,0.936,PASS,
JDG00554,EVI00554,EVR0070,multi_dimension_llm_judge_v1,0.908,0.882,0.882,0.922,1,PASS,
JDG00555,EVI00555,EVR0070,multi_dimension_llm_judge_v1,0.922,0.938,0.902,0.859,0.997,PASS,
JDG00556,EVI00556,EVR0070,multi_dimension_llm_judge_v1,0.892,0.826,0.956,0.902,0.945,PASS,
JDG00557,EVI00557,EVR0070,multi_dimension_llm_judge_v1,0.846,0.766,0.874,0.949,0.878,PASS,
JDG00558,EVI00558,EVR0070,multi_dimension_llm_judge_v1,0.845,0.708,0.989,0.871,0.937,PASS,
JDG00559,EVI00559,EVR0070,multi_dimension_llm_judge_v1,0.911,0.837,0.972,0.97,0.928,PASS,
JDG00560,EVI00560,EVR0070,multi_dimension_llm_judge_v1,0.838,0.656,1,0.955,0.898,PASS,
JDG00561,EVI00561,EVR0071,multi_dimension_llm_judge_v1,0.972,0.96,0.993,0.965,0.979,PASS,
JDG00562,EVI00562,EVR0071,multi_dimension_llm_judge_v1,0.934,0.921,1,0.973,0.805,PASS,
JDG00563,EVI00563,EVR0071,multi_dimension_llm_judge_v1,0.954,0.98,1,0.878,0.908,PASS,
JDG00564,EVI00564,EVR0071,multi_dimension_llm_judge_v1,0.882,0.759,0.987,0.985,0.895,PASS,
JDG00565,EVI00565,EVR0071,multi_dimension_llm_judge_v1,0.994,1,0.982,0.994,1,PASS,
JDG00566,EVI00566,EVR0071,multi_dimension_llm_judge_v1,0.915,0.864,0.991,0.947,0.884,PASS,
JDG00567,EVI00567,EVR0071,multi_dimension_llm_judge_v1,0.911,0.883,0.962,0.924,0.882,PASS,
JDG00568,EVI00568,EVR0071,multi_dimension_llm_judge_v1,0.868,0.869,0.901,0.816,0.879,PASS,
JDG00569,EVI00569,EVR0072,multi_dimension_llm_judge_v1,0.928,0.881,0.959,0.943,0.978,PASS,
JDG00570,EVI00570,EVR0072,multi_dimension_llm_judge_v1,0.995,0.987,1,0.999,1,PASS,
JDG00571,EVI00571,EVR0072,multi_dimension_llm_judge_v1,0.973,1,0.954,0.951,0.963,PASS,
JDG00572,EVI00572,EVR0072,multi_dimension_llm_judge_v1,0.91,0.777,0.996,1,1,PASS,
JDG00573,EVI00573,EVR0072,multi_dimension_llm_judge_v1,0.944,0.933,0.961,0.97,0.912,PASS,
JDG00574,EVI00574,EVR0072,multi_dimension_llm_judge_v1,0.861,0.684,1,0.974,0.952,PASS,
JDG00575,EVI00575,EVR0072,multi_dimension_llm_judge_v1,0.866,0.765,0.993,0.905,0.87,PASS,
JDG00576,EVI00576,EVR0072,multi_dimension_llm_judge_v1,0.951,0.989,0.939,0.909,0.926,PASS,
JDG00577,EVI00577,EVR0073,multi_dimension_llm_judge_v1,0.876,0.724,1,0.966,0.953,PASS,
JDG00578,EVI00578,EVR0073,multi_dimension_llm_judge_v1,0.976,0.962,1,1,0.944,PASS,
JDG00579,EVI00579,EVR0073,multi_dimension_llm_judge_v1,0.962,1,0.859,1,0.978,PASS,
JDG00580,EVI00580,EVR0073,multi_dimension_llm_judge_v1,0.931,0.973,0.84,0.985,0.898,PASS,
JDG00581,EVI00581,EVR0073,multi_dimension_llm_judge_v1,0.898,0.847,0.889,0.935,1,PASS,
JDG00582,EVI00582,EVR0073,multi_dimension_llm_judge_v1,0.842,0.801,0.908,0.887,0.782,PASS,
JDG00583,EVI00583,EVR0073,multi_dimension_llm_judge_v1,0.858,0.758,0.96,0.925,0.868,PASS,
JDG00584,EVI00584,EVR0073,multi_dimension_llm_judge_v1,0.95,1,0.904,0.971,0.867,PASS,
JDG00585,EVI00585,EVR0074,multi_dimension_llm_judge_v1,0.87,0.769,0.927,0.947,0.941,PASS,
JDG00586,EVI00586,EVR0074,multi_dimension_llm_judge_v1,0.934,0.919,1,0.958,0.832,PASS,
JDG00587,EVI00587,EVR0074,multi_dimension_llm_judge_v1,0.887,0.869,0.807,0.94,1,PASS,
JDG00588,EVI00588,EVR0074,multi_dimension_llm_judge_v1,0.929,0.969,0.969,0.907,0.785,PASS,
JDG00589,EVI00589,EVR0074,multi_dimension_llm_judge_v1,0.974,1,0.978,0.942,0.94,PASS,
JDG00590,EVI00590,EVR0074,multi_dimension_llm_judge_v1,0.829,0.753,0.867,0.854,0.938,PASS,
JDG00591,EVI00591,EVR0074,multi_dimension_llm_judge_v1,0.886,0.779,0.975,0.925,0.97,PASS,
JDG00592,EVI00592,EVR0074,multi_dimension_llm_judge_v1,0.913,0.839,0.954,1,0.929,PASS,
JDG00593,EVI00593,EVR0075,multi_dimension_llm_judge_v1,0.95,1,0.986,0.853,0.888,PASS,
JDG00594,EVI00594,EVR0075,multi_dimension_llm_judge_v1,0.871,0.785,0.899,0.982,0.908,PASS,
JDG00595,EVI00595,EVR0075,multi_dimension_llm_judge_v1,0.951,0.904,1,1,0.933,PASS,
JDG00596,EVI00596,EVR0075,multi_dimension_llm_judge_v1,0.866,0.8,0.902,0.929,0.899,PASS,
JDG00597,EVI00597,EVR0075,multi_dimension_llm_judge_v1,0.964,0.957,1,0.905,1,PASS,
JDG00598,EVI00598,EVR0075,multi_dimension_llm_judge_v1,0.983,1,0.956,0.97,1,PASS,
JDG00599,EVI00599,EVR0075,multi_dimension_llm_judge_v1,0.882,0.894,0.898,0.908,0.79,PASS,
JDG00600,EVI00600,EVR0075,multi_dimension_llm_judge_v1,0.821,0.712,0.802,0.934,0.989,PASS,
JDG00601,EVI00601,EVR0076,multi_dimension_llm_judge_v1,0.846,0.702,0.952,0.996,0.85,PASS,
JDG00602,EVI00602,EVR0076,multi_dimension_llm_judge_v1,0.891,0.806,0.935,0.998,0.902,PASS,
JDG00603,EVI00603,EVR0076,multi_dimension_llm_judge_v1,0.912,0.835,0.991,0.984,0.888,PASS,
JDG00604,EVI00604,EVR0076,multi_dimension_llm_judge_v1,0.88,0.777,0.987,0.933,0.905,PASS,
JDG00605,EVI00605,EVR0076,multi_dimension_llm_judge_v1,0.826,0.689,0.882,0.924,0.964,PASS,
JDG00606,EVI00606,EVR0076,multi_dimension_llm_judge_v1,0.891,0.863,0.859,0.959,0.928,PASS,
JDG00607,EVI00607,EVR0076,multi_dimension_llm_judge_v1,0.853,0.75,1,0.846,0.893,PASS,
JDG00608,EVI00608,EVR0076,multi_dimension_llm_judge_v1,0.885,0.894,0.839,0.933,0.872,PASS,
JDG00609,EVI00609,EVR0077,multi_dimension_llm_judge_v1,0.989,1,1,0.97,0.966,PASS,
JDG00610,EVI00610,EVR0077,multi_dimension_llm_judge_v1,0.861,0.738,0.928,0.985,0.912,PASS,
JDG00611,EVI00611,EVR0077,multi_dimension_llm_judge_v1,0.887,0.856,0.909,0.868,0.956,PASS,
JDG00612,EVI00612,EVR0077,multi_dimension_llm_judge_v1,0.927,0.911,0.954,0.936,0.91,PASS,
JDG00613,EVI00613,EVR0077,multi_dimension_llm_judge_v1,0.816,0.711,0.903,0.942,0.781,PASS,
JDG00614,EVI00614,EVR0077,multi_dimension_llm_judge_v1,0.907,0.851,0.937,0.944,0.958,PASS,
JDG00615,EVI00615,EVR0077,multi_dimension_llm_judge_v1,0.946,0.991,0.934,0.987,0.793,PASS,
JDG00616,EVI00616,EVR0077,multi_dimension_llm_judge_v1,0.96,0.976,0.971,0.965,0.891,PASS,
JDG00617,EVI00617,EVR0078,multi_dimension_llm_judge_v1,0.954,0.976,0.951,0.934,0.929,PASS,
JDG00618,EVI00618,EVR0078,multi_dimension_llm_judge_v1,0.877,0.803,0.882,0.96,0.956,PASS,
JDG00619,EVI00619,EVR0078,multi_dimension_llm_judge_v1,0.894,0.884,0.85,0.958,0.911,PASS,
JDG00620,EVI00620,EVR0078,multi_dimension_llm_judge_v1,0.784,0.649,0.842,0.921,0.863,REVIEW,correctness
JDG00621,EVI00621,EVR0078,multi_dimension_llm_judge_v1,0.872,0.804,0.91,0.976,0.849,PASS,
JDG00622,EVI00622,EVR0078,multi_dimension_llm_judge_v1,0.909,0.798,1,0.958,0.989,PASS,
JDG00623,EVI00623,EVR0078,multi_dimension_llm_judge_v1,0.929,0.879,1,0.884,1,PASS,
JDG00624,EVI00624,EVR0078,multi_dimension_llm_judge_v1,0.976,0.974,1,0.977,0.941,PASS,
JDG00625,EVI00625,EVR0079,multi_dimension_llm_judge_v1,0.902,0.864,0.939,0.867,0.987,PASS,
JDG00626,EVI00626,EVR0079,multi_dimension_llm_judge_v1,0.88,0.813,0.927,0.907,0.947,PASS,
JDG00627,EVI00627,EVR0079,multi_dimension_llm_judge_v1,0.954,1,0.872,0.959,0.959,PASS,
JDG00628,EVI00628,EVR0079,multi_dimension_llm_judge_v1,0.919,0.89,0.971,0.916,0.917,PASS,
JDG00629,EVI00629,EVR0079,multi_dimension_llm_judge_v1,0.838,0.788,0.795,0.904,0.954,PASS,
JDG00630,EVI00630,EVR0079,multi_dimension_llm_judge_v1,0.953,1,0.941,0.967,0.831,PASS,
JDG00631,EVI00631,EVR0079,multi_dimension_llm_judge_v1,0.927,0.923,0.945,0.895,0.953,PASS,
JDG00632,EVI00632,EVR0079,multi_dimension_llm_judge_v1,0.911,0.869,0.988,0.856,0.969,PASS,
JDG00633,EVI00633,EVR0080,multi_dimension_llm_judge_v1,0.969,0.99,0.972,0.984,0.887,PASS,
JDG00634,EVI00634,EVR0080,multi_dimension_llm_judge_v1,0.921,0.841,1,0.923,1,PASS,
JDG00635,EVI00635,EVR0080,multi_dimension_llm_judge_v1,0.918,0.916,0.896,0.885,1,PASS,
JDG00636,EVI00636,EVR0080,multi_dimension_llm_judge_v1,0.888,0.792,1,0.918,0.916,PASS,
JDG00637,EVI00637,EVR0080,multi_dimension_llm_judge_v1,0.967,0.953,0.957,0.982,1,PASS,
JDG00638,EVI00638,EVR0080,multi_dimension_llm_judge_v1,0.902,0.833,0.947,0.908,1,PASS,
JDG00639,EVI00639,EVR0080,multi_dimension_llm_judge_v1,0.923,0.991,0.848,0.913,0.882,PASS,
JDG00640,EVI00640,EVR0080,multi_dimension_llm_judge_v1,0.868,0.804,0.894,0.919,0.927,PASS,
JDG00641,EVI00641,EVR0081,multi_dimension_llm_judge_v1,0.825,0.707,0.833,0.959,0.946,PASS,
JDG00642,EVI00642,EVR0081,multi_dimension_llm_judge_v1,0.898,0.905,0.866,0.922,0.899,PASS,
JDG00643,EVI00643,EVR0081,multi_dimension_llm_judge_v1,0.96,0.932,1,0.99,0.93,PASS,
JDG00644,EVI00644,EVR0081,multi_dimension_llm_judge_v1,0.973,1,0.958,0.918,1,PASS,
JDG00645,EVI00645,EVR0081,multi_dimension_llm_judge_v1,0.964,0.972,0.979,0.972,0.91,PASS,
JDG00646,EVI00646,EVR0081,multi_dimension_llm_judge_v1,0.884,0.828,0.935,0.95,0.857,PASS,
JDG00647,EVI00647,EVR0081,multi_dimension_llm_judge_v1,0.919,0.929,0.969,0.841,0.915,PASS,
JDG00648,EVI00648,EVR0081,multi_dimension_llm_judge_v1,0.916,1,0.812,0.935,0.843,PASS,
JDG00649,EVI00649,EVR0082,multi_dimension_llm_judge_v1,0.896,0.882,0.907,0.946,0.847,PASS,
JDG00650,EVI00650,EVR0082,multi_dimension_llm_judge_v1,0.905,0.938,0.836,0.881,0.965,PASS,
JDG00651,EVI00651,EVR0082,multi_dimension_llm_judge_v1,0.872,0.765,0.95,0.911,0.973,PASS,
JDG00652,EVI00652,EVR0082,multi_dimension_llm_judge_v1,0.957,0.999,0.894,0.969,0.934,PASS,
JDG00653,EVI00653,EVR0082,multi_dimension_llm_judge_v1,0.895,0.884,0.906,0.906,0.895,PASS,
JDG00654,EVI00654,EVR0082,multi_dimension_llm_judge_v1,0.92,0.936,0.926,0.9,0.896,PASS,
JDG00655,EVI00655,EVR0082,multi_dimension_llm_judge_v1,0.957,0.966,0.898,0.982,1,PASS,
JDG00656,EVI00656,EVR0082,multi_dimension_llm_judge_v1,0.858,0.734,0.875,0.978,1,PASS,
JDG00657,EVI00657,EVR0083,multi_dimension_llm_judge_v1,0.995,1,1,1,0.966,PASS,
JDG00658,EVI00658,EVR0083,multi_dimension_llm_judge_v1,0.847,0.764,0.937,0.872,0.88,PASS,
JDG00659,EVI00659,EVR0083,multi_dimension_llm_judge_v1,0.918,0.888,0.968,0.918,0.916,PASS,
JDG00660,EVI00660,EVR0083,multi_dimension_llm_judge_v1,0.933,0.946,0.933,0.89,0.958,PASS,
JDG00661,EVI00661,EVR0083,multi_dimension_llm_judge_v1,0.826,0.666,0.999,0.916,0.843,PASS,
JDG00662,EVI00662,EVR0083,multi_dimension_llm_judge_v1,0.911,0.804,1,0.988,0.942,PASS,
JDG00663,EVI00663,EVR0083,multi_dimension_llm_judge_v1,0.918,0.942,0.924,0.943,0.808,PASS,
JDG00664,EVI00664,EVR0083,multi_dimension_llm_judge_v1,0.897,0.797,1,0.99,0.871,PASS,
JDG00665,EVI00665,EVR0084,multi_dimension_llm_judge_v1,0.928,0.99,0.885,0.928,0.833,PASS,
JDG00666,EVI00666,EVR0084,multi_dimension_llm_judge_v1,0.88,0.808,0.939,0.956,0.874,PASS,
JDG00667,EVI00667,EVR0084,multi_dimension_llm_judge_v1,0.906,0.954,0.836,0.888,0.919,PASS,
JDG00668,EVI00668,EVR0084,multi_dimension_llm_judge_v1,0.871,0.843,0.885,0.905,0.881,PASS,
JDG00669,EVI00669,EVR0084,multi_dimension_llm_judge_v1,0.892,0.858,0.899,0.936,0.912,PASS,
JDG00670,EVI00670,EVR0084,multi_dimension_llm_judge_v1,0.946,0.957,0.953,0.916,0.94,PASS,
JDG00671,EVI00671,EVR0084,multi_dimension_llm_judge_v1,0.933,0.893,1,0.986,0.856,PASS,
JDG00672,EVI00672,EVR0084,multi_dimension_llm_judge_v1,0.922,0.914,1,0.863,0.892,PASS,
JDG00673,EVI00673,EVR0085,multi_dimension_llm_judge_v1,0.939,0.981,0.928,0.864,0.947,PASS,
JDG00674,EVI00674,EVR0085,multi_dimension_llm_judge_v1,0.893,0.808,0.969,0.913,0.967,PASS,
JDG00675,EVI00675,EVR0085,multi_dimension_llm_judge_v1,0.871,0.782,1,0.862,0.902,PASS,
JDG00676,EVI00676,EVR0085,multi_dimension_llm_judge_v1,0.883,0.72,1,0.975,1,PASS,
JDG00677,EVI00677,EVR0085,multi_dimension_llm_judge_v1,0.964,0.974,0.949,0.948,0.986,PASS,
JDG00678,EVI00678,EVR0085,multi_dimension_llm_judge_v1,0.934,0.955,0.945,0.97,0.814,PASS,
JDG00679,EVI00679,EVR0085,multi_dimension_llm_judge_v1,0.869,0.769,1,0.899,0.879,PASS,
JDG00680,EVI00680,EVR0085,multi_dimension_llm_judge_v1,0.838,0.696,1,0.867,0.906,PASS,
JDG00681,EVI00681,EVR0086,multi_dimension_llm_judge_v1,0.951,0.914,1,1,0.905,PASS,
JDG00682,EVI00682,EVR0086,multi_dimension_llm_judge_v1,0.896,0.887,0.811,0.97,0.96,PASS,
JDG00683,EVI00683,EVR0086,multi_dimension_llm_judge_v1,0.858,0.792,0.818,0.951,0.975,PASS,
JDG00684,EVI00684,EVR0086,multi_dimension_llm_judge_v1,0.912,0.9,0.93,0.902,0.927,PASS,
JDG00685,EVI00685,EVR0086,multi_dimension_llm_judge_v1,0.87,0.757,0.927,0.941,0.986,PASS,
JDG00686,EVI00686,EVR0086,multi_dimension_llm_judge_v1,0.935,0.898,1,0.947,0.908,PASS,
JDG00687,EVI00687,EVR0086,multi_dimension_llm_judge_v1,0.921,0.924,1,0.857,0.866,PASS,
JDG00688,EVI00688,EVR0086,multi_dimension_llm_judge_v1,0.823,0.762,0.885,0.906,0.773,PASS,
JDG00689,EVI00689,EVR0087,multi_dimension_llm_judge_v1,0.917,0.883,0.939,0.908,0.986,PASS,
JDG00690,EVI00690,EVR0087,multi_dimension_llm_judge_v1,0.975,0.99,0.936,0.977,0.996,PASS,
JDG00691,EVI00691,EVR0087,multi_dimension_llm_judge_v1,0.893,0.844,0.953,0.917,0.894,PASS,
JDG00692,EVI00692,EVR0087,multi_dimension_llm_judge_v1,0.884,0.73,1,0.964,0.992,PASS,
JDG00693,EVI00693,EVR0087,multi_dimension_llm_judge_v1,0.915,0.822,0.967,0.973,1,PASS,
JDG00694,EVI00694,EVR0087,multi_dimension_llm_judge_v1,0.901,0.878,0.966,0.872,0.893,PASS,
JDG00695,EVI00695,EVR0087,multi_dimension_llm_judge_v1,0.927,0.96,0.988,0.885,0.792,PASS,
JDG00696,EVI00696,EVR0087,multi_dimension_llm_judge_v1,0.913,0.859,1,0.897,0.935,PASS,
JDG00697,EVI00697,EVR0088,multi_dimension_llm_judge_v1,0.891,0.833,0.943,0.979,0.843,PASS,
JDG00698,EVI00698,EVR0088,multi_dimension_llm_judge_v1,0.92,0.944,0.85,0.95,0.934,PASS,
JDG00699,EVI00699,EVR0088,multi_dimension_llm_judge_v1,0.868,0.82,0.906,0.91,0.876,PASS,
JDG00700,EVI00700,EVR0088,multi_dimension_llm_judge_v1,0.926,0.835,1,0.981,0.971,PASS,
JDG00701,EVI00701,EVR0088,multi_dimension_llm_judge_v1,0.878,0.76,0.895,1,1,PASS,
JDG00702,EVI00702,EVR0088,multi_dimension_llm_judge_v1,0.872,0.766,0.929,0.994,0.9,PASS,
JDG00703,EVI00703,EVR0088,multi_dimension_llm_judge_v1,0.929,0.882,1,0.958,0.896,PASS,
JDG00704,EVI00704,EVR0088,multi_dimension_llm_judge_v1,0.841,0.673,0.984,0.901,0.975,PASS,
JDG00705,EVI00705,EVR0089,multi_dimension_llm_judge_v1,0.922,1,0.806,0.911,0.918,PASS,
JDG00706,EVI00706,EVR0089,multi_dimension_llm_judge_v1,0.964,1,0.999,0.843,0.971,PASS,
JDG00707,EVI00707,EVR0089,multi_dimension_llm_judge_v1,0.894,0.792,1,1,0.848,PASS,
JDG00708,EVI00708,EVR0089,multi_dimension_llm_judge_v1,0.935,0.976,0.908,0.927,0.884,PASS,
JDG00709,EVI00709,EVR0089,multi_dimension_llm_judge_v1,0.873,0.831,0.928,0.894,0.866,PASS,
JDG00710,EVI00710,EVR0089,multi_dimension_llm_judge_v1,0.919,0.882,0.993,0.933,0.873,PASS,
JDG00711,EVI00711,EVR0089,multi_dimension_llm_judge_v1,0.931,0.94,1,0.865,0.882,PASS,
JDG00712,EVI00712,EVR0089,multi_dimension_llm_judge_v1,0.874,0.773,0.962,0.89,0.971,PASS,
JDG00713,EVI00713,EVR0090,multi_dimension_llm_judge_v1,0.865,0.765,0.9,0.927,0.993,PASS,
JDG00714,EVI00714,EVR0090,multi_dimension_llm_judge_v1,0.896,0.861,0.967,0.93,0.826,PASS,
JDG00715,EVI00715,EVR0090,multi_dimension_llm_judge_v1,0.895,0.781,1,1,0.881,PASS,
JDG00716,EVI00716,EVR0090,multi_dimension_llm_judge_v1,0.891,0.761,0.957,1,0.985,PASS,
JDG00717,EVI00717,EVR0090,multi_dimension_llm_judge_v1,0.907,0.887,0.889,0.943,0.94,PASS,
JDG00718,EVI00718,EVR0090,multi_dimension_llm_judge_v1,0.881,0.804,1,0.878,0.891,PASS,
JDG00719,EVI00719,EVR0090,multi_dimension_llm_judge_v1,0.982,1,1,0.943,0.959,PASS,
JDG00720,EVI00720,EVR0090,multi_dimension_llm_judge_v1,0.904,0.817,1,0.942,0.928,PASS,
