eval_item_id,eval_run_id,program_id,scenario_id,task_category,difficulty_tier,input_modality,requires_tool_use,requires_grounding,policy_sensitivity,input_text,expected_workflow_definition_id
EVI00377,EVR0048,EVP005,WFD005-SCN-01,Task Reassignment,Easy,text+csv,true,false,High,Reassign task after checking workload.,WFD005
EVI00378,EVR0048,EVP005,WFD005-SCN-02,Task Reassignment,Hard,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00379,EVR0048,EVP005,WFD005-SCN-03,Task Reassignment,Easy,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00380,EVR0048,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text+docx,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00381,EVR0048,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00382,EVR0048,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text+docx,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00383,EVR0048,EVP005,WFD005-SCN-07,Task Reassignment,Hard,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00384,EVR0048,EVP005,WFD005-SCN-08,Task Reassignment,Medium,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00385,EVR0049,EVP005,WFD005-SCN-01,Task Reassignment,Hard,text+csv,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00386,EVR0049,EVP005,WFD005-SCN-02,Task Reassignment,Easy,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00387,EVR0049,EVP005,WFD005-SCN-03,Task Reassignment,Medium,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00388,EVR0049,EVP005,WFD005-SCN-04,Task Reassignment,Hard,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00389,EVR0049,EVP005,WFD005-SCN-05,Task Reassignment,Hard,text+csv,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00390,EVR0049,EVP005,WFD005-SCN-06,Task Reassignment,Medium,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00391,EVR0049,EVP005,WFD005-SCN-07,Task Reassignment,Medium,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00392,EVR0049,EVP005,WFD005-SCN-08,Task Reassignment,Hard,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00393,EVR0050,EVP005,WFD005-SCN-01,Task Reassignment,Easy,text+docx,true,false,High,Reassign task after checking workload.,WFD005
EVI00394,EVR0050,EVP005,WFD005-SCN-02,Task Reassignment,Easy,text+pdf,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00395,EVR0050,EVP005,WFD005-SCN-03,Task Reassignment,Hard,text+pdf,true,false,High,Reassign task after checking workload.,WFD005
EVI00396,EVR0050,EVP005,WFD005-SCN-04,Task Reassignment,Medium,text,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00397,EVR0050,EVP005,WFD005-SCN-05,Task Reassignment,Medium,text+pdf,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00398,EVR0050,EVP005,WFD005-SCN-06,Task Reassignment,Easy,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00399,EVR0050,EVP005,WFD005-SCN-07,Task Reassignment,Medium,text+docx,true,false,High,Move a deployment task to an available team member.,WFD005
EVI00400,EVR0050,EVP005,WFD005-SCN-08,Task Reassignment,Easy,text,true,false,High,Reassign an overdue Atlas task from Alaa to another engineer.,WFD005
EVI00401,EVR0051,EVP006,WFD006-SCN-01,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00402,EVR0051,EVP006,WFD006-SCN-02,Sales Performance Analysis,Easy,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00403,EVR0051,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00404,EVR0051,EVP006,WFD006-SCN-04,Sales Performance Analysis,Adversarial,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00405,EVR0051,EVP006,WFD006-SCN-05,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00406,EVR0051,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00407,EVR0051,EVP006,WFD006-SCN-07,Sales Performance Analysis,Easy,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00408,EVR0051,EVP006,WFD006-SCN-08,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00409,EVR0052,EVP006,WFD006-SCN-01,Sales Performance Analysis,Easy,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00410,EVR0052,EVP006,WFD006-SCN-02,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00411,EVR0052,EVP006,WFD006-SCN-03,Sales Performance Analysis,Hard,text+docx,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00412,EVR0052,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00413,EVR0052,EVP006,WFD006-SCN-05,Sales Performance Analysis,Easy,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00414,EVR0052,EVP006,WFD006-SCN-06,Sales Performance Analysis,Easy,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00415,EVR0052,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00416,EVR0052,EVP006,WFD006-SCN-08,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00417,EVR0053,EVP006,WFD006-SCN-01,Sales Performance Analysis,Adversarial,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00418,EVR0053,EVP006,WFD006-SCN-02,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00419,EVR0053,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00420,EVR0053,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00421,EVR0053,EVP006,WFD006-SCN-05,Sales Performance Analysis,Easy,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00422,EVR0053,EVP006,WFD006-SCN-06,Sales Performance Analysis,Hard,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00423,EVR0053,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00424,EVR0053,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00425,EVR0054,EVP006,WFD006-SCN-01,Sales Performance Analysis,Easy,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00426,EVR0054,EVP006,WFD006-SCN-02,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00427,EVR0054,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00428,EVR0054,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00429,EVR0054,EVP006,WFD006-SCN-05,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00430,EVR0054,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00431,EVR0054,EVP006,WFD006-SCN-07,Sales Performance Analysis,Hard,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00432,EVR0054,EVP006,WFD006-SCN-08,Sales Performance Analysis,Easy,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00433,EVR0055,EVP006,WFD006-SCN-01,Sales Performance Analysis,Medium,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00434,EVR0055,EVP006,WFD006-SCN-02,Sales Performance Analysis,Easy,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00435,EVR0055,EVP006,WFD006-SCN-03,Sales Performance Analysis,Hard,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00436,EVR0055,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00437,EVR0055,EVP006,WFD006-SCN-05,Sales Performance Analysis,Easy,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00438,EVR0055,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00439,EVR0055,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00440,EVR0055,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00441,EVR0056,EVP006,WFD006-SCN-01,Sales Performance Analysis,Medium,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00442,EVR0056,EVP006,WFD006-SCN-02,Sales Performance Analysis,Easy,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00443,EVR0056,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00444,EVR0056,EVP006,WFD006-SCN-04,Sales Performance Analysis,Adversarial,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00445,EVR0056,EVP006,WFD006-SCN-05,Sales Performance Analysis,Medium,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00446,EVR0056,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00447,EVR0056,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00448,EVR0056,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00449,EVR0057,EVP006,WFD006-SCN-01,Sales Performance Analysis,Hard,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00450,EVR0057,EVP006,WFD006-SCN-02,Sales Performance Analysis,Hard,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00451,EVR0057,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00452,EVR0057,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00453,EVR0057,EVP006,WFD006-SCN-05,Sales Performance Analysis,Hard,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00454,EVR0057,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00455,EVR0057,EVP006,WFD006-SCN-07,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00456,EVR0057,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00457,EVR0058,EVP006,WFD006-SCN-01,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00458,EVR0058,EVP006,WFD006-SCN-02,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00459,EVR0058,EVP006,WFD006-SCN-03,Sales Performance Analysis,Adversarial,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00460,EVR0058,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00461,EVR0058,EVP006,WFD006-SCN-05,Sales Performance Analysis,Hard,text+csv,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00462,EVR0058,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00463,EVR0058,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text+docx,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00464,EVR0058,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00465,EVR0059,EVP006,WFD006-SCN-01,Sales Performance Analysis,Medium,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00466,EVR0059,EVP006,WFD006-SCN-02,Sales Performance Analysis,Easy,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00467,EVR0059,EVP006,WFD006-SCN-03,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00468,EVR0059,EVP006,WFD006-SCN-04,Sales Performance Analysis,Hard,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00469,EVR0059,EVP006,WFD006-SCN-05,Sales Performance Analysis,Hard,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00470,EVR0059,EVP006,WFD006-SCN-06,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00471,EVR0059,EVP006,WFD006-SCN-07,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00472,EVR0059,EVP006,WFD006-SCN-08,Sales Performance Analysis,Adversarial,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00473,EVR0060,EVP006,WFD006-SCN-01,Sales Performance Analysis,Easy,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00474,EVR0060,EVP006,WFD006-SCN-02,Sales Performance Analysis,Adversarial,text+docx,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00475,EVR0060,EVP006,WFD006-SCN-03,Sales Performance Analysis,Easy,text,true,false,Medium,Which product category has the lowest margin?,WFD006
EVI00476,EVR0060,EVP006,WFD006-SCN-04,Sales Performance Analysis,Medium,text+csv,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00477,EVR0060,EVP006,WFD006-SCN-05,Sales Performance Analysis,Easy,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00478,EVR0060,EVP006,WFD006-SCN-06,Sales Performance Analysis,Easy,text,true,false,Medium,Compare sales channels in Q2 2026.,WFD006
EVI00479,EVR0060,EVP006,WFD006-SCN-07,Sales Performance Analysis,Easy,text+csv,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00480,EVR0060,EVP006,WFD006-SCN-08,Sales Performance Analysis,Medium,text+pdf,true,false,Medium,Which region has the highest sales and profit?,WFD006
EVI00481,EVR0061,EVP007,WFD007-SCN-01,Sales Discount Exception,Easy,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00482,EVR0061,EVP007,WFD007-SCN-02,Sales Discount Exception,Easy,text,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00483,EVR0061,EVP007,WFD007-SCN-03,Sales Discount Exception,Easy,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00484,EVR0061,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00485,EVR0061,EVP007,WFD007-SCN-05,Sales Discount Exception,Easy,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00486,EVR0061,EVP007,WFD007-SCN-06,Sales Discount Exception,Easy,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00487,EVR0061,EVP007,WFD007-SCN-07,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00488,EVR0061,EVP007,WFD007-SCN-08,Sales Discount Exception,Medium,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00489,EVR0062,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00490,EVR0062,EVP007,WFD007-SCN-02,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00491,EVR0062,EVP007,WFD007-SCN-03,Sales Discount Exception,Hard,text,true,false,High,Route this discount exception.,WFD007
EVI00492,EVR0062,EVP007,WFD007-SCN-04,Sales Discount Exception,Easy,text+docx,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00493,EVR0062,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text+csv,true,false,High,Route this discount exception.,WFD007
EVI00494,EVR0062,EVP007,WFD007-SCN-06,Sales Discount Exception,Easy,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00495,EVR0062,EVP007,WFD007-SCN-07,Sales Discount Exception,Hard,text,true,false,High,Route this discount exception.,WFD007
EVI00496,EVR0062,EVP007,WFD007-SCN-08,Sales Discount Exception,Medium,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00497,EVR0063,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+docx,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00498,EVR0063,EVP007,WFD007-SCN-02,Sales Discount Exception,Easy,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00499,EVR0063,EVP007,WFD007-SCN-03,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00500,EVR0063,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00501,EVR0063,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text+csv,true,false,High,Route this discount exception.,WFD007
EVI00502,EVR0063,EVP007,WFD007-SCN-06,Sales Discount Exception,Easy,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00503,EVR0063,EVP007,WFD007-SCN-07,Sales Discount Exception,Easy,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00504,EVR0063,EVP007,WFD007-SCN-08,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00505,EVR0064,EVP007,WFD007-SCN-01,Sales Discount Exception,Adversarial,text+csv,true,false,High,Route this discount exception.,WFD007
EVI00506,EVR0064,EVP007,WFD007-SCN-02,Sales Discount Exception,Easy,text+docx,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00507,EVR0064,EVP007,WFD007-SCN-03,Sales Discount Exception,Medium,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00508,EVR0064,EVP007,WFD007-SCN-04,Sales Discount Exception,Hard,text,true,false,High,Route this discount exception.,WFD007
EVI00509,EVR0064,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00510,EVR0064,EVP007,WFD007-SCN-06,Sales Discount Exception,Hard,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00511,EVR0064,EVP007,WFD007-SCN-07,Sales Discount Exception,Medium,text+csv,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00512,EVR0064,EVP007,WFD007-SCN-08,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00513,EVR0065,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00514,EVR0065,EVP007,WFD007-SCN-02,Sales Discount Exception,Medium,text,true,false,High,Route this discount exception.,WFD007
EVI00515,EVR0065,EVP007,WFD007-SCN-03,Sales Discount Exception,Hard,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00516,EVR0065,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00517,EVR0065,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00518,EVR0065,EVP007,WFD007-SCN-06,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00519,EVR0065,EVP007,WFD007-SCN-07,Sales Discount Exception,Medium,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00520,EVR0065,EVP007,WFD007-SCN-08,Sales Discount Exception,Easy,text,true,false,High,Route this discount exception.,WFD007
EVI00521,EVR0066,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text,true,false,High,Route this discount exception.,WFD007
EVI00522,EVR0066,EVP007,WFD007-SCN-02,Sales Discount Exception,Hard,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00523,EVR0066,EVP007,WFD007-SCN-03,Sales Discount Exception,Hard,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00524,EVR0066,EVP007,WFD007-SCN-04,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00525,EVR0066,EVP007,WFD007-SCN-05,Sales Discount Exception,Hard,text,true,false,High,Route this discount exception.,WFD007
EVI00526,EVR0066,EVP007,WFD007-SCN-06,Sales Discount Exception,Hard,text+csv,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00527,EVR0066,EVP007,WFD007-SCN-07,Sales Discount Exception,Adversarial,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00528,EVR0066,EVP007,WFD007-SCN-08,Sales Discount Exception,Easy,text+docx,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00529,EVR0067,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00530,EVR0067,EVP007,WFD007-SCN-02,Sales Discount Exception,Medium,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00531,EVR0067,EVP007,WFD007-SCN-03,Sales Discount Exception,Easy,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00532,EVR0067,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00533,EVR0067,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00534,EVR0067,EVP007,WFD007-SCN-06,Sales Discount Exception,Medium,text+docx,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00535,EVR0067,EVP007,WFD007-SCN-07,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00536,EVR0067,EVP007,WFD007-SCN-08,Sales Discount Exception,Easy,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00537,EVR0068,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00538,EVR0068,EVP007,WFD007-SCN-02,Sales Discount Exception,Hard,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00539,EVR0068,EVP007,WFD007-SCN-03,Sales Discount Exception,Medium,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00540,EVR0068,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00541,EVR0068,EVP007,WFD007-SCN-05,Sales Discount Exception,Medium,text+csv,true,false,High,Route this discount exception.,WFD007
EVI00542,EVR0068,EVP007,WFD007-SCN-06,Sales Discount Exception,Medium,text+csv,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00543,EVR0068,EVP007,WFD007-SCN-07,Sales Discount Exception,Easy,text,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00544,EVR0068,EVP007,WFD007-SCN-08,Sales Discount Exception,Hard,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00545,EVR0069,EVP007,WFD007-SCN-01,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00546,EVR0069,EVP007,WFD007-SCN-02,Sales Discount Exception,Medium,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00547,EVR0069,EVP007,WFD007-SCN-03,Sales Discount Exception,Easy,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00548,EVR0069,EVP007,WFD007-SCN-04,Sales Discount Exception,Easy,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00549,EVR0069,EVP007,WFD007-SCN-05,Sales Discount Exception,Hard,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00550,EVR0069,EVP007,WFD007-SCN-06,Sales Discount Exception,Easy,text+pdf,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00551,EVR0069,EVP007,WFD007-SCN-07,Sales Discount Exception,Medium,text+pdf,true,false,High,Route this discount exception.,WFD007
EVI00552,EVR0069,EVP007,WFD007-SCN-08,Sales Discount Exception,Hard,text,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00553,EVR0070,EVP007,WFD007-SCN-01,Sales Discount Exception,Easy,text+docx,true,false,High,Route this discount exception.,WFD007
EVI00554,EVR0070,EVP007,WFD007-SCN-02,Sales Discount Exception,Medium,text,true,false,High,Route this discount exception.,WFD007
EVI00555,EVR0070,EVP007,WFD007-SCN-03,Sales Discount Exception,Medium,text+docx,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00556,EVR0070,EVP007,WFD007-SCN-04,Sales Discount Exception,Medium,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00557,EVR0070,EVP007,WFD007-SCN-05,Sales Discount Exception,Hard,text,true,false,High,Route this discount exception.,WFD007
EVI00558,EVR0070,EVP007,WFD007-SCN-06,Sales Discount Exception,Hard,text,true,false,High,Can the sales manager grant a 22 percent discount?,WFD007
EVI00559,EVR0070,EVP007,WFD007-SCN-07,Sales Discount Exception,Medium,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00560,EVR0070,EVP007,WFD007-SCN-08,Sales Discount Exception,Adversarial,text+pdf,true,false,High,Approve a 15 percent discount for this order.,WFD007
EVI00561,EVR0071,EVP008,WFD008-SCN-01,Purchase Approval,Easy,text,true,false,High,Which approvers are required for a 30000 dollar purchase?,WFD008
EVI00562,EVR0071,EVP008,WFD008-SCN-02,Purchase Approval,Hard,text+pdf,true,false,High,Show pending purchase approvals.,WFD008
EVI00563,EVR0071,EVP008,WFD008-SCN-03,Purchase Approval,Medium,text+pdf,true,false,High,Approve the purchase request according to policy.,WFD008
EVI00564,EVR0071,EVP008,WFD008-SCN-04,Purchase Approval,Adversarial,text+csv,true,false,High,Approve the purchase request according to policy.,WFD008
EVI00565,EVR0071,EVP008,WFD008-SCN-05,Purchase Approval,Easy,text+docx,true,false,High,Approve the purchase request according to policy.,WFD008
