snapshot_id,snapshot_date,employee_id,total_workload_percent,billable_workload_percent,active_project_count,open_task_count,overdue_task_count,workload_status
WL-2026-08-21-E0164,2026-08-21,E0164,86.7,61.5,2,6,6,High
WL-2026-08-28-E0164,2026-08-28,E0164,85.1,58.2,2,6,6,High
WL-2026-08-07-E0165,2026-08-07,E0165,45.8,35.9,0,0,0,Available
WL-2026-08-14-E0165,2026-08-14,E0165,45.2,34.3,0,0,0,Available
WL-2026-08-21-E0165,2026-08-21,E0165,45.9,36.2,0,0,0,Available
WL-2026-08-28-E0165,2026-08-28,E0165,38.6,33.6,0,0,0,Available
WL-2026-08-07-E0166,2026-08-07,E0166,41.2,30.4,0,0,0,Available
WL-2026-08-14-E0166,2026-08-14,E0166,48.1,40.0,0,0,0,Available
WL-2026-08-21-E0166,2026-08-21,E0166,50.5,35.3,0,0,0,Available
WL-2026-08-28-E0166,2026-08-28,E0166,38.3,28.4,0,0,0,Available
WL-2026-08-07-E0167,2026-08-07,E0167,34.1,27.8,0,0,0,Available
WL-2026-08-14-E0167,2026-08-14,E0167,41.0,36.0,0,0,0,Available
WL-2026-08-21-E0167,2026-08-21,E0167,42.0,29.3,0,0,0,Available
WL-2026-08-28-E0167,2026-08-28,E0167,33.0,23.7,0,0,0,Available
WL-2026-08-07-E0168,2026-08-07,E0168,63.9,41.8,1,1,1,Normal
WL-2026-08-14-E0168,2026-08-14,E0168,61.5,49.0,1,1,1,Normal
WL-2026-08-21-E0168,2026-08-21,E0168,68.0,58.7,1,1,1,Normal
WL-2026-08-28-E0168,2026-08-28,E0168,61.6,46.5,1,1,1,Normal
WL-2026-08-07-E0169,2026-08-07,E0169,96.6,77.9,2,3,3,High
WL-2026-08-14-E0169,2026-08-14,E0169,107.1,86.1,2,3,3,Overloaded
WL-2026-08-21-E0169,2026-08-21,E0169,96.1,65.9,2,3,3,High
WL-2026-08-28-E0169,2026-08-28,E0169,104.3,74.4,2,3,3,Overloaded
WL-2026-08-07-E0170,2026-08-07,E0170,32.7,28.4,0,0,0,Available
WL-2026-08-14-E0170,2026-08-14,E0170,40.6,30.4,0,0,0,Available
WL-2026-08-21-E0170,2026-08-21,E0170,42.8,32.6,0,0,0,Available
WL-2026-08-28-E0170,2026-08-28,E0170,42.6,32.1,0,0,0,Available
WL-2026-08-07-E0171,2026-08-07,E0171,104.5,72.5,3,0,0,Overloaded
WL-2026-08-14-E0171,2026-08-14,E0171,117.6,97.9,3,0,0,Overloaded
WL-2026-08-21-E0171,2026-08-21,E0171,117.5,101.7,3,0,0,Overloaded
WL-2026-08-28-E0171,2026-08-28,E0171,113.2,90.6,3,0,0,Overloaded
WL-2026-08-07-E0172,2026-08-07,E0172,50.4,43.8,1,0,0,Available
WL-2026-08-14-E0172,2026-08-14,E0172,63.7,52.1,1,0,0,Normal
WL-2026-08-21-E0172,2026-08-21,E0172,55.4,38.5,1,0,0,Normal
WL-2026-08-28-E0172,2026-08-28,E0172,63.8,45.2,1,0,0,Normal
WL-2026-08-07-E0173,2026-08-07,E0173,57.5,43.6,1,0,0,Normal
WL-2026-08-14-E0173,2026-08-14,E0173,59.0,40.6,1,0,0,Normal
WL-2026-08-21-E0173,2026-08-21,E0173,71.2,50.8,1,0,0,Normal
WL-2026-08-28-E0173,2026-08-28,E0173,64.7,55.2,1,0,0,Normal
WL-2026-08-07-E0174,2026-08-07,E0174,62.8,43.1,1,1,1,Normal
WL-2026-08-14-E0174,2026-08-14,E0174,70.0,51.1,1,1,1,Normal
WL-2026-08-21-E0174,2026-08-21,E0174,70.3,61.3,1,1,1,Normal
WL-2026-08-28-E0174,2026-08-28,E0174,64.0,43.2,1,1,1,Normal
WL-2026-08-07-E0175,2026-08-07,E0175,43.1,36.2,0,0,0,Available
WL-2026-08-14-E0175,2026-08-14,E0175,39.9,28.2,0,0,0,Available
WL-2026-08-21-E0175,2026-08-21,E0175,40.8,33.3,0,0,0,Available
WL-2026-08-28-E0175,2026-08-28,E0175,40.7,31.2,0,0,0,Available
WL-2026-08-07-E0176,2026-08-07,E0176,43.3,35.3,1,2,2,Available
WL-2026-08-14-E0176,2026-08-14,E0176,48.9,31.0,1,2,2,Available
WL-2026-08-21-E0176,2026-08-21,E0176,42.9,28.0,1,2,2,Available
WL-2026-08-28-E0176,2026-08-28,E0176,43.9,34.2,1,2,2,Available
WL-2026-08-07-E0177,2026-08-07,E0177,43.1,31.8,0,0,0,Available
WL-2026-08-14-E0177,2026-08-14,E0177,49.0,37.7,0,0,0,Available
WL-2026-08-21-E0177,2026-08-21,E0177,35.9,24.3,0,0,0,Available
WL-2026-08-28-E0177,2026-08-28,E0177,47.6,41.7,0,0,0,Available
WL-2026-08-07-E0178,2026-08-07,E0178,56.4,42.4,1,1,0,Normal
WL-2026-08-14-E0178,2026-08-14,E0178,56.2,47.4,1,1,0,Normal
WL-2026-08-21-E0178,2026-08-21,E0178,45.4,35.4,1,1,0,Available
WL-2026-08-28-E0178,2026-08-28,E0178,58.3,48.5,1,1,0,Normal
WL-2026-08-07-E0179,2026-08-07,E0179,35.7,25.2,0,0,0,Available
WL-2026-08-14-E0179,2026-08-14,E0179,40.5,27.3,0,0,0,Available
WL-2026-08-21-E0179,2026-08-21,E0179,42.4,36.5,0,0,0,Available
WL-2026-08-28-E0179,2026-08-28,E0179,44.4,36.6,0,0,0,Available
WL-2026-08-07-E0180,2026-08-07,E0180,38.0,26.0,0,0,0,Available
WL-2026-08-14-E0180,2026-08-14,E0180,32.5,26.8,0,0,0,Available
WL-2026-08-21-E0180,2026-08-21,E0180,33.4,28.6,0,0,0,Available
WL-2026-08-28-E0180,2026-08-28,E0180,35.3,26.4,0,0,0,Available
WL-2026-08-07-E0181,2026-08-07,E0181,42.2,35.2,0,0,0,Available
WL-2026-08-14-E0181,2026-08-14,E0181,34.7,23.6,0,0,0,Available
WL-2026-08-21-E0181,2026-08-21,E0181,30,24.3,0,0,0,Available
WL-2026-08-28-E0181,2026-08-28,E0181,30.5,19.0,0,0,0,Available
WL-2026-08-07-E0182,2026-08-07,E0182,107.1,67.4,2,6,6,Overloaded
WL-2026-08-14-E0182,2026-08-14,E0182,113.1,91.6,2,6,6,Overloaded
WL-2026-08-21-E0182,2026-08-21,E0182,103.2,85.8,2,6,6,Overloaded
WL-2026-08-28-E0182,2026-08-28,E0182,104.5,86.8,2,6,6,Overloaded
WL-2026-08-07-E0183,2026-08-07,E0183,71.0,49.9,1,2,0,Normal
WL-2026-08-14-E0183,2026-08-14,E0183,71.3,46.2,1,2,0,Normal
WL-2026-08-21-E0183,2026-08-21,E0183,61.0,47.4,1,2,0,Normal
WL-2026-08-28-E0183,2026-08-28,E0183,62.4,48.6,1,2,0,Normal
WL-2026-08-07-E0184,2026-08-07,E0184,71.7,52.4,1,0,0,Normal
WL-2026-08-14-E0184,2026-08-14,E0184,78.7,49.9,1,0,0,Normal
WL-2026-08-21-E0184,2026-08-21,E0184,76.7,49.5,1,0,0,Normal
WL-2026-08-28-E0184,2026-08-28,E0184,68.3,50.3,1,0,0,Normal
WL-2026-08-07-E0185,2026-08-07,E0185,33.1,23.0,0,0,0,Available
WL-2026-08-14-E0185,2026-08-14,E0185,38.7,33.7,0,0,0,Available
WL-2026-08-21-E0185,2026-08-21,E0185,38.4,24.4,0,0,0,Available
WL-2026-08-28-E0185,2026-08-28,E0185,37.8,31.1,0,0,0,Available
WL-2026-08-07-E0186,2026-08-07,E0186,40.6,30.1,0,0,0,Available
WL-2026-08-14-E0186,2026-08-14,E0186,36.8,29.1,0,0,0,Available
WL-2026-08-21-E0186,2026-08-21,E0186,41.2,31.4,0,0,0,Available
WL-2026-08-28-E0186,2026-08-28,E0186,32.0,28.0,0,0,0,Available
WL-2026-08-07-E0187,2026-08-07,E0187,30.8,22.4,0,0,0,Available
WL-2026-08-14-E0187,2026-08-14,E0187,37.7,33.2,0,0,0,Available
WL-2026-08-21-E0187,2026-08-21,E0187,42.8,36.9,0,0,0,Available
WL-2026-08-28-E0187,2026-08-28,E0187,33.2,23.1,0,0,0,Available
WL-2026-08-07-E0188,2026-08-07,E0188,47.0,39.9,0,0,0,Available
WL-2026-08-14-E0188,2026-08-14,E0188,34.3,28.7,0,0,0,Available
WL-2026-08-21-E0188,2026-08-21,E0188,43.5,27.4,0,0,0,Available
WL-2026-08-28-E0188,2026-08-28,E0188,37.8,32.8,0,0,0,Available
WL-2026-08-07-E0189,2026-08-07,E0189,40.7,32.2,0,0,0,Available
WL-2026-08-14-E0189,2026-08-14,E0189,33.9,27.2,0,0,0,Available
WL-2026-08-21-E0189,2026-08-21,E0189,35.2,29.4,0,0,0,Available
WL-2026-08-28-E0189,2026-08-28,E0189,37.2,30.6,0,0,0,Available
WL-2026-08-07-E0190,2026-08-07,E0190,45.8,35.8,0,0,0,Available
WL-2026-08-14-E0190,2026-08-14,E0190,41.0,27.4,0,0,0,Available
WL-2026-08-21-E0190,2026-08-21,E0190,32.3,24.2,0,0,0,Available
WL-2026-08-28-E0190,2026-08-28,E0190,37.9,25.2,0,0,0,Available
WL-2026-08-07-E0191,2026-08-07,E0191,31.7,22.4,0,0,0,Available
WL-2026-08-14-E0191,2026-08-14,E0191,44.1,29.3,0,0,0,Available
WL-2026-08-21-E0191,2026-08-21,E0191,40.1,27.2,0,0,0,Available
WL-2026-08-28-E0191,2026-08-28,E0191,46.1,34.9,0,0,0,Available
WL-2026-08-07-E0192,2026-08-07,E0192,81.6,69.3,2,3,0,Normal
WL-2026-08-14-E0192,2026-08-14,E0192,88.5,70.1,2,3,0,High
WL-2026-08-21-E0192,2026-08-21,E0192,85.1,54.8,2,3,0,High
WL-2026-08-28-E0192,2026-08-28,E0192,73.1,61.0,2,3,0,Normal
WL-2026-08-07-E0193,2026-08-07,E0193,34.9,26.2,0,0,0,Available
WL-2026-08-14-E0193,2026-08-14,E0193,47.1,31.3,0,0,0,Available
WL-2026-08-21-E0193,2026-08-21,E0193,44.0,33.3,0,0,0,Available
WL-2026-08-28-E0193,2026-08-28,E0193,47.1,39.4,0,0,0,Available
WL-2026-08-07-E0194,2026-08-07,E0194,32.7,24.1,0,0,0,Available
WL-2026-08-14-E0194,2026-08-14,E0194,34.1,26.8,0,0,0,Available
WL-2026-08-21-E0194,2026-08-21,E0194,33.9,22.7,0,0,0,Available
WL-2026-08-28-E0194,2026-08-28,E0194,31.6,25.1,0,0,0,Available
WL-2026-08-07-E0195,2026-08-07,E0195,40.7,26.4,0,0,0,Available
WL-2026-08-14-E0195,2026-08-14,E0195,33.8,21.4,0,0,0,Available
WL-2026-08-21-E0195,2026-08-21,E0195,38.0,24.4,0,0,0,Available
WL-2026-08-28-E0195,2026-08-28,E0195,36.5,24.1,0,0,0,Available
WL-2026-08-07-E0196,2026-08-07,E0196,33.6,25.5,0,0,0,Available
WL-2026-08-14-E0196,2026-08-14,E0196,47.6,40.2,0,0,0,Available
WL-2026-08-21-E0196,2026-08-21,E0196,44.3,34.9,0,0,0,Available
WL-2026-08-28-E0196,2026-08-28,E0196,41.4,29.1,0,0,0,Available
WL-2026-08-07-E0197,2026-08-07,E0197,101.6,63.6,3,3,3,Overloaded
WL-2026-08-14-E0197,2026-08-14,E0197,98.1,79.5,3,3,3,High
WL-2026-08-21-E0197,2026-08-21,E0197,102.3,88.4,3,3,3,Overloaded
WL-2026-08-28-E0197,2026-08-28,E0197,95.0,59.7,3,3,3,High
WL-2026-08-07-E0198,2026-08-07,E0198,83.7,65.5,2,1,1,Normal
WL-2026-08-14-E0198,2026-08-14,E0198,88.5,71.2,2,1,1,High
WL-2026-08-21-E0198,2026-08-21,E0198,83.6,66.5,2,1,1,Normal
WL-2026-08-28-E0198,2026-08-28,E0198,89.3,70.4,2,1,1,High
WL-2026-08-07-E0199,2026-08-07,E0199,76.9,59.3,1,1,1,Normal
WL-2026-08-14-E0199,2026-08-14,E0199,77.0,55.4,1,1,1,Normal
WL-2026-08-21-E0199,2026-08-21,E0199,79.1,60.6,1,1,1,Normal
WL-2026-08-28-E0199,2026-08-28,E0199,76.6,65.5,1,1,1,Normal
WL-2026-08-07-E0200,2026-08-07,E0200,116.8,89.3,4,4,3,Overloaded
WL-2026-08-14-E0200,2026-08-14,E0200,118,90.5,4,4,3,Overloaded
WL-2026-08-21-E0200,2026-08-21,E0200,112.5,97.2,4,4,3,Overloaded
WL-2026-08-28-E0200,2026-08-28,E0200,114.4,96.5,4,4,3,Overloaded
