attendance_id,employee_id,period_month,scheduled_workdays,present_days,remote_work_days,sick_leave_days,unpaid_leave_days,overtime_hours,attendance_rate
AT000833,E0070,2026-01-01,21,21,8,0,0,7.6,1.0
AT000834,E0070,2026-02-01,20,20,5,0,0,7.6,1.0
AT000835,E0070,2026-03-01,23,22,1,1,0,11.0,0.9565
AT000836,E0070,2026-04-01,21,21,7,0,0,8.3,1.0
AT000837,E0070,2026-05-01,20,20,3,0,0,5.9,1.0
AT000838,E0070,2026-06-01,23,22,7,1,0,12.2,0.9565
AT000839,E0070,2026-07-01,21,21,1,0,0,3.9,1.0
AT000840,E0070,2026-08-01,20,20,5,0,0,5.1,1.0
AT000841,E0071,2025-09-01,20,19,4,1,0,9.2,0.95
AT000842,E0071,2025-10-01,21,21,6,0,0,15.8,1.0
AT000843,E0071,2025-11-01,21,21,0,0,0,8.0,1.0
AT000844,E0071,2025-12-01,23,23,3,0,0,15.9,1.0
AT000845,E0071,2026-01-01,22,22,1,0,0,16.9,1.0
AT000846,E0071,2026-02-01,20,20,0,0,0,14.4,1.0
AT000847,E0071,2026-03-01,22,20,5,1,1,13.1,0.9091
AT000848,E0071,2026-04-01,23,22,8,1,0,13.0,0.9565
AT000849,E0071,2026-05-01,21,21,8,0,0,15.4,1.0
AT000850,E0071,2026-06-01,20,20,6,0,0,8.0,1.0
AT000851,E0071,2026-07-01,20,20,0,0,0,11.3,1.0
AT000852,E0071,2026-08-01,23,23,7,0,0,13.5,1.0
AT000853,E0072,2025-09-01,23,23,4,0,0,1.0,1.0
AT000854,E0072,2025-10-01,21,20,4,1,0,2.3,0.9524
AT000855,E0072,2025-11-01,21,20,6,1,0,0,0.9524
AT000856,E0072,2025-12-01,23,23,4,0,0,0,1.0
AT000857,E0072,2026-01-01,21,21,4,0,0,2.4,1.0
AT000858,E0072,2026-02-01,23,23,2,0,0,0,1.0
AT000859,E0072,2026-03-01,23,22,3,1,0,2.9,0.9565
AT000860,E0072,2026-04-01,22,22,3,0,0,0.8,1.0
AT000861,E0072,2026-05-01,21,20,1,1,0,0,0.9524
AT000862,E0072,2026-06-01,21,21,1,0,0,3.9,1.0
AT000863,E0072,2026-07-01,22,22,8,0,0,0,1.0
AT000864,E0072,2026-08-01,23,23,1,0,0,1.6,1.0
AT000865,E0073,2025-09-01,20,20,0,0,0,0,1.0
AT000866,E0073,2025-10-01,23,22,8,1,0,0,0.9565
AT000867,E0073,2025-11-01,22,22,5,0,0,1.2,1.0
AT000868,E0073,2025-12-01,20,19,2,0,1,0,0.95
AT000869,E0073,2026-01-01,22,22,6,0,0,2.9,1.0
AT000870,E0073,2026-02-01,23,21,8,1,1,4.9,0.913
AT000871,E0073,2026-03-01,23,23,0,0,0,4.6,1.0
AT000872,E0073,2026-04-01,22,22,2,0,0,2.9,1.0
AT000873,E0073,2026-05-01,23,23,4,0,0,5.3,1.0
AT000874,E0073,2026-06-01,23,23,1,0,0,2.5,1.0
AT000875,E0073,2026-07-01,23,23,1,0,0,2.8,1.0
AT000876,E0073,2026-08-01,23,23,4,0,0,5.3,1.0
AT000877,E0074,2025-09-01,20,20,6,0,0,2.3,1.0
AT000878,E0074,2025-10-01,20,20,2,0,0,1.6,1.0
AT000879,E0074,2025-11-01,22,22,0,0,0,0,1.0
AT000880,E0074,2025-12-01,23,23,3,0,0,0,1.0
AT000881,E0074,2026-01-01,22,22,0,0,0,0,1.0
AT000882,E0074,2026-02-01,20,20,8,0,0,3.7,1.0
AT000883,E0074,2026-03-01,20,18,0,1,1,0,0.9
AT000884,E0074,2026-04-01,23,22,2,1,0,0,0.9565
AT000885,E0074,2026-05-01,21,21,6,0,0,0,1.0
AT000886,E0074,2026-06-01,22,22,7,0,0,0.7,1.0
AT000887,E0074,2026-07-01,20,18,7,1,1,4.9,0.9
AT000888,E0074,2026-08-01,20,20,3,0,0,4.5,1.0
AT000889,E0075,2025-09-01,20,20,5,0,0,0,1.0
AT000890,E0075,2025-10-01,20,19,5,1,0,1.5,0.95
AT000891,E0075,2025-11-01,23,23,8,0,0,3.8,1.0
AT000892,E0075,2025-12-01,23,23,6,0,0,4.4,1.0
AT000893,E0075,2026-01-01,21,20,5,1,0,5.6,0.9524
AT000894,E0075,2026-02-01,20,19,1,0,1,0.9,0.95
AT000895,E0075,2026-03-01,22,22,6,0,0,0,1.0
AT000896,E0075,2026-04-01,23,23,8,0,0,2.8,1.0
AT000897,E0075,2026-05-01,20,20,8,0,0,5.6,1.0
AT000898,E0075,2026-06-01,22,22,8,0,0,0,1.0
AT000899,E0075,2026-07-01,20,19,6,0,1,0,0.95
AT000900,E0075,2026-08-01,23,22,0,0,1,0,0.9565
AT000901,E0076,2025-09-01,22,22,6,0,0,3.0,1.0
AT000902,E0076,2025-10-01,22,21,1,1,0,0,0.9545
AT000903,E0076,2025-11-01,23,23,8,0,0,2.2,1.0
AT000904,E0076,2025-12-01,20,20,1,0,0,0,1.0
AT000905,E0076,2026-01-01,23,23,4,0,0,2.1,1.0
AT000906,E0076,2026-02-01,22,22,3,0,0,0,1.0
AT000907,E0076,2026-03-01,20,19,0,0,1,0.2,0.95
AT000908,E0076,2026-04-01,22,21,4,1,0,5.1,0.9545
AT000909,E0076,2026-05-01,21,20,2,1,0,0.6,0.9524
AT000910,E0076,2026-06-01,20,20,8,0,0,1.0,1.0
AT000911,E0076,2026-07-01,21,21,7,0,0,0,1.0
AT000912,E0076,2026-08-01,22,22,1,0,0,5.5,1.0
AT000913,E0077,2025-09-01,23,21,4,1,1,4.0,0.913
AT000914,E0077,2025-10-01,21,21,4,0,0,2.8,1.0
AT000915,E0077,2025-11-01,20,19,2,1,0,0,0.95
AT000916,E0077,2025-12-01,20,20,0,0,0,1.4,1.0
AT000917,E0077,2026-01-01,22,22,3,0,0,0,1.0
AT000918,E0077,2026-02-01,22,21,6,1,0,1.9,0.9545
AT000919,E0077,2026-03-01,20,20,3,0,0,3.8,1.0
AT000920,E0077,2026-04-01,23,22,4,1,0,0,0.9565
AT000921,E0077,2026-05-01,21,21,0,0,0,0,1.0
AT000922,E0077,2026-06-01,22,21,2,0,1,0,0.9545
AT000923,E0077,2026-07-01,22,21,7,0,1,1.2,0.9545
AT000924,E0077,2026-08-01,20,20,0,0,0,0,1.0
AT000925,E0078,2025-09-01,20,20,6,0,0,4.8,1.0
AT000926,E0078,2025-10-01,23,23,5,0,0,0,1.0
AT000927,E0078,2025-11-01,20,20,3,0,0,0,1.0
AT000928,E0078,2025-12-01,20,20,2,0,0,1.7,1.0
AT000929,E0078,2026-01-01,22,22,0,0,0,0.6,1.0
AT000930,E0078,2026-02-01,23,23,5,0,0,4.7,1.0
AT000931,E0078,2026-03-01,20,20,4,0,0,1.2,1.0
AT000932,E0078,2026-04-01,23,22,2,1,0,0,0.9565
AT000933,E0078,2026-05-01,23,23,5,0,0,0,1.0
AT000934,E0078,2026-06-01,21,21,7,0,0,0,1.0
AT000935,E0078,2026-07-01,23,23,1,0,0,5.3,1.0
AT000936,E0078,2026-08-01,22,22,6,0,0,0,1.0
AT000937,E0079,2025-09-01,22,22,1,0,0,0,1.0
AT000938,E0079,2025-10-01,22,21,7,0,1,4.1,0.9545
AT000939,E0079,2025-11-01,22,22,4,0,0,0.5,1.0
AT000940,E0079,2025-12-01,23,23,5,0,0,5.9,1.0
AT000941,E0079,2026-01-01,21,21,7,0,0,4.2,1.0
AT000942,E0079,2026-02-01,22,22,5,0,0,3.6,1.0
AT000943,E0079,2026-03-01,23,23,2,0,0,5.7,1.0
AT000944,E0079,2026-04-01,21,21,8,0,0,1.3,1.0
AT000945,E0079,2026-05-01,23,22,6,0,1,2.6,0.9565
AT000946,E0079,2026-06-01,21,21,0,0,0,2.8,1.0
AT000947,E0079,2026-07-01,20,20,7,0,0,0.9,1.0
AT000948,E0079,2026-08-01,22,22,0,0,0,0,1.0
AT000949,E0080,2025-09-01,23,23,1,0,0,3.5,1.0
AT000950,E0080,2025-10-01,22,22,0,0,0,2.4,1.0
AT000951,E0080,2025-11-01,22,22,1,0,0,8.0,1.0
AT000952,E0080,2025-12-01,21,20,5,0,1,0,0.9524
AT000953,E0080,2026-01-01,23,23,6,0,0,6.1,1.0
AT000954,E0080,2026-02-01,20,20,8,0,0,8.8,1.0
AT000955,E0080,2026-03-01,21,21,4,0,0,3.7,1.0
AT000956,E0080,2026-04-01,21,21,7,0,0,9.0,1.0
AT000957,E0080,2026-05-01,23,23,2,0,0,8.6,1.0
AT000958,E0080,2026-06-01,20,20,2,0,0,8.9,1.0
AT000959,E0080,2026-07-01,23,22,2,1,0,3.4,0.9565
AT000960,E0080,2026-08-01,23,23,1,0,0,7.1,1.0
AT000961,E0081,2025-09-01,23,23,3,0,0,4.2,1.0
AT000962,E0081,2025-10-01,22,22,2,0,0,0,1.0
AT000963,E0081,2025-11-01,20,20,5,0,0,2.4,1.0
AT000964,E0081,2025-12-01,20,20,4,0,0,3.3,1.0
AT000965,E0081,2026-01-01,22,22,6,0,0,0,1.0
AT000966,E0081,2026-02-01,22,22,4,0,0,0,1.0
AT000967,E0081,2026-03-01,23,22,8,1,0,0.6,0.9565
AT000968,E0081,2026-04-01,20,20,0,0,0,0,1.0
AT000969,E0081,2026-05-01,22,22,4,0,0,5.7,1.0
AT000970,E0081,2026-06-01,22,22,0,0,0,4.3,1.0
AT000971,E0081,2026-07-01,23,22,4,1,0,1.7,0.9565
AT000972,E0081,2026-08-01,21,21,4,0,0,5.6,1.0
AT000973,E0082,2025-09-01,23,23,7,0,0,4.3,1.0
AT000974,E0082,2025-10-01,21,21,1,0,0,3.5,1.0
AT000975,E0082,2025-11-01,23,23,8,0,0,3.9,1.0
AT000976,E0082,2025-12-01,20,19,6,0,1,4.9,0.95
AT000977,E0082,2026-01-01,23,23,3,0,0,5.1,1.0
AT000978,E0082,2026-02-01,23,23,6,0,0,4.2,1.0
AT000979,E0082,2026-03-01,22,21,4,1,0,5.2,0.9545
AT000980,E0082,2026-04-01,23,22,0,1,0,0,0.9565
AT000981,E0082,2026-05-01,23,23,4,0,0,0,1.0
AT000982,E0082,2026-06-01,22,21,8,0,1,1.1,0.9545
AT000983,E0082,2026-07-01,22,22,8,0,0,0,1.0
AT000984,E0082,2026-08-01,23,22,7,1,0,0,0.9565
AT000985,E0083,2025-09-01,20,20,7,0,0,0,1.0
AT000986,E0083,2025-10-01,22,21,0,1,0,0,0.9545
AT000987,E0083,2025-11-01,23,23,2,0,0,1.5,1.0
AT000988,E0083,2025-12-01,22,22,3,0,0,5.8,1.0
AT000989,E0083,2026-01-01,22,20,8,1,1,3.4,0.9091
AT000990,E0083,2026-02-01,21,20,6,0,1,1.1,0.9524
AT000991,E0083,2026-03-01,23,23,6,0,0,0,1.0
AT000992,E0083,2026-04-01,21,21,8,0,0,2.0,1.0
AT000993,E0083,2026-05-01,20,20,2,0,0,1.2,1.0
AT000994,E0083,2026-06-01,23,23,8,0,0,0,1.0
AT000995,E0083,2026-07-01,22,22,8,0,0,0,1.0
AT000996,E0083,2026-08-01,21,21,5,0,0,0,1.0
AT000997,E0084,2025-09-01,23,23,6,0,0,4.4,1.0
AT000998,E0084,2025-10-01,21,20,1,1,0,0,0.9524
AT000999,E0084,2025-11-01,22,22,7,0,0,3.3,1.0
AT001000,E0084,2025-12-01,21,21,4,0,0,0,1.0
AT001001,E0084,2026-01-01,21,20,0,1,0,0,0.9524
AT001002,E0084,2026-02-01,20,19,7,1,0,4.8,0.95
AT001003,E0084,2026-03-01,20,20,6,0,0,0,1.0
AT001004,E0084,2026-04-01,23,23,1,0,0,6.0,1.0
AT001005,E0084,2026-05-01,22,22,6,0,0,4.2,1.0
AT001006,E0084,2026-06-01,21,21,5,0,0,3.5,1.0
AT001007,E0084,2026-07-01,21,21,5,0,0,0,1.0
AT001008,E0084,2026-08-01,22,22,4,0,0,4.5,1.0
AT001009,E0085,2025-09-01,22,21,8,1,0,4.1,0.9545
AT001010,E0085,2025-10-01,20,19,7,0,1,0.3,0.95
AT001011,E0085,2025-11-01,23,23,7,0,0,0,1.0
AT001012,E0085,2025-12-01,20,19,5,1,0,4.3,0.95
AT001013,E0085,2026-01-01,22,22,4,0,0,0,1.0
AT001014,E0085,2026-02-01,22,22,2,0,0,3.8,1.0
AT001015,E0085,2026-03-01,23,23,6,0,0,0,1.0
AT001016,E0085,2026-04-01,20,20,8,0,0,0.3,1.0
AT001017,E0085,2026-05-01,21,20,8,1,0,3.8,0.9524
AT001018,E0085,2026-06-01,21,20,5,0,1,3.2,0.9524
AT001019,E0085,2026-07-01,22,22,4,0,0,4.7,1.0
AT001020,E0085,2026-08-01,22,22,2,0,0,2.5,1.0
AT001021,E0086,2025-09-01,21,20,2,1,0,0,0.9524
AT001022,E0086,2025-10-01,21,21,1,0,0,0,1.0
AT001023,E0086,2025-11-01,20,18,3,1,1,0,0.9
AT001024,E0086,2025-12-01,20,20,8,0,0,0,1.0
AT001025,E0086,2026-01-01,23,22,3,1,0,4.7,0.9565
AT001026,E0086,2026-02-01,23,23,0,0,0,5.4,1.0
AT001027,E0086,2026-03-01,21,21,6,0,0,1.4,1.0
AT001028,E0086,2026-04-01,20,20,2,0,0,2.7,1.0
AT001029,E0086,2026-05-01,20,20,0,0,0,0,1.0
AT001030,E0086,2026-06-01,23,23,8,0,0,0,1.0
AT001031,E0086,2026-07-01,23,23,5,0,0,0,1.0
AT001032,E0086,2026-08-01,21,20,0,1,0,0,0.9524
AT001033,E0087,2025-09-01,20,20,1,0,0,0,1.0
AT001034,E0087,2025-10-01,22,21,1,1,0,1.0,0.9545
AT001035,E0087,2025-11-01,21,21,3,0,0,0,1.0
AT001036,E0087,2025-12-01,20,20,0,0,0,5.4,1.0
AT001037,E0087,2026-01-01,23,23,0,0,0,0,1.0
AT001038,E0087,2026-02-01,22,21,8,0,1,0,0.9545
AT001039,E0087,2026-03-01,20,20,8,0,0,2.3,1.0
AT001040,E0087,2026-04-01,20,20,8,0,0,0,1.0
AT001041,E0087,2026-05-01,21,21,3,0,0,0,1.0
AT001042,E0087,2026-06-01,20,20,5,0,0,0,1.0
AT001043,E0087,2026-07-01,23,22,0,0,1,0,0.9565
AT001044,E0087,2026-08-01,22,22,8,0,0,2.9,1.0
AT001045,E0088,2025-09-01,23,23,6,0,0,0,1.0
AT001046,E0088,2025-10-01,23,23,0,0,0,0.7,1.0
AT001047,E0088,2025-11-01,23,22,3,1,0,1.2,0.9565
AT001048,E0088,2025-12-01,22,22,4,0,0,0,1.0
AT001049,E0088,2026-01-01,22,22,6,0,0,0,1.0
AT001050,E0088,2026-02-01,23,23,3,0,0,0,1.0
AT001051,E0088,2026-03-01,20,20,6,0,0,5.1,1.0
AT001052,E0088,2026-04-01,20,19,8,1,0,4.1,0.95
AT001053,E0088,2026-05-01,23,22,0,1,0,1.7,0.9565
AT001054,E0088,2026-06-01,21,21,6,0,0,0,1.0
AT001055,E0088,2026-07-01,22,22,7,0,0,3.0,1.0
AT001056,E0088,2026-08-01,23,23,7,0,0,2.7,1.0
AT001057,E0089,2025-09-01,20,20,6,0,0,0,1.0
AT001058,E0089,2025-10-01,22,21,7,1,0,2.3,0.9545
AT001059,E0089,2025-11-01,20,19,2,1,0,0.9,0.95
AT001060,E0089,2025-12-01,20,20,1,0,0,0,1.0
AT001061,E0089,2026-01-01,23,23,0,0,0,0,1.0
AT001062,E0089,2026-02-01,22,21,1,1,0,0.5,0.9545
AT001063,E0089,2026-03-01,22,22,5,0,0,2.8,1.0
AT001064,E0089,2026-04-01,20,20,7,0,0,0,1.0
AT001065,E0089,2026-05-01,23,22,8,1,0,0,0.9565
AT001066,E0089,2026-06-01,20,20,3,0,0,3.1,1.0
AT001067,E0089,2026-07-01,22,22,1,0,0,3.1,1.0
AT001068,E0089,2026-08-01,20,19,7,1,0,3.1,0.95
AT001069,E0090,2025-09-01,21,21,5,0,0,0,1.0
AT001070,E0090,2025-10-01,22,22,2,0,0,4.1,1.0
AT001071,E0090,2025-11-01,20,20,8,0,0,4.0,1.0
AT001072,E0090,2025-12-01,23,23,0,0,0,0.5,1.0
AT001073,E0090,2026-01-01,22,21,7,1,0,0,0.9545
AT001074,E0090,2026-02-01,21,21,3,0,0,2.7,1.0
AT001075,E0090,2026-03-01,23,23,6,0,0,1.2,1.0
AT001076,E0090,2026-04-01,20,20,2,0,0,5.2,1.0
AT001077,E0090,2026-05-01,21,21,1,0,0,2.8,1.0
AT001078,E0090,2026-06-01,23,23,4,0,0,0,1.0
AT001079,E0090,2026-07-01,22,22,2,0,0,4.3,1.0
AT001080,E0090,2026-08-01,23,23,3,0,0,2.6,1.0
AT001081,E0091,2025-09-01,21,21,1,0,0,0.8,1.0
AT001082,E0091,2025-10-01,20,20,2,0,0,1.6,1.0
AT001083,E0091,2025-11-01,21,21,2,0,0,2.9,1.0
AT001084,E0091,2025-12-01,22,22,8,0,0,0.7,1.0
AT001085,E0091,2026-01-01,23,23,6,0,0,0,1.0
AT001086,E0091,2026-02-01,23,23,0,0,0,2.2,1.0
AT001087,E0091,2026-03-01,22,22,1,0,0,4.9,1.0
AT001088,E0091,2026-04-01,23,23,6,0,0,1.8,1.0
AT001089,E0091,2026-05-01,20,20,8,0,0,0,1.0
AT001090,E0091,2026-06-01,21,21,0,0,0,0.8,1.0
AT001091,E0091,2026-07-01,20,20,5,0,0,0,1.0
AT001092,E0091,2026-08-01,20,19,7,1,0,1.8,0.95
AT001093,E0092,2025-09-01,22,22,6,0,0,0,1.0
AT001094,E0092,2025-10-01,22,21,7,1,0,0.5,0.9545
AT001095,E0092,2025-11-01,21,20,2,1,0,0,0.9524
AT001096,E0092,2025-12-01,21,21,7,0,0,0,1.0
AT001097,E0092,2026-01-01,20,20,3,0,0,0.9,1.0
AT001098,E0092,2026-02-01,23,23,3,0,0,0,1.0
AT001099,E0092,2026-03-01,23,23,5,0,0,2.4,1.0
AT001100,E0092,2026-04-01,22,22,7,0,0,0,1.0
AT001101,E0092,2026-05-01,21,21,4,0,0,0,1.0
AT001102,E0092,2026-06-01,22,22,7,0,0,4.2,1.0
AT001103,E0092,2026-07-01,20,20,5,0,0,4.1,1.0
AT001104,E0092,2026-08-01,23,22,8,1,0,0.1,0.9565
AT001105,E0093,2025-09-01,23,23,0,0,0,0,1.0
AT001106,E0093,2025-10-01,22,21,5,1,0,0.6,0.9545
AT001107,E0093,2025-11-01,21,20,4,1,0,2.2,0.9524
AT001108,E0093,2025-12-01,21,21,2,0,0,1.6,1.0
AT001109,E0093,2026-01-01,21,21,3,0,0,0,1.0
AT001110,E0093,2026-02-01,22,22,0,0,0,5.1,1.0
AT001111,E0093,2026-03-01,21,21,4,0,0,0,1.0
AT001112,E0093,2026-04-01,23,22,0,0,1,3.9,0.9565
AT001113,E0093,2026-05-01,23,22,1,0,1,1.6,0.9565
AT001114,E0093,2026-06-01,21,20,0,0,1,5.1,0.9524
AT001115,E0093,2026-07-01,20,20,7,0,0,2.8,1.0
AT001116,E0093,2026-08-01,23,23,6,0,0,1.5,1.0
AT001117,E0094,2025-09-01,20,20,4,0,0,0.6,1.0
AT001118,E0094,2025-10-01,21,20,8,1,0,2.6,0.9524
AT001119,E0094,2025-11-01,21,21,2,0,0,0,1.0
AT001120,E0094,2025-12-01,22,22,8,0,0,0,1.0
AT001121,E0094,2026-01-01,23,23,0,0,0,3.6,1.0
AT001122,E0094,2026-02-01,23,23,5,0,0,0.7,1.0
AT001123,E0094,2026-03-01,21,20,3,1,0,3.0,0.9524
AT001124,E0094,2026-04-01,23,23,1,0,0,0,1.0
AT001125,E0094,2026-05-01,23,23,0,0,0,2.5,1.0
AT001126,E0094,2026-06-01,20,20,2,0,0,0.2,1.0
AT001127,E0094,2026-07-01,22,22,3,0,0,0,1.0
AT001128,E0094,2026-08-01,21,20,3,1,0,2.6,0.9524
AT001129,E0095,2025-09-01,20,20,8,0,0,0,1.0
AT001130,E0095,2025-10-01,23,23,7,0,0,0,1.0
AT001131,E0095,2025-11-01,21,21,2,0,0,3.6,1.0
AT001132,E0095,2025-12-01,20,19,0,0,1,4.1,0.95
AT001133,E0095,2026-01-01,20,20,5,0,0,0.9,1.0
AT001134,E0095,2026-02-01,22,21,2,1,0,4.9,0.9545
AT001135,E0095,2026-03-01,22,22,0,0,0,0,1.0
AT001136,E0095,2026-04-01,21,20,2,1,0,0,0.9524
AT001137,E0095,2026-05-01,20,20,7,0,0,0,1.0
AT001138,E0095,2026-06-01,20,20,3,0,0,0.7,1.0
AT001139,E0095,2026-07-01,20,20,4,0,0,0,1.0
AT001140,E0095,2026-08-01,22,22,7,0,0,4.0,1.0
AT001141,E0096,2025-09-01,21,21,4,0,0,0,1.0
AT001142,E0096,2025-10-01,21,21,6,0,0,5.7,1.0
AT001143,E0096,2025-11-01,23,23,0,0,0,0,1.0
AT001144,E0096,2025-12-01,23,23,3,0,0,0,1.0
AT001145,E0096,2026-01-01,21,20,6,1,0,0.2,0.9524
AT001146,E0096,2026-02-01,23,23,5,0,0,0,1.0
AT001147,E0096,2026-03-01,20,20,0,0,0,0,1.0
AT001148,E0096,2026-04-01,21,21,0,0,0,0,1.0
AT001149,E0096,2026-05-01,20,20,6,0,0,0,1.0
AT001150,E0096,2026-06-01,22,22,5,0,0,0,1.0
AT001151,E0096,2026-07-01,20,20,2,0,0,0.1,1.0
AT001152,E0096,2026-08-01,23,23,5,0,0,2.4,1.0
AT001153,E0097,2025-09-01,22,21,7,1,0,4.4,0.9545
AT001154,E0097,2025-10-01,23,23,1,0,0,3.6,1.0
AT001155,E0097,2025-11-01,23,23,6,0,0,0,1.0
AT001156,E0097,2025-12-01,22,22,4,0,0,0,1.0
AT001157,E0097,2026-01-01,21,20,6,1,0,0.3,0.9524
AT001158,E0097,2026-02-01,21,21,1,0,0,3.4,1.0
AT001159,E0097,2026-03-01,23,23,3,0,0,1.6,1.0
AT001160,E0097,2026-04-01,20,20,4,0,0,4.2,1.0
AT001161,E0097,2026-05-01,20,19,6,1,0,2.4,0.95
AT001162,E0097,2026-06-01,20,19,6,0,1,0.1,0.95
AT001163,E0097,2026-07-01,23,23,7,0,0,3.8,1.0
AT001164,E0097,2026-08-01,20,20,0,0,0,2.0,1.0
AT001165,E0098,2025-09-01,21,21,2,0,0,1.4,1.0
AT001166,E0098,2025-10-01,20,19,4,1,0,0,0.95
AT001167,E0098,2025-11-01,20,20,8,0,0,3.5,1.0
AT001168,E0098,2025-12-01,20,20,6,0,0,0.8,1.0
AT001169,E0098,2026-01-01,21,21,3,0,0,1.2,1.0
AT001170,E0098,2026-02-01,23,22,7,1,0,1.6,0.9565
AT001171,E0098,2026-03-01,23,21,1,1,1,0,0.913
AT001172,E0098,2026-04-01,22,22,4,0,0,4.0,1.0
AT001173,E0098,2026-05-01,23,23,3,0,0,0,1.0
AT001174,E0098,2026-06-01,20,19,2,1,0,0.9,0.95
AT001175,E0098,2026-07-01,23,23,8,0,0,2.5,1.0
AT001176,E0098,2026-08-01,22,22,1,0,0,0,1.0
AT001177,E0099,2025-09-01,20,20,2,0,0,0,1.0
AT001178,E0099,2025-10-01,21,20,1,1,0,2.6,0.9524
AT001179,E0099,2025-11-01,21,21,3,0,0,1.6,1.0
AT001180,E0099,2025-12-01,20,20,8,0,0,0,1.0
AT001181,E0099,2026-01-01,22,22,6,0,0,0,1.0
AT001182,E0099,2026-02-01,22,22,7,0,0,0,1.0
AT001183,E0099,2026-03-01,20,20,6,0,0,4.9,1.0
AT001184,E0099,2026-04-01,21,21,0,0,0,3.6,1.0
AT001185,E0099,2026-05-01,22,22,6,0,0,0,1.0
AT001186,E0099,2026-06-01,22,22,6,0,0,0,1.0
AT001187,E0099,2026-07-01,21,21,7,0,0,0,1.0
AT001188,E0099,2026-08-01,20,20,4,0,0,2.8,1.0
AT001189,E0100,2025-09-01,22,22,1,0,0,0,1.0
AT001190,E0100,2025-10-01,22,22,5,0,0,0,1.0
AT001191,E0100,2025-11-01,21,21,8,0,0,0,1.0
AT001192,E0100,2025-12-01,21,21,2,0,0,5.2,1.0
AT001193,E0100,2026-01-01,21,21,7,0,0,0,1.0
AT001194,E0100,2026-02-01,23,22,2,0,1,1.5,0.9565
AT001195,E0100,2026-03-01,23,23,4,0,0,0,1.0
AT001196,E0100,2026-04-01,23,23,8,0,0,0,1.0
AT001197,E0100,2026-05-01,22,22,8,0,0,0,1.0
AT001198,E0100,2026-06-01,23,23,0,0,0,0,1.0
AT001199,E0100,2026-07-01,20,20,6,0,0,1.5,1.0
AT001200,E0100,2026-08-01,22,22,2,0,0,4.6,1.0
AT001201,E0101,2025-09-01,23,23,2,0,0,0,1.0
AT001202,E0101,2025-10-01,20,20,3,0,0,0,1.0
AT001203,E0101,2025-11-01,23,23,2,0,0,0,1.0
AT001204,E0101,2025-12-01,21,21,0,0,0,0,1.0
AT001205,E0101,2026-01-01,20,20,3,0,0,0,1.0
AT001206,E0101,2026-02-01,22,22,0,0,0,4.7,1.0
AT001207,E0101,2026-03-01,20,20,5,0,0,4.6,1.0
AT001208,E0101,2026-04-01,20,20,4,0,0,0,1.0
AT001209,E0101,2026-05-01,20,20,6,0,0,0.9,1.0
AT001210,E0101,2026-06-01,20,20,5,0,0,3.5,1.0
AT001211,E0101,2026-07-01,22,22,7,0,0,2.2,1.0
AT001212,E0101,2026-08-01,23,23,2,0,0,1.1,1.0
AT001213,E0102,2025-09-01,20,20,5,0,0,0,1.0
AT001214,E0102,2025-10-01,22,22,6,0,0,0,1.0
AT001215,E0102,2025-11-01,21,20,3,1,0,3.7,0.9524
AT001216,E0102,2025-12-01,20,19,4,1,0,2.8,0.95
AT001217,E0102,2026-01-01,22,22,6,0,0,0,1.0
AT001218,E0102,2026-02-01,20,20,0,0,0,2.7,1.0
AT001219,E0102,2026-03-01,21,21,6,0,0,0,1.0
AT001220,E0102,2026-04-01,23,23,1,0,0,0,1.0
AT001221,E0102,2026-05-01,23,23,5,0,0,1.9,1.0
AT001222,E0102,2026-06-01,21,21,1,0,0,0.8,1.0
AT001223,E0102,2026-07-01,20,19,5,1,0,0,0.95
AT001224,E0102,2026-08-01,22,22,4,0,0,0,1.0
AT001225,E0103,2025-09-01,21,21,1,0,0,2.0,1.0
AT001226,E0103,2025-10-01,20,20,8,0,0,2.3,1.0
AT001227,E0103,2025-11-01,20,20,7,0,0,0,1.0
AT001228,E0103,2025-12-01,22,21,7,1,0,0,0.9545
AT001229,E0103,2026-01-01,20,20,8,0,0,0,1.0
AT001230,E0103,2026-02-01,20,19,3,1,0,0,0.95
AT001231,E0103,2026-03-01,21,20,3,1,0,2.0,0.9524
AT001232,E0103,2026-04-01,20,19,7,1,0,0,0.95
AT001233,E0103,2026-05-01,23,22,7,1,0,0,0.9565
AT001234,E0103,2026-06-01,20,19,8,0,1,4.0,0.95
AT001235,E0103,2026-07-01,23,22,3,1,0,0,0.9565
AT001236,E0103,2026-08-01,21,21,4,0,0,4.4,1.0
AT001237,E0104,2025-09-01,22,22,0,0,0,2.2,1.0
AT001238,E0104,2025-10-01,21,20,0,1,0,0.9,0.9524
AT001239,E0104,2025-11-01,21,20,5,0,1,0.2,0.9524
AT001240,E0104,2025-12-01,22,22,1,0,0,0.8,1.0
AT001241,E0104,2026-01-01,21,20,6,1,0,0,0.9524
AT001242,E0104,2026-02-01,23,23,5,0,0,0,1.0
AT001243,E0104,2026-03-01,21,21,0,0,0,1.5,1.0
AT001244,E0104,2026-04-01,21,21,5,0,0,4.8,1.0
AT001245,E0104,2026-05-01,21,21,4,0,0,1.4,1.0
AT001246,E0104,2026-06-01,21,20,2,1,0,4.5,0.9524
AT001247,E0104,2026-07-01,20,20,8,0,0,2.1,1.0
AT001248,E0104,2026-08-01,20,20,2,0,0,0,1.0
AT001249,E0105,2025-09-01,20,20,0,0,0,9.0,1.0
