order_id,order_date,customer_id,product_id,account_manager_employee_id,order_quantity,unit_cost_usd,unit_price_usd,discount_percent,cost_of_sales_usd,sales_usd,profit_usd,sales_channel,promotion_name,manufacturer,product_subcategory,product_category,region,city,country,requires_discount_approval,required_approval_level,order_status,data_classification
SO002313,2025-03-04,CUST0172,PROD001,E0188,16,644.95,1125.88,0,10319.2,18014.08,7694.88,Retail,No Promotion,Fabrikam,Laptops,Computers,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO002314,2025-06-15,CUST0130,PROD006,E0075,24,45.23,63.42,0.33,1085.52,1522.08,436.56,Partner,No Promotion,Fabrikam,Desktops,Computers,Asia Pacific,Sydney,Australia,false,None,Processing,Confidential
SO002315,2025-11-18,CUST0135,PROD058,E0118,3,69.41,123.86,0,208.23,371.58,163.35,Partner,No Promotion,Proseware,Audio Books,"Music, Movies and Audio Books",North America,San Francisco,United States,false,None,Completed,Confidential
SO002316,2025-07-31,CUST0126,PROD048,E0097,78,780.65,1082.27,15.3,60890.7,84417.06,23526.36,Online,Year-End Campaign,Proseware,Speakers,Audio,North America,Chicago,United States,true,Finance Manager,Completed,Confidential
SO002317,2025-12-19,CUST0118,PROD050,E0147,25,1071.14,1468.14,1.06,26778.5,36703.5,9925.0,Retail,No Promotion,NexaCore,Headphones,Audio,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Processing,Confidential
SO002318,2026-06-02,CUST0014,PROD040,E0097,15,167.33,202.27,9.47,2509.95,3034.05,524.1,Online,Channel Partner Offer,NexaCore,Televisions,TV and Video,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002319,2025-01-28,CUST0121,PROD048,E0074,24,767.07,1277.72,0,18409.68,30665.28,12255.6,Direct Sales,No Promotion,Proseware,Speakers,Audio,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002320,2025-11-24,CUST0001,PROD047,E0168,20,102.71,139.48,15.89,2054.2,2789.6,735.4,Direct Sales,Year-End Campaign,Litware,Headphones,Audio,North America,San Francisco,United States,true,Finance Manager,Completed,Confidential
SO002321,2025-02-24,CUST0002,PROD057,E0097,2,618.27,752.01,17.24,1236.54,1504.02,267.48,Retail,Strategic Account Discount,Litware,Digital Media,"Music, Movies and Audio Books",Latin America,Buenos Aires,Argentina,true,Finance Manager,Completed,Confidential
SO002322,2026-06-24,CUST0170,PROD015,E0150,10,979.49,1534.58,18.31,9794.9,15345.8,5550.9,Direct Sales,Strategic Account Discount,NexaCore,Digital Cameras,Cameras and Camcorders,Europe,Amsterdam,Netherlands,true,Finance Manager,Completed,Confidential
SO002323,2026-03-13,CUST0144,PROD047,E0039,3,103.94,148.88,10.22,311.82,446.64,134.82,Online,Channel Partner Offer,Litware,Headphones,Audio,Asia Pacific,Delhi,India,true,Finance Manager,Completed,Confidential
SO002324,2025-04-21,CUST0105,PROD020,E0163,46,773.11,1227.51,0,35563.06,56465.46,20902.4,Direct Sales,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO002325,2026-07-17,CUST0058,PROD003,E0097,1,737.71,881.78,14.56,737.71,881.78,144.07,Direct Sales,Year-End Campaign,Proseware,Monitors,Computers,Asia Pacific,Delhi,India,true,Finance Manager,Completed,Confidential
SO002326,2025-01-07,CUST0137,PROD021,E0039,18,1178.82,1498.37,6.01,21218.76,26970.66,5751.9,Direct Sales,Quarterly Bundle,Fabrikam,Smartphones,Cell Phones,Middle East & Africa,Johannesburg,South Africa,false,None,Completed,Confidential
SO002327,2025-12-26,CUST0136,PROD015,E0039,11,1044.72,1710.11,8.97,11491.92,18811.21,7319.29,Partner,Enterprise Upgrade,NexaCore,Digital Cameras,Cameras and Camcorders,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO002328,2025-08-01,CUST0239,PROD011,E0039,50,369.81,809.64,0.02,18490.5,40482.0,21991.5,Partner,No Promotion,Fabrikam,Digital Cameras,Cameras and Camcorders,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Completed,Confidential
SO002329,2026-05-24,CUST0050,PROD051,E0118,34,725.38,1570.7,1.29,24662.92,53403.8,28740.88,Partner,No Promotion,Fabrikam,Digital Media,"Music, Movies and Audio Books",Middle East & Africa,Dubai,United Arab Emirates,false,None,Processing,Confidential
SO002330,2025-05-13,CUST0027,PROD025,E0150,24,331.21,515.8,8.18,7949.04,12379.2,4430.16,Online,Enterprise Upgrade,NexaCore,Feature Phones,Cell Phones,Europe,London,United Kingdom,false,None,Cancelled,Confidential
SO002331,2025-12-24,CUST0004,PROD015,E0063,6,967.3,1878.52,0,5803.8,11271.12,5467.32,Direct Sales,No Promotion,NexaCore,Digital Cameras,Cameras and Camcorders,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO002332,2025-07-03,CUST0157,PROD021,E0025,24,1173.75,1524.6,4.37,28170.0,36590.4,8420.4,Partner,Quarterly Bundle,Fabrikam,Smartphones,Cell Phones,Middle East & Africa,Johannesburg,South Africa,false,None,Shipped,Confidential
SO002333,2025-06-13,CUST0046,PROD027,E0046,15,182.99,319.38,3.62,2744.85,4790.7,2045.85,Partner,Quarterly Bundle,Litware,Smartphones,Cell Phones,Latin America,Sao Paulo,Brazil,false,None,Shipped,Confidential
SO002334,2025-01-08,CUST0169,PROD027,E0018,11,185.4,318.8,3.79,2039.4,3506.8,1467.4,Direct Sales,Quarterly Bundle,Litware,Smartphones,Cell Phones,Europe,Paris,France,false,None,Completed,Confidential
SO002335,2026-01-29,CUST0053,PROD050,E0039,13,1147.71,1463.7,1.36,14920.23,19028.1,4107.87,Direct Sales,No Promotion,NexaCore,Headphones,Audio,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002336,2025-02-12,CUST0144,PROD003,E0039,1,764.72,1032.1,0,764.72,1032.1,267.38,Direct Sales,No Promotion,Proseware,Monitors,Computers,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO002337,2025-12-23,CUST0052,PROD016,E0118,35,877.18,1080.46,4.4,30701.3,37816.1,7114.8,Direct Sales,Quarterly Bundle,Fabrikam,Action Cameras,Cameras and Camcorders,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO002338,2025-01-27,CUST0247,PROD050,E0051,3,1125.34,1332.81,10.18,3376.02,3998.43,622.41,Retail,Channel Partner Offer,NexaCore,Headphones,Audio,Europe,Berlin,Germany,true,Finance Manager,Completed,Confidential
SO002339,2026-05-13,CUST0042,PROD002,E0046,9,505.87,892.74,6.8,4552.83,8034.66,3481.83,Online,Enterprise Upgrade,Litware,Desktops,Computers,Europe,Paris,France,false,None,Completed,Confidential
SO002340,2026-04-22,CUST0178,PROD041,E0057,69,68.52,83.25,10.96,4727.88,5744.25,1016.37,Partner,Channel Partner Offer,Fabrikam,Headphones,Audio,Latin America,Buenos Aires,Argentina,true,Finance Manager,Completed,Confidential
SO002341,2025-03-12,CUST0105,PROD056,E0163,34,1222.43,1376.86,6.54,41562.62,46813.24,5250.62,Partner,Enterprise Upgrade,Fabrikam,Movies,"Music, Movies and Audio Books",Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO002342,2025-05-28,CUST0180,PROD008,E0097,56,1175.99,1472.8,0,65855.44,82476.8,16621.36,Direct Sales,No Promotion,Proseware,Accessories,Computers,Europe,Madrid,Spain,false,None,Completed,Confidential
SO002343,2026-05-21,CUST0041,PROD039,E0074,23,984.82,2098.57,0,22650.86,48267.11,25616.25,Online,No Promotion,Woodgrove,Projectors,TV and Video,Asia Pacific,Mumbai,India,false,None,Completed,Confidential
SO002344,2026-05-30,CUST0187,PROD055,E0168,17,966.42,1645.73,0,16429.14,27977.41,11548.27,Direct Sales,No Promotion,NexaCore,Audio Books,"Music, Movies and Audio Books",Latin America,Mexico City,Mexico,false,None,Completed,Confidential
SO002345,2025-08-07,CUST0173,PROD052,E0046,20,1139.51,1406.66,7.08,22790.2,28133.2,5343.0,Online,Enterprise Upgrade,Litware,Audio Books,"Music, Movies and Audio Books",Middle East & Africa,Riyadh,Saudi Arabia,false,None,Processing,Confidential
SO002346,2026-05-05,CUST0116,PROD060,E0057,16,934.03,956.16,18.65,14944.48,15298.56,354.08,Direct Sales,Strategic Account Discount,NexaCore,Digital Media,"Music, Movies and Audio Books",Latin America,Sao Paulo,Brazil,true,Finance Manager,Completed,Confidential
SO002347,2026-01-03,CUST0117,PROD029,E0150,69,475.6,660.26,9.34,32816.4,45557.94,12741.54,Partner,Channel Partner Offer,Woodgrove,Phone Accessories,Cell Phones,Europe,Milan,Italy,false,None,Processing,Confidential
SO002348,2026-01-31,CUST0064,PROD002,E0051,26,559.86,832.48,13.09,14556.36,21644.48,7088.12,Online,New Customer Incentive,Litware,Desktops,Computers,Europe,Berlin,Germany,true,Finance Manager,Cancelled,Confidential
SO002349,2026-07-08,CUST0179,PROD010,E0132,7,622.88,1260.72,0.96,4360.16,8825.04,4464.88,Direct Sales,No Promotion,NexaCore,Desktops,Computers,Europe,Paris,France,false,None,Completed,Confidential
SO002350,2025-06-08,CUST0105,PROD059,E0163,20,749.59,1256.41,4.27,14991.8,25128.2,10136.4,Retail,Quarterly Bundle,Woodgrove,Movies,"Music, Movies and Audio Books",Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO002351,2026-06-09,CUST0030,PROD051,E0039,3,708.04,1591.15,0,2124.12,4773.45,2649.33,Retail,No Promotion,Fabrikam,Digital Media,"Music, Movies and Audio Books",Europe,Milan,Italy,false,None,Completed,Confidential
SO002352,2026-07-04,CUST0197,PROD033,E0075,5,950.68,1264.36,0,4753.4,6321.8,1568.4,Partner,No Promotion,Proseware,Projectors,TV and Video,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO002353,2026-08-07,CUST0066,PROD011,E0150,16,381.76,668.56,17.44,6108.16,10696.96,4588.8,Retail,Strategic Account Discount,Fabrikam,Digital Cameras,Cameras and Camcorders,Europe,Milan,Italy,true,Finance Manager,Completed,Confidential
SO002354,2025-12-08,CUST0246,PROD020,E0005,18,874.58,1227.51,0,15742.44,22095.18,6352.74,Direct Sales,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Europe,Madrid,Spain,false,None,Completed,Confidential
SO002355,2026-04-10,CUST0117,PROD025,E0150,48,346.8,508.54,9.47,16646.4,24409.92,7763.52,Partner,Enterprise Upgrade,NexaCore,Feature Phones,Cell Phones,Europe,Milan,Italy,false,None,Completed,Confidential
SO002356,2026-05-20,CUST0068,PROD030,E0097,17,977.33,1180.92,7.98,16614.61,20075.64,3461.03,Online,Enterprise Upgrade,NexaCore,Smartphones,Cell Phones,Asia Pacific,Sydney,Australia,false,None,Completed,Confidential
SO002357,2025-01-01,CUST0088,PROD056,E0163,20,1235.4,1355.74,7.98,24708.0,27114.8,2406.8,Online,Enterprise Upgrade,Fabrikam,Movies,"Music, Movies and Audio Books",Europe,Madrid,Spain,false,None,Completed,Confidential
SO002358,2026-08-16,CUST0196,PROD034,E0168,22,449.13,601.43,6.79,9880.86,13231.46,3350.6,Online,Enterprise Upgrade,Woodgrove,Televisions,TV and Video,Europe,Amsterdam,Netherlands,false,None,Processing,Confidential
SO002359,2026-05-11,CUST0210,PROD004,E0188,8,157.89,216.92,9.05,1263.12,1735.36,472.24,Direct Sales,Channel Partner Offer,Woodgrove,Accessories,Computers,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO002360,2025-04-18,CUST0237,PROD048,E0025,13,828.76,1274.7,0.24,10773.88,16571.1,5797.22,Online,No Promotion,Proseware,Speakers,Audio,North America,Vancouver,Canada,false,None,Completed,Confidential
SO002361,2025-04-03,CUST0226,PROD052,E0074,5,1078.23,1513.84,0,5391.15,7569.2,2178.05,Online,No Promotion,Litware,Audio Books,"Music, Movies and Audio Books",Europe,Milan,Italy,false,None,Completed,Confidential
SO002362,2025-01-10,CUST0017,PROD051,E0047,42,749.87,1511.41,5.01,31494.54,63479.22,31984.68,Online,Quarterly Bundle,Fabrikam,Digital Media,"Music, Movies and Audio Books",North America,New York,United States,false,None,Completed,Confidential
SO002363,2026-08-01,CUST0105,PROD041,E0163,29,60.6,81.55,12.77,1757.4,2364.95,607.55,Online,New Customer Incentive,Fabrikam,Headphones,Audio,Asia Pacific,Tokyo,Japan,true,Finance Manager,Completed,Confidential
SO002364,2026-06-21,CUST0202,PROD020,E0074,4,865.52,1215.1,1.01,3462.08,4860.4,1398.32,Retail,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Europe,Milan,Italy,false,None,Completed,Confidential
SO002365,2026-06-05,CUST0171,PROD009,E0097,12,624.24,813.14,10.74,7490.88,9757.68,2266.8,Direct Sales,Channel Partner Offer,Woodgrove,Laptops,Computers,North America,New York,United States,true,Finance Manager,Completed,Confidential
SO002366,2025-07-26,CUST0221,PROD040,E0018,11,167.65,223.43,0,1844.15,2457.73,613.58,Online,No Promotion,NexaCore,Televisions,TV and Video,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002367,2025-02-27,CUST0224,PROD051,E0025,3,715.67,1461.2,8.17,2147.01,4383.6,2236.59,Partner,Enterprise Upgrade,Fabrikam,Digital Media,"Music, Movies and Audio Books",Asia Pacific,Mumbai,India,false,None,Completed,Confidential
SO002368,2026-08-09,CUST0105,PROD005,E0163,41,1258.15,1586.77,0.87,51584.15,65057.57,13473.42,Online,No Promotion,NexaCore,Laptops,Computers,Asia Pacific,Tokyo,Japan,false,None,Completed,Confidential
SO002369,2026-05-01,CUST0231,PROD019,E0117,17,287.09,353.69,9.3,4880.53,6012.73,1132.2,Partner,Enterprise Upgrade,Woodgrove,Digital Cameras,Cameras and Camcorders,Asia Pacific,Bengaluru,India,false,None,Completed,Confidential
SO002370,2025-08-29,CUST0020,PROD055,E0159,72,921.52,1487.8,9.6,66349.44,107121.6,40772.16,Partner,Channel Partner Offer,NexaCore,Audio Books,"Music, Movies and Audio Books",Asia Pacific,Sydney,Australia,false,None,Shipped,Confidential
SO002371,2025-03-30,CUST0211,PROD007,E0057,11,1093.98,1452.71,17.24,12033.78,15979.81,3946.03,Online,Strategic Account Discount,Litware,Monitors,Computers,Europe,Berlin,Germany,true,Finance Manager,Completed,Confidential
SO002372,2025-02-07,CUST0152,PROD057,E0018,20,616.56,905.33,0.37,12331.2,18106.6,5775.4,Retail,No Promotion,Litware,Digital Media,"Music, Movies and Audio Books",North America,New York,United States,false,None,Completed,Confidential
SO002373,2025-07-21,CUST0095,PROD002,E0163,20,503.87,861.01,10.11,10077.4,17220.2,7142.8,Partner,Channel Partner Offer,Litware,Desktops,Computers,Middle East & Africa,Riyadh,Saudi Arabia,true,Finance Manager,Completed,Confidential
SO002374,2026-04-14,CUST0168,PROD044,E0005,8,246.58,274.58,5.13,1972.64,2196.64,224.0,Direct Sales,Quarterly Bundle,Woodgrove,Headphones,Audio,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
SO002375,2025-09-21,CUST0055,PROD005,E0150,1,1141.35,1503.3,6.08,1141.35,1503.3,361.95,Online,Quarterly Bundle,NexaCore,Laptops,Computers,Asia Pacific,Sydney,Australia,false,None,Shipped,Confidential
SO002376,2025-01-29,CUST0167,PROD038,E0132,21,946.69,1173.07,9.89,19880.49,24634.47,4753.98,Partner,Channel Partner Offer,Proseware,Streaming Devices,TV and Video,Europe,Madrid,Spain,false,None,Completed,Confidential
SO002377,2026-01-22,CUST0174,PROD007,E0117,14,1188.5,1476.93,15.86,16639.0,20677.02,4038.02,Direct Sales,Year-End Campaign,Litware,Monitors,Computers,Asia Pacific,Mumbai,India,true,Finance Manager,Completed,Confidential
SO002378,2025-10-24,CUST0106,PROD040,E0075,20,165.14,198.44,11.19,3302.8,3968.8,666.0,Partner,New Customer Incentive,NexaCore,Televisions,TV and Video,Europe,Berlin,Germany,true,Finance Manager,Completed,Confidential
SO002379,2025-07-29,CUST0053,PROD036,E0039,24,505.67,960.24,1.31,12136.08,23045.76,10909.68,Direct Sales,No Promotion,Fabrikam,Projectors,TV and Video,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002380,2026-05-21,CUST0044,PROD024,E0097,1,1298.5,2305.8,9.96,1298.5,2305.8,1007.3,Retail,Channel Partner Offer,Woodgrove,Smartphones,Cell Phones,North America,Vancouver,Canada,false,None,Completed,Confidential
SO002381,2025-09-17,CUST0229,PROD025,E0117,23,363.54,456.07,18.81,8361.42,10489.61,2128.19,Online,Strategic Account Discount,NexaCore,Feature Phones,Cell Phones,Latin America,Sao Paulo,Brazil,true,Finance Manager,Completed,Confidential
SO002382,2025-03-28,CUST0031,PROD014,E0186,6,222.62,279.5,16.1,1335.72,1677.0,341.28,Direct Sales,Year-End Campaign,Woodgrove,Lenses,Cameras and Camcorders,North America,New York,United States,true,Finance Manager,Completed,Confidential
SO002383,2025-07-29,CUST0167,PROD030,E0132,7,1099.25,1198.0,6.65,7694.75,8386.0,691.25,Online,Enterprise Upgrade,NexaCore,Smartphones,Cell Phones,Europe,Madrid,Spain,false,None,Shipped,Confidential
SO002384,2025-01-19,CUST0209,PROD029,E0186,6,457.97,723.94,0.6,2747.82,4343.64,1595.82,Partner,No Promotion,Woodgrove,Phone Accessories,Cell Phones,Asia Pacific,Sydney,Australia,false,None,Completed,Confidential
SO002385,2025-08-31,CUST0103,PROD035,E0188,58,241.98,351.03,4.54,14034.84,20359.74,6324.9,Partner,Quarterly Bundle,NexaCore,Streaming Devices,TV and Video,Latin America,Mexico City,Mexico,false,None,Completed,Confidential
SO002386,2026-01-15,CUST0058,PROD045,E0097,8,69.54,110.18,0,556.32,881.44,325.12,Direct Sales,No Promotion,NexaCore,Speakers,Audio,Asia Pacific,Delhi,India,false,None,Completed,Confidential
SO002387,2025-01-23,CUST0148,PROD010,E0097,22,637.51,1159.26,8.93,14025.22,25503.72,11478.5,Online,Enterprise Upgrade,NexaCore,Desktops,Computers,Europe,Amsterdam,Netherlands,false,None,Completed,Confidential
SO002388,2025-12-27,CUST0096,PROD022,E0005,22,826.65,1625.24,5.4,18186.3,35755.28,17568.98,Direct Sales,Quarterly Bundle,Litware,Feature Phones,Cell Phones,Asia Pacific,Delhi,India,false,None,Processing,Confidential
SO002389,2026-07-31,CUST0221,PROD025,E0018,10,335.76,507.88,9.59,3357.6,5078.8,1721.2,Partner,Channel Partner Offer,NexaCore,Feature Phones,Cell Phones,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002390,2026-04-21,CUST0030,PROD014,E0039,23,222.28,333.13,0,5112.44,7661.99,2549.55,Retail,No Promotion,Woodgrove,Lenses,Cameras and Camcorders,Europe,Milan,Italy,false,None,Completed,Confidential
SO002391,2025-08-01,CUST0152,PROD006,E0018,16,51.58,63.63,0,825.28,1018.08,192.8,Direct Sales,No Promotion,Fabrikam,Desktops,Computers,North America,New York,United States,false,None,Completed,Confidential
SO002392,2026-01-28,CUST0051,PROD046,E0163,65,149.12,234.67,11.5,9692.8,15253.55,5560.75,Direct Sales,New Customer Incentive,Fabrikam,Home Audio,Audio,Latin America,Mexico City,Mexico,true,Finance Manager,Processing,Confidential
SO002393,2026-03-31,CUST0179,PROD001,E0132,8,680.77,1063.53,5.54,5446.16,8508.24,3062.08,Direct Sales,Quarterly Bundle,Fabrikam,Laptops,Computers,Europe,Paris,France,false,None,Completed,Confidential
SO002394,2026-08-17,CUST0182,PROD004,E0132,46,169.49,194.42,18.49,7796.54,8943.32,1146.78,Online,Strategic Account Discount,Woodgrove,Accessories,Computers,North America,Chicago,United States,true,Finance Manager,Cancelled,Confidential
SO002395,2025-03-27,CUST0234,PROD060,E0039,33,921.08,966.15,17.8,30395.64,31882.95,1487.31,Direct Sales,Strategic Account Discount,NexaCore,Digital Media,"Music, Movies and Audio Books",Middle East & Africa,Dubai,United Arab Emirates,true,Finance Manager,Completed,Confidential
SO002396,2025-05-04,CUST0232,PROD012,E0186,18,676.24,1212.64,0,12172.32,21827.52,9655.2,Direct Sales,No Promotion,Litware,Action Cameras,Cameras and Camcorders,Asia Pacific,Singapore,Singapore,false,None,Completed,Confidential
SO002397,2025-08-14,CUST0032,PROD049,E0118,13,1081.96,1564.54,4.51,14065.48,20339.02,6273.54,Online,Quarterly Bundle,Woodgrove,Home Audio,Audio,Asia Pacific,Tokyo,Japan,false,None,Cancelled,Confidential
SO002398,2025-09-07,CUST0189,PROD046,E0150,10,138.43,264.05,0.42,1384.3,2640.5,1256.2,Online,No Promotion,Fabrikam,Home Audio,Audio,North America,Vancouver,Canada,false,None,Completed,Confidential
SO002399,2025-10-10,CUST0064,PROD001,E0051,71,721.53,878.26,21.99,51228.63,62356.46,11127.83,Partner,Executive Exception,Fabrikam,Laptops,Computers,Europe,Berlin,Germany,true,Finance Manager + Executive,Completed,Confidential
SO002400,2025-01-07,CUST0025,PROD003,E0047,9,770.24,835.08,19.09,6932.16,7515.72,583.56,Direct Sales,Strategic Account Discount,Proseware,Monitors,Computers,Middle East & Africa,Dubai,United Arab Emirates,true,Finance Manager,Cancelled,Confidential
SO002401,2026-02-20,CUST0160,PROD059,E0063,6,713.14,1312.5,0,4278.84,7875.0,3596.16,Partner,No Promotion,Woodgrove,Movies,"Music, Movies and Audio Books",North America,Vancouver,Canada,false,None,Completed,Confidential
SO002402,2025-04-07,CUST0221,PROD020,E0018,16,863.48,1182.07,3.7,13815.68,18913.12,5097.44,Partner,Quarterly Bundle,NexaCore,Action Cameras,Cameras and Camcorders,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002403,2026-04-03,CUST0138,PROD023,E0132,10,405.45,713.9,10.89,4054.5,7139.0,3084.5,Online,Channel Partner Offer,Proseware,Phone Accessories,Cell Phones,Europe,Madrid,Spain,true,Finance Manager,Cancelled,Confidential
SO002404,2026-06-19,CUST0140,PROD020,E0132,71,821.9,1225.7,0.15,58354.9,87024.7,28669.8,Direct Sales,No Promotion,NexaCore,Action Cameras,Cameras and Camcorders,Europe,Amsterdam,Netherlands,false,None,Completed,Confidential
SO002405,2025-09-13,CUST0140,PROD004,E0132,1,177.63,196.14,17.77,177.63,196.14,18.51,Online,Strategic Account Discount,Woodgrove,Accessories,Computers,Europe,Amsterdam,Netherlands,true,Finance Manager,Completed,Confidential
SO002406,2026-05-10,CUST0226,PROD033,E0074,18,944.42,1198.89,5.18,16999.56,21580.02,4580.46,Online,Quarterly Bundle,Proseware,Projectors,TV and Video,Europe,Milan,Italy,false,None,Completed,Confidential
SO002407,2026-03-03,CUST0226,PROD022,E0074,7,768.7,1625.11,5.4,5380.9,11375.77,5994.87,Partner,Quarterly Bundle,Litware,Feature Phones,Cell Phones,Europe,Milan,Italy,false,None,Completed,Confidential
SO002408,2025-11-30,CUST0101,PROD015,E0046,10,1098.72,1851.8,1.42,10987.2,18518.0,7530.8,Partner,No Promotion,NexaCore,Digital Cameras,Cameras and Camcorders,Europe,London,United Kingdom,false,None,Completed,Confidential
SO002409,2026-05-25,CUST0073,PROD010,E0005,7,667.77,1139.37,10.49,4674.39,7975.59,3301.2,Direct Sales,Channel Partner Offer,NexaCore,Desktops,Computers,North America,Chicago,United States,true,Finance Manager,Completed,Confidential
SO002410,2025-05-23,CUST0016,PROD027,E0025,17,200.93,327.4,1.2,3415.81,5565.8,2149.99,Retail,No Promotion,Litware,Smartphones,Cell Phones,North America,Toronto,Canada,false,None,Completed,Confidential
SO002411,2025-01-30,CUST0207,PROD019,E0047,16,318.85,353.97,9.23,5101.6,5663.52,561.92,Retail,Enterprise Upgrade,Woodgrove,Digital Cameras,Cameras and Camcorders,North America,Chicago,United States,false,None,Completed,Confidential
SO002412,2025-05-26,CUST0124,PROD013,E0117,21,824.26,909.81,6.93,17309.46,19106.01,1796.55,Retail,Enterprise Upgrade,Proseware,Camcorders,Cameras and Camcorders,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002413,2026-05-10,CUST0178,PROD010,E0057,32,632.89,1272.88,0,20252.48,40732.16,20479.68,Direct Sales,No Promotion,NexaCore,Desktops,Computers,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
SO002414,2025-08-24,CUST0238,PROD048,E0046,63,747.61,1271.12,0.52,47099.43,80080.56,32981.13,Retail,No Promotion,Proseware,Speakers,Audio,Middle East & Africa,Johannesburg,South Africa,false,None,Cancelled,Confidential
SO002415,2026-03-22,CUST0058,PROD007,E0097,17,1132.34,1755.31,0,19249.78,29840.27,10590.49,Retail,No Promotion,Litware,Monitors,Computers,Asia Pacific,Delhi,India,false,None,Shipped,Confidential
SO002416,2026-02-15,CUST0243,PROD019,E0147,10,305.42,353.47,9.36,3054.2,3534.7,480.5,Direct Sales,Enterprise Upgrade,Woodgrove,Digital Cameras,Cameras and Camcorders,Europe,Milan,Italy,false,None,Completed,Confidential
SO002417,2026-02-27,CUST0064,PROD024,E0051,69,1211.24,2536.69,0.94,83575.56,175031.61,91456.05,Partner,No Promotion,Woodgrove,Smartphones,Cell Phones,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002418,2026-05-14,CUST0202,PROD059,E0074,65,698.32,1249.05,4.83,45390.8,81188.25,35797.45,Direct Sales,Quarterly Bundle,Woodgrove,Movies,"Music, Movies and Audio Books",Europe,Milan,Italy,false,None,Shipped,Confidential
SO002419,2026-05-23,CUST0124,PROD027,E0117,19,197.18,329.3,0.63,3746.42,6256.7,2510.28,Retail,No Promotion,Litware,Smartphones,Cell Phones,Europe,Berlin,Germany,false,None,Completed,Confidential
SO002420,2025-10-30,CUST0172,PROD026,E0188,8,372.51,617.86,15.29,2980.08,4942.88,1962.8,Retail,Year-End Campaign,Fabrikam,Phone Accessories,Cell Phones,Middle East & Africa,Riyadh,Saudi Arabia,true,Finance Manager,Completed,Confidential
SO002421,2026-02-06,CUST0189,PROD056,E0150,7,1122.74,1473.29,0,7859.18,10313.03,2453.85,Online,No Promotion,Fabrikam,Movies,"Music, Movies and Audio Books",North America,Vancouver,Canada,false,None,Shipped,Confidential
SO002422,2025-11-15,CUST0110,PROD024,E0159,9,1277.41,2560.88,0,11496.69,23047.92,11551.23,Direct Sales,No Promotion,Woodgrove,Smartphones,Cell Phones,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
SO002423,2025-08-07,CUST0102,PROD042,E0159,12,1140.56,2376.81,6.37,13686.72,28521.72,14835.0,Retail,Quarterly Bundle,Litware,Speakers,Audio,North America,San Francisco,United States,false,None,Completed,Confidential
SO002424,2025-07-02,CUST0245,PROD048,E0117,9,789.05,1193.05,6.63,7101.45,10737.45,3636.0,Direct Sales,Enterprise Upgrade,Proseware,Speakers,Audio,Latin America,Sao Paulo,Brazil,false,None,Cancelled,Confidential
SO002425,2026-02-04,CUST0173,PROD007,E0046,9,1185.24,1755.31,0,10667.16,15797.79,5130.63,Direct Sales,No Promotion,Litware,Monitors,Computers,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Shipped,Confidential
SO002426,2025-04-17,CUST0027,PROD039,E0150,18,998.86,1756.91,16.28,17979.48,31624.38,13644.9,Retail,Year-End Campaign,Woodgrove,Projectors,TV and Video,Europe,London,United Kingdom,true,Finance Manager,Completed,Confidential
SO002427,2026-04-17,CUST0097,PROD060,E0005,15,852.0,1166.26,0.78,12780.0,17493.9,4713.9,Partner,No Promotion,NexaCore,Digital Media,"Music, Movies and Audio Books",Europe,Milan,Italy,false,None,Processing,Confidential
SO002428,2025-11-20,CUST0172,PROD047,E0188,18,90.19,157.75,4.87,1623.42,2839.5,1216.08,Direct Sales,Quarterly Bundle,Litware,Headphones,Audio,Middle East & Africa,Riyadh,Saudi Arabia,false,None,Shipped,Confidential
SO002429,2026-04-06,CUST0002,PROD043,E0097,21,602.04,765.15,6.3,12642.84,16068.15,3425.31,Online,Quarterly Bundle,Proseware,Home Audio,Audio,Latin America,Buenos Aires,Argentina,false,None,Completed,Confidential
