access_decision_id,decision_time,user_id,assigned_roles,requested_permission,resource_type,resource_id,decision,decision_reason,policy_engine,zero_trust_checks,session_risk_score
ACD00276,2026-04-28T00:22:00,U0086,Employee,employee.update,purchase_request,PUR0145,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.477
ACD00277,2026-08-15T15:59:00,U0025,Employee,ai.query,document,DOC012,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.048
ACD00278,2026-04-02T17:17:00,U0035,Employee,leave.read_own,sales_order,SO000114,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.209
ACD00279,2026-04-18T12:04:00,U0091,Employee,audit.read,document,DOC012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.196
ACD00280,2026-04-14T00:15:00,U0153,Employee,employee.salary.read,task,T00156,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.879
ACD00281,2026-08-12T09:03:00,U0062,Employee,approval.review,employee,E0128,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.68
ACD00282,2026-07-09T02:34:00,U0016,Employee,document.read_security,task,T00176,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.487
ACD00283,2026-01-23T04:08:00,U0138,Employee,leave.approve,task,T00318,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.564
ACD00284,2026-06-16T21:46:00,U0155,Employee,ai.execute_high_risk,project,PRJ010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.079
ACD00285,2026-01-19T08:13:00,U0116,Employee,evaluation.manage,audit_log,AUD008652,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.434
ACD00286,2026-05-22T13:20:00,U0156,Employee,task.read,purchase_request,PUR0090,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.607
ACD00287,2026-06-26T08:47:00,U0139,Employee,project.create,audit_log,AUD006496,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.072
ACD00288,2026-02-16T10:17:00,U0061,Employee,expense.approve,purchase_request,PUR0019,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.233
ACD00289,2026-06-17T14:18:00,U0166,Employee,evaluation.read,document,DOC008,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.054
ACD00290,2026-07-02T18:50:00,U0176,Employee,finance.read,document,DOC001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.529
ACD00291,2026-03-14T01:40:00,U0072,Employee,document.read_finance,employee,E0187,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.571
ACD00292,2026-06-11T11:15:00,U0069,Employee,document.read_hr,purchase_request,PUR0173,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.146
ACD00293,2026-05-19T22:14:00,U0084,Employee,audit.read,sales_order,SO002839,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.081
ACD00294,2026-04-08T06:57:00,U0062,Employee,document.read_hr,task,T00044,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.295
ACD00295,2026-05-23T23:49:00,U0119,Employee,ai.query,task,T00352,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.712
ACD00296,2026-05-17T00:30:00,U0121,Employee,task.read,audit_log,AUD001841,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.795
ACD00297,2026-08-28T15:26:00,U0161,Employee,employee.salary.read,task,T00149,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.055
ACD00298,2026-08-02T16:08:00,U0018,Employee,expense.approve,project,PRJ010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.393
ACD00299,2026-05-17T04:15:00,U0101,Employee,ai.query,purchase_request,PUR0026,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.727
ACD00300,2026-05-31T23:32:00,U0165,Employee,task.reassign,task,T00018,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.873
ACD00301,2026-04-09T12:11:00,U0147,Employee,employee.update,purchase_request,PUR0110,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.022
ACD00302,2026-06-13T06:39:00,U0147,Employee,ai.execute_low_risk,employee,E0048,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.49
ACD00303,2026-05-06T08:18:00,U0061,Employee,document.read_public,sales_order,SO003686,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.558
ACD00304,2026-08-13T07:18:00,U0075,Employee,audit.read,employee,E0160,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.572
ACD00305,2026-07-03T18:25:00,U0054,Employee,ai.execute_high_risk,audit_log,AUD001224,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.874
ACD00306,2026-03-23T22:58:00,U0186,Employee,project.read,employee,E0170,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.746
ACD00307,2026-07-24T23:17:00,U0059,Employee,document.upload,project,PRJ006,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.1
ACD00308,2026-08-15T18:03:00,U0062,Employee,ai.execute_low_risk,document,DOC003,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.703
ACD00309,2026-05-07T04:37:00,U0102,Employee,document.read_security,document,DOC013,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.532
ACD00310,2026-06-23T02:42:00,U0119,Employee,project.create,task,T00102,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.81
ACD00311,2026-03-15T06:59:00,U0142,Employee,role.manage,project,PRJ007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.644
ACD00312,2026-03-29T20:24:00,U0196,Employee,ai.execute_low_risk,task,T00526,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.19
ACD00313,2026-05-16T01:15:00,U0113,Employee,project.assign,document,DOC012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.339
ACD00314,2026-01-04T01:42:00,U0144,Employee,audit.read,purchase_request,PUR0177,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.634
ACD00315,2026-02-14T02:40:00,U0024,Auditor|Employee,finance.read,document,DOC011,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.388
ACD00316,2026-08-18T04:20:00,U0002,Employee|HR_Manager,employee.update,purchase_request,PUR0026,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.189
ACD00317,2026-04-03T14:44:00,U0101,Employee,project.assign,task,T00198,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.169
ACD00318,2026-03-07T13:10:00,U0045,Employee,document.read_public,employee,E0126,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.793
ACD00319,2026-03-01T01:18:00,U0018,Employee,evaluation.read,audit_log,AUD007482,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.858
ACD00320,2026-02-03T15:28:00,U0037,Employee,approval.review,project,PRJ010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.36
ACD00321,2026-07-14T23:12:00,U0161,Employee,audit.read,employee,E0002,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.834
ACD00322,2026-05-24T09:50:00,U0015,Employee,finance.read,purchase_request,PUR0150,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.33
ACD00323,2026-06-30T11:18:00,U0008,Admin|Employee|Security_Officer,evaluation.manage,project,PRJ007,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.847
ACD00324,2026-01-25T15:04:00,U0009,Employee|Project_Manager,leave.read_own,sales_order,SO002451,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.792
ACD00325,2026-08-20T17:08:00,U0039,Employee,sales.export,audit_log,AUD001256,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.593
ACD00326,2026-05-07T21:12:00,U0040,Employee,employee.read_sensitive,task,T00045,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.855
ACD00327,2026-03-30T04:33:00,U0151,Employee,ai.query,audit_log,AUD005118,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.519
ACD00328,2026-04-28T15:39:00,U0125,Employee,leave.approve,project,PRJ012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.075
ACD00329,2026-04-25T02:47:00,U0024,Auditor|Employee,sales.export,purchase_request,PUR0070,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.508
ACD00330,2026-06-30T06:41:00,U0061,Employee,project.create,sales_order,SO001335,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.177
ACD00331,2026-01-12T11:12:00,U0156,Employee,role.manage,sales_order,SO001168,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.61
ACD00332,2026-03-26T00:23:00,U0138,Employee,task.reassign,project,PRJ015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.373
ACD00333,2026-04-18T08:50:00,U0068,Employee,ai.execute_low_risk,sales_order,SO004700,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.425
ACD00334,2026-07-30T05:19:00,U0037,Employee,sales.export,audit_log,AUD009286,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.251
ACD00335,2026-05-29T13:16:00,U0014,AI_Reviewer|Employee,user.manage,project,PRJ015,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.395
ACD00336,2026-01-03T13:33:00,U0134,Employee,project.assign,employee,E0166,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.71
ACD00337,2026-07-16T20:15:00,U0012,Employee|Project_Manager,employee.update,sales_order,SO002743,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.093
ACD00338,2026-08-15T19:02:00,U0134,Employee,sales.export,purchase_request,PUR0177,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.681
ACD00339,2026-07-19T06:34:00,U0093,Employee,document.read_finance,task,T00403,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.891
ACD00340,2026-06-08T18:51:00,U0180,Employee,document.read_hr,employee,E0132,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.385
ACD00341,2026-05-08T08:45:00,U0127,Employee,employee.read_sensitive,sales_order,SO003815,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.916
ACD00342,2026-02-02T14:22:00,U0092,Employee,user.manage,document,DOC007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.216
ACD00343,2026-05-17T00:32:00,U0195,Employee|Executive,document.upload,employee,E0125,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.628
ACD00344,2026-03-01T12:00:00,U0170,Employee,project.update,audit_log,AUD006061,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.445
ACD00345,2026-04-06T17:19:00,U0112,Employee,expense.approve,sales_order,SO000753,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.524
ACD00346,2026-02-09T12:25:00,U0100,Employee,employee.read_sensitive,task,T00131,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.895
ACD00347,2026-01-05T08:44:00,U0053,Employee,task.read,audit_log,AUD003938,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.135
ACD00348,2026-05-06T15:39:00,U0015,Employee,document.read_hr,purchase_request,PUR0057,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.519
ACD00349,2026-04-19T16:26:00,U0183,Employee,employee.salary.read,project,PRJ007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.312
ACD00350,2026-01-05T22:55:00,U0149,Employee,leave.read_all,audit_log,AUD003997,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.261
ACD00351,2026-04-23T01:41:00,U0078,Employee,role.manage,sales_order,SO004309,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.034
ACD00352,2026-04-21T12:47:00,U0188,Employee,sales.export,sales_order,SO004088,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.141
ACD00353,2026-02-14T15:09:00,U0119,Employee,ai.query,audit_log,AUD006217,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.335
ACD00354,2026-05-30T12:58:00,U0101,Employee,sales.read,audit_log,AUD004369,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.917
ACD00355,2026-02-11T18:50:00,U0119,Employee,document.read_hr,audit_log,AUD003602,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.045
ACD00356,2026-08-11T17:34:00,U0101,Employee,employee.read,sales_order,SO004813,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.327
ACD00357,2026-05-07T04:52:00,U0070,Employee,project.update,purchase_request,PUR0176,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.873
ACD00358,2026-02-19T17:41:00,U0074,Employee,sales.read,audit_log,AUD000121,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.208
ACD00359,2026-06-07T09:26:00,U0010,Employee,ai.execute_high_risk,purchase_request,PUR0113,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.504
ACD00360,2026-05-22T11:14:00,U0096,Employee,audit.read,project,PRJ001,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.651
ACD00361,2026-06-30T17:19:00,U0007,Employee|Project_Manager,approval.review,sales_order,SO002047,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.251
ACD00362,2026-08-03T23:47:00,U0015,Employee,leave.approve,purchase_request,PUR0150,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.598
ACD00363,2026-04-03T15:21:00,U0123,Employee|Executive,employee.update,audit_log,AUD004642,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.806
ACD00364,2026-04-02T08:23:00,U0131,Employee,document.read_hr,audit_log,AUD000259,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.276
ACD00365,2026-05-21T10:53:00,U0139,Employee,document.read_finance,sales_order,SO001493,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.876
ACD00366,2026-02-27T21:02:00,U0110,Employee,sales.export,document,DOC011,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.039
ACD00367,2026-04-01T09:56:00,U0062,Employee,sales.export,employee,E0022,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.13
ACD00368,2026-01-03T12:05:00,U0004,Employee|Project_Manager,project.assign,purchase_request,PUR0068,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.366
ACD00369,2026-04-14T01:01:00,U0095,Employee,task.reassign,document,DOC007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.685
ACD00370,2026-04-05T06:13:00,U0191,Employee|Executive,audit.read,audit_log,AUD004790,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.184
ACD00371,2026-04-08T09:59:00,U0087,Employee,leave.read_own,sales_order,SO002286,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.284
ACD00372,2026-03-12T14:01:00,U0157,Employee,project.update,sales_order,SO004078,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.669
ACD00373,2026-03-28T20:02:00,U0045,Employee,project.assign,audit_log,AUD000443,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.37
ACD00374,2026-01-09T20:00:00,U0181,Employee,finance.read,audit_log,AUD003673,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.844
ACD00375,2026-05-22T20:32:00,U0120,Employee,finance.read,employee,E0177,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.858
ACD00376,2026-06-11T11:22:00,U0154,Employee,employee.read_sensitive,task,T00126,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.291
ACD00377,2026-07-26T12:14:00,U0036,Employee,role.manage,purchase_request,PUR0023,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.263
ACD00378,2026-01-29T09:05:00,U0116,Employee,employee.read_sensitive,employee,E0035,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.795
ACD00379,2026-01-26T09:01:00,U0040,Employee,ai.query,sales_order,SO003091,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.891
ACD00380,2026-08-24T04:37:00,U0152,Employee,task.update_own,project,PRJ003,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.542
ACD00381,2026-04-10T07:34:00,U0107,Employee,document.read_finance,audit_log,AUD001786,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.043
ACD00382,2026-03-05T08:07:00,U0129,Employee,task.read,audit_log,AUD008886,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.41
ACD00383,2026-03-20T23:13:00,U0145,Employee,sales.export,task,T00047,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.428
ACD00384,2026-04-15T08:25:00,U0027,Employee,document.read_public,audit_log,AUD008866,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.555
ACD00385,2026-01-05T09:47:00,U0168,Employee,ai.query,task,T00205,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.763
ACD00386,2026-04-26T14:14:00,U0024,Auditor|Employee,project.assign,audit_log,AUD002703,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.327
ACD00387,2026-03-01T03:02:00,U0144,Employee,ai.execute_low_risk,purchase_request,PUR0024,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.722
ACD00388,2026-08-21T09:00:00,U0008,Admin|Employee|Security_Officer,expense.approve,project,PRJ010,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.624
ACD00389,2026-04-14T04:30:00,U0019,AI_Reviewer|Employee,finance.read,audit_log,AUD009461,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.193
ACD00390,2026-01-06T07:11:00,U0052,Employee,employee.update,audit_log,AUD006608,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.109
ACD00391,2026-05-31T16:14:00,U0142,Employee,ai.query,employee,E0141,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.2
ACD00392,2026-08-23T20:47:00,U0015,Employee,leave.approve,task,T00309,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.257
ACD00393,2026-05-25T00:19:00,U0182,Employee,project.assign,document,DOC007,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.682
ACD00394,2026-04-03T01:48:00,U0040,Employee,task.reassign,employee,E0133,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.424
ACD00395,2026-08-07T15:18:00,U0002,Employee|HR_Manager,document.read_hr,project,PRJ006,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.464
ACD00396,2026-01-27T11:40:00,U0145,Employee,document.read_finance,employee,E0113,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.523
ACD00397,2026-07-13T23:22:00,U0188,Employee,project.read,audit_log,AUD008928,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.89
ACD00398,2026-01-06T08:37:00,U0025,Employee,employee.read_sensitive,sales_order,SO004337,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.341
ACD00399,2026-04-07T02:40:00,U0133,Employee,document.upload,purchase_request,PUR0177,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.039
ACD00400,2026-02-16T19:59:00,U0151,Employee,leave.read_all,employee,E0141,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.561
ACD00401,2026-04-06T07:08:00,U0162,Employee,task.read,employee,E0093,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.25
ACD00402,2026-07-18T13:32:00,U0188,Employee,document.read_hr,employee,E0116,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.601
ACD00403,2026-05-08T03:54:00,U0042,Employee,ai.query,sales_order,SO004109,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.071
ACD00404,2026-07-05T23:12:00,U0071,Employee,project.update,audit_log,AUD008185,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.506
ACD00405,2026-08-08T22:23:00,U0049,Employee,ai.execute_high_risk,task,T00263,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.11
ACD00406,2026-02-17T18:21:00,U0097,Employee,task.reassign,document,DOC005,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.358
ACD00407,2026-05-20T23:29:00,U0095,Employee,expense.approve,task,T00040,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.739
ACD00408,2026-06-10T23:00:00,U0040,Employee,project.update,purchase_request,PUR0154,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.643
ACD00409,2026-08-07T06:46:00,U0184,Employee,document.read_security,task,T00403,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.307
ACD00410,2026-01-14T14:15:00,U0092,Employee,audit.read,audit_log,AUD006165,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.456
ACD00411,2026-02-01T10:13:00,U0072,Employee,ai.query,employee,E0159,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.492
ACD00412,2026-06-10T02:21:00,U0016,Employee,leave.approve,audit_log,AUD008887,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.201
ACD00413,2026-02-01T12:12:00,U0187,Employee,ai.query,sales_order,SO002542,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.546
