audit_log_id,event_time,actor_type,actor_id,event_category,action,resource_type,resource_id,result,risk_tier,details_json,correlation_id,immutable
AUD000711,2026-03-15T06:59:00,User,U0142,ACCESS_CONTROL,role.manage,project,PRJ007,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00311,true
AUD000712,2026-03-29T20:24:00,User,U0196,ACCESS_CONTROL,ai.execute_low_risk,task,T00526,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00312,true
AUD000713,2026-05-16T01:15:00,User,U0113,ACCESS_CONTROL,project.assign,document,DOC012,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00313,true
AUD000714,2026-01-04T01:42:00,User,U0144,ACCESS_CONTROL,audit.read,purchase_request,PUR0177,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00314,true
AUD000715,2026-02-14T02:40:00,User,U0024,ACCESS_CONTROL,finance.read,document,DOC011,ALLOW,High,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Auditor|Employee""}",ACD00315,true
AUD000716,2026-08-18T04:20:00,User,U0002,ACCESS_CONTROL,employee.update,purchase_request,PUR0026,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|HR_Manager""}",ACD00316,true
AUD000717,2026-04-03T14:44:00,User,U0101,ACCESS_CONTROL,project.assign,task,T00198,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00317,true
AUD000718,2026-03-07T13:10:00,User,U0045,ACCESS_CONTROL,document.read_public,employee,E0126,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00318,true
AUD000719,2026-03-01T01:18:00,User,U0018,ACCESS_CONTROL,evaluation.read,audit_log,AUD007482,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00319,true
AUD000720,2026-02-03T15:28:00,User,U0037,ACCESS_CONTROL,approval.review,project,PRJ010,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00320,true
AUD000721,2026-07-14T23:12:00,User,U0161,ACCESS_CONTROL,audit.read,employee,E0002,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00321,true
AUD000722,2026-05-24T09:50:00,User,U0015,ACCESS_CONTROL,finance.read,purchase_request,PUR0150,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00322,true
AUD000723,2026-06-30T11:18:00,User,U0008,ACCESS_CONTROL,evaluation.manage,project,PRJ007,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Admin|Employee|Security_Officer""}",ACD00323,true
AUD000724,2026-01-25T15:04:00,User,U0009,ACCESS_CONTROL,leave.read_own,sales_order,SO002451,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|Project_Manager""}",ACD00324,true
AUD000725,2026-08-20T17:08:00,User,U0039,ACCESS_CONTROL,sales.export,audit_log,AUD001256,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00325,true
AUD000726,2026-05-07T21:12:00,User,U0040,ACCESS_CONTROL,employee.read_sensitive,task,T00045,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00326,true
AUD000727,2026-03-30T04:33:00,User,U0151,ACCESS_CONTROL,ai.query,audit_log,AUD005118,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00327,true
AUD000728,2026-04-28T15:39:00,User,U0125,ACCESS_CONTROL,leave.approve,project,PRJ012,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00328,true
AUD000729,2026-04-25T02:47:00,User,U0024,ACCESS_CONTROL,sales.export,purchase_request,PUR0070,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Auditor|Employee""}",ACD00329,true
AUD000730,2026-06-30T06:41:00,User,U0061,ACCESS_CONTROL,project.create,sales_order,SO001335,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00330,true
AUD000731,2026-01-12T11:12:00,User,U0156,ACCESS_CONTROL,role.manage,sales_order,SO001168,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00331,true
AUD000732,2026-03-26T00:23:00,User,U0138,ACCESS_CONTROL,task.reassign,project,PRJ015,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00332,true
AUD000733,2026-04-18T08:50:00,User,U0068,ACCESS_CONTROL,ai.execute_low_risk,sales_order,SO004700,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00333,true
AUD000734,2026-07-30T05:19:00,User,U0037,ACCESS_CONTROL,sales.export,audit_log,AUD009286,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00334,true
AUD000735,2026-05-29T13:16:00,User,U0014,ACCESS_CONTROL,user.manage,project,PRJ015,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""AI_Reviewer|Employee""}",ACD00335,true
AUD000736,2026-01-03T13:33:00,User,U0134,ACCESS_CONTROL,project.assign,employee,E0166,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00336,true
AUD000737,2026-07-16T20:15:00,User,U0012,ACCESS_CONTROL,employee.update,sales_order,SO002743,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee|Project_Manager""}",ACD00337,true
AUD000738,2026-08-15T19:02:00,User,U0134,ACCESS_CONTROL,sales.export,purchase_request,PUR0177,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00338,true
AUD000739,2026-07-19T06:34:00,User,U0093,ACCESS_CONTROL,document.read_finance,task,T00403,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00339,true
AUD000740,2026-06-08T18:51:00,User,U0180,ACCESS_CONTROL,document.read_hr,employee,E0132,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00340,true
AUD000741,2026-05-08T08:45:00,User,U0127,ACCESS_CONTROL,employee.read_sensitive,sales_order,SO003815,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00341,true
AUD000742,2026-02-02T14:22:00,User,U0092,ACCESS_CONTROL,user.manage,document,DOC007,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00342,true
AUD000743,2026-05-17T00:32:00,User,U0195,ACCESS_CONTROL,document.upload,employee,E0125,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|Executive""}",ACD00343,true
AUD000744,2026-03-01T12:00:00,User,U0170,ACCESS_CONTROL,project.update,audit_log,AUD006061,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00344,true
AUD000745,2026-04-06T17:19:00,User,U0112,ACCESS_CONTROL,expense.approve,sales_order,SO000753,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00345,true
AUD000746,2026-02-09T12:25:00,User,U0100,ACCESS_CONTROL,employee.read_sensitive,task,T00131,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00346,true
AUD000747,2026-01-05T08:44:00,User,U0053,ACCESS_CONTROL,task.read,audit_log,AUD003938,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00347,true
AUD000748,2026-05-06T15:39:00,User,U0015,ACCESS_CONTROL,document.read_hr,purchase_request,PUR0057,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00348,true
AUD000749,2026-04-19T16:26:00,User,U0183,ACCESS_CONTROL,employee.salary.read,project,PRJ007,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00349,true
AUD000750,2026-01-05T22:55:00,User,U0149,ACCESS_CONTROL,leave.read_all,audit_log,AUD003997,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00350,true
AUD000751,2026-04-23T01:41:00,User,U0078,ACCESS_CONTROL,role.manage,sales_order,SO004309,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00351,true
AUD000752,2026-04-21T12:47:00,User,U0188,ACCESS_CONTROL,sales.export,sales_order,SO004088,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00352,true
AUD000753,2026-02-14T15:09:00,User,U0119,ACCESS_CONTROL,ai.query,audit_log,AUD006217,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00353,true
AUD000754,2026-05-30T12:58:00,User,U0101,ACCESS_CONTROL,sales.read,audit_log,AUD004369,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00354,true
AUD000755,2026-02-11T18:50:00,User,U0119,ACCESS_CONTROL,document.read_hr,audit_log,AUD003602,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00355,true
AUD000756,2026-08-11T17:34:00,User,U0101,ACCESS_CONTROL,employee.read,sales_order,SO004813,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00356,true
AUD000757,2026-05-07T04:52:00,User,U0070,ACCESS_CONTROL,project.update,purchase_request,PUR0176,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00357,true
AUD000758,2026-02-19T17:41:00,User,U0074,ACCESS_CONTROL,sales.read,audit_log,AUD000121,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00358,true
AUD000759,2026-06-07T09:26:00,User,U0010,ACCESS_CONTROL,ai.execute_high_risk,purchase_request,PUR0113,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00359,true
AUD000760,2026-05-22T11:14:00,User,U0096,ACCESS_CONTROL,audit.read,project,PRJ001,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00360,true
AUD000761,2026-06-30T17:19:00,User,U0007,ACCESS_CONTROL,approval.review,sales_order,SO002047,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|Project_Manager""}",ACD00361,true
AUD000762,2026-08-03T23:47:00,User,U0015,ACCESS_CONTROL,leave.approve,purchase_request,PUR0150,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00362,true
AUD000763,2026-04-03T15:21:00,User,U0123,ACCESS_CONTROL,employee.update,audit_log,AUD004642,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee|Executive""}",ACD00363,true
AUD000764,2026-04-02T08:23:00,User,U0131,ACCESS_CONTROL,document.read_hr,audit_log,AUD000259,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00364,true
AUD000765,2026-05-21T10:53:00,User,U0139,ACCESS_CONTROL,document.read_finance,sales_order,SO001493,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00365,true
AUD000766,2026-02-27T21:02:00,User,U0110,ACCESS_CONTROL,sales.export,document,DOC011,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00366,true
AUD000767,2026-04-01T09:56:00,User,U0062,ACCESS_CONTROL,sales.export,employee,E0022,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00367,true
AUD000768,2026-01-03T12:05:00,User,U0004,ACCESS_CONTROL,project.assign,purchase_request,PUR0068,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|Project_Manager""}",ACD00368,true
AUD000769,2026-04-14T01:01:00,User,U0095,ACCESS_CONTROL,task.reassign,document,DOC007,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00369,true
AUD000770,2026-04-05T06:13:00,User,U0191,ACCESS_CONTROL,audit.read,audit_log,AUD004790,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|Executive""}",ACD00370,true
AUD000771,2026-04-08T09:59:00,User,U0087,ACCESS_CONTROL,leave.read_own,sales_order,SO002286,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00371,true
AUD000772,2026-03-12T14:01:00,User,U0157,ACCESS_CONTROL,project.update,sales_order,SO004078,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00372,true
AUD000773,2026-03-28T20:02:00,User,U0045,ACCESS_CONTROL,project.assign,audit_log,AUD000443,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00373,true
AUD000774,2026-01-09T20:00:00,User,U0181,ACCESS_CONTROL,finance.read,audit_log,AUD003673,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00374,true
AUD000775,2026-05-22T20:32:00,User,U0120,ACCESS_CONTROL,finance.read,employee,E0177,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00375,true
AUD000776,2026-06-11T11:22:00,User,U0154,ACCESS_CONTROL,employee.read_sensitive,task,T00126,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00376,true
AUD000777,2026-07-26T12:14:00,User,U0036,ACCESS_CONTROL,role.manage,purchase_request,PUR0023,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00377,true
AUD000778,2026-01-29T09:05:00,User,U0116,ACCESS_CONTROL,employee.read_sensitive,employee,E0035,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00378,true
AUD000779,2026-01-26T09:01:00,User,U0040,ACCESS_CONTROL,ai.query,sales_order,SO003091,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00379,true
AUD000780,2026-08-24T04:37:00,User,U0152,ACCESS_CONTROL,task.update_own,project,PRJ003,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00380,true
AUD000781,2026-04-10T07:34:00,User,U0107,ACCESS_CONTROL,document.read_finance,audit_log,AUD001786,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00381,true
AUD000782,2026-03-05T08:07:00,User,U0129,ACCESS_CONTROL,task.read,audit_log,AUD008886,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00382,true
AUD000783,2026-03-20T23:13:00,User,U0145,ACCESS_CONTROL,sales.export,task,T00047,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00383,true
AUD000784,2026-04-15T08:25:00,User,U0027,ACCESS_CONTROL,document.read_public,audit_log,AUD008866,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00384,true
AUD000785,2026-01-05T09:47:00,User,U0168,ACCESS_CONTROL,ai.query,task,T00205,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00385,true
AUD000786,2026-04-26T14:14:00,User,U0024,ACCESS_CONTROL,project.assign,audit_log,AUD002703,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Auditor|Employee""}",ACD00386,true
AUD000787,2026-03-01T03:02:00,User,U0144,ACCESS_CONTROL,ai.execute_low_risk,purchase_request,PUR0024,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00387,true
AUD000788,2026-08-21T09:00:00,User,U0008,ACCESS_CONTROL,expense.approve,project,PRJ010,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Admin|Employee|Security_Officer""}",ACD00388,true
AUD000789,2026-04-14T04:30:00,User,U0019,ACCESS_CONTROL,finance.read,audit_log,AUD009461,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""AI_Reviewer|Employee""}",ACD00389,true
AUD000790,2026-01-06T07:11:00,User,U0052,ACCESS_CONTROL,employee.update,audit_log,AUD006608,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00390,true
AUD000791,2026-05-31T16:14:00,User,U0142,ACCESS_CONTROL,ai.query,employee,E0141,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00391,true
AUD000792,2026-08-23T20:47:00,User,U0015,ACCESS_CONTROL,leave.approve,task,T00309,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00392,true
AUD000793,2026-05-25T00:19:00,User,U0182,ACCESS_CONTROL,project.assign,document,DOC007,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00393,true
AUD000794,2026-04-03T01:48:00,User,U0040,ACCESS_CONTROL,task.reassign,employee,E0133,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00394,true
AUD000795,2026-08-07T15:18:00,User,U0002,ACCESS_CONTROL,document.read_hr,project,PRJ006,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee|HR_Manager""}",ACD00395,true
AUD000796,2026-01-27T11:40:00,User,U0145,ACCESS_CONTROL,document.read_finance,employee,E0113,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00396,true
AUD000797,2026-07-13T23:22:00,User,U0188,ACCESS_CONTROL,project.read,audit_log,AUD008928,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00397,true
AUD000798,2026-01-06T08:37:00,User,U0025,ACCESS_CONTROL,employee.read_sensitive,sales_order,SO004337,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00398,true
AUD000799,2026-04-07T02:40:00,User,U0133,ACCESS_CONTROL,document.upload,purchase_request,PUR0177,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00399,true
AUD000800,2026-02-16T19:59:00,User,U0151,ACCESS_CONTROL,leave.read_all,employee,E0141,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00400,true
AUD000801,2026-04-06T07:08:00,User,U0162,ACCESS_CONTROL,task.read,employee,E0093,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00401,true
AUD000802,2026-07-18T13:32:00,User,U0188,ACCESS_CONTROL,document.read_hr,employee,E0116,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00402,true
AUD000803,2026-05-08T03:54:00,User,U0042,ACCESS_CONTROL,ai.query,sales_order,SO004109,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00403,true
AUD000804,2026-07-05T23:12:00,User,U0071,ACCESS_CONTROL,project.update,audit_log,AUD008185,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00404,true
AUD000805,2026-08-08T22:23:00,User,U0049,ACCESS_CONTROL,ai.execute_high_risk,task,T00263,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00405,true
AUD000806,2026-02-17T18:21:00,User,U0097,ACCESS_CONTROL,task.reassign,document,DOC005,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00406,true
AUD000807,2026-05-20T23:29:00,User,U0095,ACCESS_CONTROL,expense.approve,task,T00040,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00407,true
AUD000808,2026-06-10T23:00:00,User,U0040,ACCESS_CONTROL,project.update,purchase_request,PUR0154,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00408,true
AUD000809,2026-08-07T06:46:00,User,U0184,ACCESS_CONTROL,document.read_security,task,T00403,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00409,true
AUD000810,2026-01-14T14:15:00,User,U0092,ACCESS_CONTROL,audit.read,audit_log,AUD006165,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00410,true
AUD000811,2026-02-01T10:13:00,User,U0072,ACCESS_CONTROL,ai.query,employee,E0159,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00411,true
AUD000812,2026-06-10T02:21:00,User,U0016,ACCESS_CONTROL,leave.approve,audit_log,AUD008887,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00412,true
AUD000813,2026-02-01T12:12:00,User,U0187,ACCESS_CONTROL,ai.query,sales_order,SO002542,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00413,true
AUD000814,2026-05-13T16:34:00,User,U0010,ACCESS_CONTROL,project.update,employee,E0190,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00414,true
AUD000815,2026-03-13T01:14:00,User,U0189,ACCESS_CONTROL,document.read_security,employee,E0053,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00415,true
AUD000816,2026-07-06T09:56:00,User,U0168,ACCESS_CONTROL,employee.update,task,T00241,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00416,true
AUD000817,2026-01-22T21:59:00,User,U0072,ACCESS_CONTROL,document.read_finance,employee,E0080,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00417,true
AUD000818,2026-01-16T13:23:00,User,U0103,ACCESS_CONTROL,leave.read_own,audit_log,AUD004900,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00418,true
AUD000819,2026-07-28T08:21:00,User,U0063,ACCESS_CONTROL,employee.read_sensitive,task,T00314,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00419,true
AUD000820,2026-01-12T08:15:00,User,U0140,ACCESS_CONTROL,document.read_security,project,PRJ008,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00420,true
AUD000821,2026-03-20T20:27:00,User,U0071,ACCESS_CONTROL,approval.review,purchase_request,PUR0161,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00421,true
AUD000822,2026-05-22T18:46:00,User,U0145,ACCESS_CONTROL,ai.execute_low_risk,project,PRJ008,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00422,true
AUD000823,2026-03-22T09:52:00,User,U0086,ACCESS_CONTROL,user.manage,project,PRJ003,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00423,true
AUD000824,2026-06-21T22:16:00,User,U0120,ACCESS_CONTROL,document.upload,purchase_request,PUR0023,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00424,true
AUD000825,2026-02-07T13:15:00,User,U0100,ACCESS_CONTROL,project.read,employee,E0143,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00425,true
AUD000826,2026-02-08T18:48:00,User,U0106,ACCESS_CONTROL,task.reassign,employee,E0174,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00426,true
AUD000827,2026-07-31T21:43:00,User,U0112,ACCESS_CONTROL,sales.read,document,DOC012,ALLOW,Medium,"{""reason"":""Permission granted by one or more assigned roles."",""roles"":""Employee""}",ACD00427,true
AUD000828,2026-06-28T04:59:00,User,U0053,ACCESS_CONTROL,project.update,task,T00179,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00428,true
AUD000829,2026-02-11T22:23:00,User,U0181,ACCESS_CONTROL,document.read_hr,audit_log,AUD004699,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00429,true
AUD000830,2026-07-27T12:11:00,User,U0044,ACCESS_CONTROL,evaluation.read,project,PRJ010,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00430,true
AUD000831,2026-07-10T10:58:00,User,U0068,ACCESS_CONTROL,document.read_security,audit_log,AUD009674,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00431,true
AUD000832,2026-08-06T20:05:00,User,U0039,ACCESS_CONTROL,project.update,sales_order,SO002029,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00432,true
AUD000833,2026-04-11T22:29:00,User,U0197,ACCESS_CONTROL,user.manage,task,T00102,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00433,true
AUD000834,2026-05-04T03:48:00,User,U0136,ACCESS_CONTROL,role.manage,employee,E0105,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00434,true
AUD000835,2026-07-08T06:52:00,User,U0050,ACCESS_CONTROL,document.read_finance,audit_log,AUD000208,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00435,true
AUD000836,2026-03-08T00:37:00,User,U0158,ACCESS_CONTROL,approval.review,purchase_request,PUR0015,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00436,true
AUD000837,2026-02-22T08:35:00,User,U0198,ACCESS_CONTROL,employee.update,audit_log,AUD009891,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00437,true
AUD000838,2026-08-03T08:31:00,User,U0035,ACCESS_CONTROL,ai.execute_high_risk,audit_log,AUD004962,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00438,true
AUD000839,2026-06-30T01:14:00,User,U0072,ACCESS_CONTROL,approval.review,purchase_request,PUR0127,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00439,true
AUD000840,2026-08-12T18:20:00,User,U0192,ACCESS_CONTROL,finance.read,task,T00194,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00440,true
AUD000841,2026-02-04T10:13:00,User,U0072,ACCESS_CONTROL,document.read_hr,audit_log,AUD007577,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00441,true
AUD000842,2026-08-13T07:50:00,User,U0098,ACCESS_CONTROL,audit.read,employee,E0014,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00442,true
AUD000843,2026-01-08T19:35:00,User,U0154,ACCESS_CONTROL,employee.read,sales_order,SO002788,DENY,Medium,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee""}",ACD00443,true
AUD000844,2026-02-25T22:06:00,User,U0004,ACCESS_CONTROL,ai.execute_high_risk,project,PRJ015,DENY,High,"{""reason"":""No assigned role grants the requested permission."",""roles"":""Employee|Project_Manager""}",ACD00444,true
