agent_execution_log_id,workflow_run_id,sequence_number,agent_id,tool_id,started_at,completed_at,duration_ms,input_summary,output_summary,status,confidence_score,input_tokens,output_tokens,estimated_cost_usd,error_type
AEL000825,WFR00215,6,A010,TOOL018,2026-08-26T18:35:02.031000,2026-08-26T18:35:02.561000,530,Move a deployment task to an available team member.,Human approval workflow created or resumed.,Success,0.848,735,200,0.0119,
AEL000826,WFR00215,7,A009,TOOL019,2026-08-26T18:35:02.573000,2026-08-26T18:35:03.373000,800,Move a deployment task to an available team member.,Evidence-based explanation generated.,Success,0.894,464,400,0.00558,
AEL000827,WFR00216,1,A001,TOOL019,2026-03-02T09:17:00,2026-03-02T09:17:00.416000,416,How many casual leave days are available?,Request classified and task plan created.,Recovered,0.853,721,383,0.00813,transient_tool_timeout
AEL000828,WFR00216,2,A002,TOOL016,2026-03-02T09:17:00.482000,2026-03-02T09:17:00.688000,206,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.81,151,372,0.00127,
AEL000829,WFR00216,3,A003,TOOL017,2026-03-02T09:17:00.719000,2026-03-02T09:17:01.028000,309,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.783,393,215,0.00938,
AEL000830,WFR00216,4,A008,TOOL019,2026-03-02T09:17:01.097000,2026-03-02T09:17:02.413000,1316,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.979,177,350,0.01137,
AEL000831,WFR00216,5,A009,TOOL019,2026-03-02T09:17:02.458000,2026-03-02T09:17:03.214000,756,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.901,208,152,0.01108,
AEL000832,WFR00217,1,A001,TOOL019,2026-07-26T10:10:00,2026-07-26T10:10:00.440000,440,Approve a 15 percent discount for this order.,Request classified and task plan created.,Success,0.984,937,285,0.00366,
AEL000833,WFR00217,2,A002,TOOL016,2026-07-26T10:10:00.497000,2026-07-26T10:10:01.320000,823,Approve a 15 percent discount for this order.,RBAC and resource-scope decision completed.,Success,0.904,362,44,0.00517,
AEL000834,WFR00217,3,A006,TOOL010,2026-07-26T10:10:01.346000,2026-07-26T10:10:02.426000,1080,Approve a 15 percent discount for this order.,Sales aggregation completed.,Success,0.895,773,194,0.00795,
AEL000835,WFR00217,4,A007,TOOL013,2026-07-26T10:10:02.499000,2026-07-26T10:10:02.954000,455,Approve a 15 percent discount for this order.,Finance policy and request data evaluated.,Success,0.952,442,194,0.00187,
AEL000836,WFR00217,5,A010,TOOL005,2026-07-26T10:10:02.977000,2026-07-26T10:10:03.655000,678,Approve a 15 percent discount for this order.,Human approval workflow created or resumed.,Success,0.937,642,282,0.0107,
AEL000837,WFR00217,6,A009,TOOL019,2026-07-26T10:10:03.725000,2026-07-26T10:10:04.567000,842,Approve a 15 percent discount for this order.,Evidence-based explanation generated.,Success,0.977,663,68,0.00129,
AEL000838,WFR00218,1,A001,TOOL019,2026-04-18T08:53:00,2026-04-18T08:53:00.130000,130,Which region has the highest sales and profit?,Request classified and task plan created.,Success,0.915,585,320,0.00873,
AEL000839,WFR00218,2,A002,TOOL019,2026-04-18T08:53:00.185000,2026-04-18T08:53:00.961000,776,Which region has the highest sales and profit?,RBAC and resource-scope decision completed.,Success,0.981,158,268,0.00732,
AEL000840,WFR00218,3,A006,TOOL011,2026-04-18T08:53:00.972000,2026-04-18T08:53:01.377000,405,Which region has the highest sales and profit?,Sales aggregation completed.,Success,0.888,868,340,0.00588,
AEL000841,WFR00218,4,A008,TOOL017,2026-04-18T08:53:01.448000,2026-04-18T08:53:02.279000,831,Which region has the highest sales and profit?,"Correctness, grounding, and safety validated.",Success,0.783,530,277,0.00498,
AEL000842,WFR00218,5,A009,TOOL019,2026-04-18T08:53:02.305000,2026-04-18T08:53:03.070000,765,Which region has the highest sales and profit?,Evidence-based explanation generated.,Success,0.932,271,243,0.00735,
AEL000843,WFR00219,1,A001,TOOL016,2026-03-28T10:46:00,2026-03-28T10:46:00.302000,302,Route this discount exception.,Request classified and task plan created.,Success,0.975,164,414,0.00079,
AEL000844,WFR00219,2,A002,TOOL016,2026-03-28T10:46:00.313000,2026-03-28T10:46:00.986000,673,Route this discount exception.,RBAC and resource-scope decision completed.,Success,0.985,711,342,0.0074,
AEL000845,WFR00219,3,A006,TOOL019,2026-03-28T10:46:01.003000,2026-03-28T10:46:02.380000,1377,Route this discount exception.,Sales aggregation completed.,Success,0.828,596,341,0.00683,
AEL000846,WFR00219,4,A007,TOOL013,2026-03-28T10:46:02.397000,2026-03-28T10:46:02.763000,366,Route this discount exception.,Finance policy and request data evaluated.,Success,0.909,388,112,0.00867,
AEL000847,WFR00219,5,A010,TOOL005,2026-03-28T10:46:02.829000,2026-03-28T10:46:03.109000,280,Route this discount exception.,Human approval workflow created or resumed.,Success,0.982,478,339,0.00606,
AEL000848,WFR00219,6,A009,TOOL019,2026-03-28T10:46:03.182000,2026-03-28T10:46:03.661000,479,Route this discount exception.,Evidence-based explanation generated.,Success,0.785,459,121,0.01072,
AEL000849,WFR00220,1,A001,TOOL016,2026-04-14T12:43:00,2026-04-14T12:43:00.674000,674,Retrieve the restricted security policy.,Request classified and task plan created.,Success,0.831,879,111,0.00825,
AEL000850,WFR00220,2,A002,TOOL019,2026-04-14T12:43:00.691000,2026-04-14T12:43:00.956000,265,Retrieve the restricted security policy.,Access denied for permission document.read_finance.,Success,0.965,786,258,0.00667,
AEL000851,WFR00221,1,A001,TOOL019,2026-02-27T17:24:00,2026-02-27T17:24:00.758000,758,What is the incident response time for a P1 event?,Request classified and task plan created.,Success,0.917,935,247,0.00177,
AEL000852,WFR00221,2,A002,TOOL016,2026-02-27T17:24:00.828000,2026-02-27T17:24:01,172,What is the incident response time for a P1 event?,RBAC and resource-scope decision completed.,Success,0.982,306,178,0.00363,
AEL000853,WFR00221,3,A003,TOOL014,2026-02-27T17:24:01.058000,2026-02-27T17:24:01.702000,644,What is the incident response time for a P1 event?,Authorized document evidence retrieved.,Success,0.895,925,397,0.00159,
AEL000854,WFR00221,4,A008,TOOL018,2026-02-27T17:24:01.748000,2026-02-27T17:24:02.393000,645,What is the incident response time for a P1 event?,"Correctness, grounding, and safety validated.",Success,0.907,144,307,0.00231,
AEL000855,WFR00221,5,A009,TOOL019,2026-02-27T17:24:02.452000,2026-02-27T17:24:03.005000,553,What is the incident response time for a P1 event?,Evidence-based explanation generated.,Success,0.985,689,86,0.01168,
AEL000856,WFR00222,1,A001,TOOL019,2026-05-10T15:02:00,2026-05-10T15:02:00.597000,597,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.851,571,84,0.01141,
AEL000857,WFR00222,2,A002,TOOL016,2026-05-10T15:02:00.647000,2026-05-10T15:02:00.922000,275,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.795,753,274,0.00843,
AEL000858,WFR00222,3,A006,TOOL010,2026-05-10T15:02:00.987000,2026-05-10T15:02:01.935000,948,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.794,277,142,0.00375,
AEL000859,WFR00222,4,A008,TOOL019,2026-05-10T15:02:02.005000,2026-05-10T15:02:03.375000,1370,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.879,315,356,0.0088,
AEL000860,WFR00222,5,A009,TOOL019,2026-05-10T15:02:03.402000,2026-05-10T15:02:03.649000,247,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.919,440,94,0.00217,
AEL000861,WFR00223,1,A001,TOOL019,2026-03-06T15:27:00,2026-03-06T15:27:00.592000,592,Show the salary access policy.,Request classified and task plan created.,Success,0.938,409,195,0.00106,
AEL000862,WFR00223,2,A002,TOOL019,2026-03-06T15:27:00.665000,2026-03-06T15:27:01.098000,433,Show the salary access policy.,Access denied for permission document.read_finance.,Success,0.901,808,302,0.0107,
AEL000863,WFR00224,1,A001,TOOL016,2026-01-29T17:56:00,2026-01-29T17:56:00.669000,669,Check Project Atlas and identify overloaded team members.,Request classified and task plan created.,Success,0.784,677,50,0.00185,
AEL000864,WFR00224,2,A002,TOOL016,2026-01-29T17:56:00.738000,2026-01-29T17:56:01.442000,704,Check Project Atlas and identify overloaded team members.,RBAC and resource-scope decision completed.,Success,0.819,880,346,0.00722,
AEL000865,WFR00224,3,A004,TOOL001,2026-01-29T17:56:01.460000,2026-01-29T17:56:02.165000,705,Check Project Atlas and identify overloaded team members.,HR data query completed.,Success,0.868,394,420,0.00691,
AEL000866,WFR00224,4,A005,TOOL019,2026-01-29T17:56:02.215000,2026-01-29T17:56:02.695000,480,Check Project Atlas and identify overloaded team members.,Project and task data query completed.,Success,0.972,671,259,0.00762,
AEL000867,WFR00224,5,A008,TOOL017,2026-01-29T17:56:02.739000,2026-01-29T17:56:03.976000,1237,Check Project Atlas and identify overloaded team members.,"Correctness, grounding, and safety validated.",Success,0.908,790,410,0.00478,
AEL000868,WFR00224,6,A009,TOOL019,2026-01-29T17:56:04.054000,2026-01-29T17:56:04.505000,451,Check Project Atlas and identify overloaded team members.,Evidence-based explanation generated.,Success,0.787,174,40,0.00049,
AEL000869,WFR00225,1,A001,TOOL016,2026-02-25T13:34:00,2026-02-25T13:34:00.810000,810,Reassign an overdue Atlas task from Alaa to another engineer.,Request classified and task plan created.,Success,0.886,442,183,0.00613,
AEL000870,WFR00225,2,A002,TOOL016,2026-02-25T13:34:00.883000,2026-02-25T13:34:01.072000,189,Reassign an overdue Atlas task from Alaa to another engineer.,RBAC and resource-scope decision completed.,Success,0.959,430,266,0.0045,
AEL000871,WFR00225,3,A004,TOOL003,2026-02-25T13:34:01.127000,2026-02-25T13:34:01.827000,700,Reassign an overdue Atlas task from Alaa to another engineer.,HR data query completed.,Success,0.956,122,389,0.00924,
AEL000872,WFR00225,4,A005,TOOL007,2026-02-25T13:34:01.899000,2026-02-25T13:34:02.652000,753,Reassign an overdue Atlas task from Alaa to another engineer.,Project and task data query completed.,Success,0.987,333,200,0.00049,
AEL000873,WFR00225,5,A008,TOOL017,2026-02-25T13:34:02.685000,2026-02-25T13:34:03.276000,591,Reassign an overdue Atlas task from Alaa to another engineer.,"Correctness, grounding, and safety validated.",Success,0.973,454,156,0.01063,
AEL000874,WFR00225,6,A010,TOOL018,2026-02-25T13:34:03.293000,2026-02-25T13:34:04.117000,824,Reassign an overdue Atlas task from Alaa to another engineer.,Human approval workflow created or resumed.,Success,0.871,179,358,0.00257,
AEL000875,WFR00225,7,A009,TOOL019,2026-02-25T13:34:04.176000,2026-02-25T13:34:04.371000,195,Reassign an overdue Atlas task from Alaa to another engineer.,Evidence-based explanation generated.,Success,0.793,416,109,0.00505,
AEL000876,WFR00226,1,A001,TOOL016,2026-05-12T14:32:00,2026-05-12T14:32:00.607000,607,Approve a 15 percent discount for this order.,Request classified and task plan created.,Success,0.946,945,366,0.01115,
AEL000877,WFR00226,2,A002,TOOL016,2026-05-12T14:32:00.637000,2026-05-12T14:32:01.368000,731,Approve a 15 percent discount for this order.,RBAC and resource-scope decision completed.,Success,0.835,819,266,0.00099,
AEL000878,WFR00226,3,A006,TOOL010,2026-05-12T14:32:01.413000,2026-05-12T14:32:01.960000,547,Approve a 15 percent discount for this order.,Sales aggregation completed.,Success,0.85,388,330,0.00663,
AEL000879,WFR00226,4,A007,TOOL013,2026-05-12T14:32:01.976000,2026-05-12T14:32:02.624000,648,Approve a 15 percent discount for this order.,Finance policy and request data evaluated.,Success,0.951,620,291,0.00277,
AEL000880,WFR00226,5,A010,TOOL018,2026-05-12T14:32:02.677000,2026-05-12T14:32:03.419000,742,Approve a 15 percent discount for this order.,Human approval workflow created or resumed.,Success,0.796,138,403,0.00566,
AEL000881,WFR00226,6,A009,TOOL019,2026-05-12T14:32:03.447000,2026-05-12T14:32:03.940000,493,Approve a 15 percent discount for this order.,Evidence-based explanation generated.,Success,0.919,609,244,0.00393,
AEL000882,WFR00227,1,A001,TOOL016,2026-08-14T10:11:00,2026-08-14T10:11:00.451000,451,Summarize the risks for Titan Enterprise Data Warehouse.,Request classified and task plan created.,Success,0.947,155,320,0.00475,
AEL000883,WFR00227,2,A002,TOOL019,2026-08-14T10:11:00.531000,2026-08-14T10:11:01.291000,760,Summarize the risks for Titan Enterprise Data Warehouse.,RBAC and resource-scope decision completed.,Success,0.98,890,70,0.00294,
AEL000884,WFR00227,3,A005,TOOL009,2026-08-14T10:11:01.314000,2026-08-14T10:11:01.722000,408,Summarize the risks for Titan Enterprise Data Warehouse.,Project and task data query completed.,Success,0.909,544,103,0.01159,
AEL000885,WFR00227,4,A008,TOOL017,2026-08-14T10:11:01.775000,2026-08-14T10:11:03.154000,1379,Summarize the risks for Titan Enterprise Data Warehouse.,"Correctness, grounding, and safety validated.",Success,0.898,392,240,0.0029,
AEL000886,WFR00227,5,A009,TOOL019,2026-08-14T10:11:03.175000,2026-08-14T10:11:03.884000,709,Summarize the risks for Titan Enterprise Data Warehouse.,Evidence-based explanation generated.,Success,0.84,475,108,0.00997,
AEL000887,WFR00228,1,A001,TOOL016,2026-03-11T15:37:00,2026-03-11T15:37:00.542000,542,Reassign an overdue Atlas task from Alaa to another engineer.,Request classified and task plan created.,Success,0.945,640,342,0.00824,
AEL000888,WFR00228,2,A002,TOOL016,2026-03-11T15:37:00.622000,2026-03-11T15:37:01.084000,462,Reassign an overdue Atlas task from Alaa to another engineer.,RBAC and resource-scope decision completed.,Success,0.856,754,356,0.00081,
AEL000889,WFR00228,3,A004,TOOL003,2026-03-11T15:37:01.127000,2026-03-11T15:37:01.237000,110,Reassign an overdue Atlas task from Alaa to another engineer.,HR data query completed.,Success,0.968,684,93,0.00384,
AEL000890,WFR00228,4,A005,TOOL009,2026-03-11T15:37:01.264000,2026-03-11T15:37:01.953000,689,Reassign an overdue Atlas task from Alaa to another engineer.,Project and task data query completed.,Success,0.943,832,99,0.00117,
AEL000891,WFR00228,5,A008,TOOL019,2026-03-11T15:37:01.984000,2026-03-11T15:37:02.675000,691,Reassign an overdue Atlas task from Alaa to another engineer.,"Correctness, grounding, and safety validated.",Success,0.957,353,318,0.00901,
AEL000892,WFR00228,6,A010,TOOL013,2026-03-11T15:37:02.754000,2026-03-11T15:37:03.105000,351,Reassign an overdue Atlas task from Alaa to another engineer.,Human approval workflow created or resumed.,Success,0.904,939,399,0.01022,
AEL000893,WFR00228,7,A009,TOOL019,2026-03-11T15:37:03.149000,2026-03-11T15:37:03.634000,485,Reassign an overdue Atlas task from Alaa to another engineer.,Evidence-based explanation generated.,Success,0.957,723,224,0.00173,
AEL000894,WFR00229,1,A001,TOOL019,2026-01-10T17:51:00,2026-01-10T17:51:00.620000,620,Reassign task after checking workload.,Request classified and task plan created.,Success,0.933,389,300,0.00169,
AEL000895,WFR00229,2,A002,TOOL016,2026-01-10T17:51:00.644000,2026-01-10T17:51:01.291000,647,Reassign task after checking workload.,RBAC and resource-scope decision completed.,Success,0.88,553,415,0.0076,
AEL000896,WFR00229,3,A004,TOOL019,2026-01-10T17:51:01.331000,2026-01-10T17:51:01.454000,123,Reassign task after checking workload.,HR data query completed.,Success,0.827,205,48,0.00592,
AEL000897,WFR00229,4,A005,TOOL019,2026-01-10T17:51:01.520000,2026-01-10T17:51:02.076000,556,Reassign task after checking workload.,Project and task data query completed.,Success,0.958,144,90,0.01078,
AEL000898,WFR00229,5,A008,TOOL019,2026-01-10T17:51:02.096000,2026-01-10T17:51:02.402000,306,Reassign task after checking workload.,"Correctness, grounding, and safety validated.",Success,0.828,771,321,0.0088,
AEL000899,WFR00229,6,A010,TOOL009,2026-01-10T17:51:02.421000,2026-01-10T17:51:02.700000,279,Reassign task after checking workload.,Human approval workflow created or resumed.,Success,0.911,492,113,0.00784,
AEL000900,WFR00229,7,A009,TOOL019,2026-01-10T17:51:02.734000,2026-01-10T17:51:03.090000,356,Reassign task after checking workload.,Evidence-based explanation generated.,Success,0.973,588,320,0.00334,
AEL000901,WFR00230,1,A001,TOOL016,2026-06-30T11:12:00,2026-06-30T11:12:00.779000,779,Which approvers are required for a 30000 dollar purchase?,Request classified and task plan created.,Success,0.815,830,265,0.01053,
AEL000902,WFR00230,2,A002,TOOL019,2026-06-30T11:12:00.851000,2026-06-30T11:12:01.074000,223,Which approvers are required for a 30000 dollar purchase?,RBAC and resource-scope decision completed.,Success,0.944,922,293,0.00855,
AEL000903,WFR00230,3,A007,TOOL012,2026-06-30T11:12:01.150000,2026-06-30T11:12:01.364000,214,Which approvers are required for a 30000 dollar purchase?,Finance policy and request data evaluated.,Success,0.813,535,134,0.00635,
AEL000904,WFR00230,4,A010,TOOL009,2026-06-30T11:12:01.438000,2026-06-30T11:12:02.264000,826,Which approvers are required for a 30000 dollar purchase?,Human approval workflow created or resumed.,Success,0.969,943,212,0.00271,
AEL000905,WFR00230,5,A009,TOOL019,2026-06-30T11:12:02.317000,2026-06-30T11:12:02.892000,575,Which approvers are required for a 30000 dollar purchase?,Evidence-based explanation generated.,Success,0.918,549,369,0.00514,
AEL000906,WFR00231,1,A001,TOOL019,2026-08-15T12:48:00,2026-08-15T12:48:00.467000,467,Reassign an overdue Atlas task from Alaa to another engineer.,Request classified and task plan created.,Success,0.815,458,326,0.00218,
AEL000907,WFR00231,2,A002,TOOL016,2026-08-15T12:48:00.546000,2026-08-15T12:48:01.303000,757,Reassign an overdue Atlas task from Alaa to another engineer.,RBAC and resource-scope decision completed.,Success,0.859,834,136,0.00208,
AEL000908,WFR00231,3,A004,TOOL004,2026-08-15T12:48:01.325000,2026-08-15T12:48:01.997000,672,Reassign an overdue Atlas task from Alaa to another engineer.,HR data query completed.,Success,0.821,739,167,0.01185,
AEL000909,WFR00231,4,A005,TOOL008,2026-08-15T12:48:02.041000,2026-08-15T12:48:02.777000,736,Reassign an overdue Atlas task from Alaa to another engineer.,Project and task data query completed.,Success,0.905,521,52,0.00136,
AEL000910,WFR00231,5,A008,TOOL017,2026-08-15T12:48:02.849000,2026-08-15T12:48:03.768000,919,Reassign an overdue Atlas task from Alaa to another engineer.,"Correctness, grounding, and safety validated.",Success,0.911,263,252,0.01067,
AEL000911,WFR00231,6,A010,TOOL008,2026-08-15T12:48:03.796000,2026-08-15T12:48:04.423000,627,Reassign an overdue Atlas task from Alaa to another engineer.,Human approval workflow created or resumed.,Success,0.838,464,314,0.00349,
AEL000912,WFR00231,7,A009,TOOL019,2026-08-15T12:48:04.478000,2026-08-15T12:48:04.657000,179,Reassign an overdue Atlas task from Alaa to another engineer.,Evidence-based explanation generated.,Success,0.967,348,85,0.00068,
AEL000913,WFR00232,1,A001,TOOL019,2026-05-19T17:18:00,2026-05-19T17:18:00.413000,413,Can an employee read the compensation policy?,Request classified and task plan created.,Success,0.974,374,111,0.01134,
AEL000914,WFR00232,2,A002,TOOL019,2026-05-19T17:18:00.492000,2026-05-19T17:18:01.161000,669,Can an employee read the compensation policy?,Access denied for permission document.read_hr.,Success,0.934,752,285,0.00964,
AEL000915,WFR00233,1,A001,TOOL019,2026-03-22T18:08:00,2026-03-22T18:08:00.813000,813,Show the annual salary of employee E0013.,Request classified and task plan created.,Success,0.93,592,334,0.00092,
AEL000916,WFR00233,2,A002,TOOL019,2026-03-22T18:08:00.846000,2026-03-22T18:08:01.264000,418,Show the annual salary of employee E0013.,Access denied for permission employee.salary.read.,Success,0.853,786,335,0.01075,
AEL000917,WFR00234,1,A001,TOOL016,2026-01-09T09:39:00,2026-01-09T09:39:00.593000,593,How many casual leave days are available?,Request classified and task plan created.,Success,0.945,329,144,0.01178,
AEL000918,WFR00234,2,A002,TOOL019,2026-01-09T09:39:00.611000,2026-01-09T09:39:01.384000,773,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.854,491,269,0.00193,
AEL000919,WFR00234,3,A003,TOOL019,2026-01-09T09:39:01.441000,2026-01-09T09:39:02.223000,782,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.865,313,333,0.0018,
AEL000920,WFR00234,4,A008,TOOL019,2026-01-09T09:39:02.254000,2026-01-09T09:39:02.884000,630,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.889,508,419,0.0055,
AEL000921,WFR00234,5,A009,TOOL019,2026-01-09T09:39:02.896000,2026-01-09T09:39:03.280000,384,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.799,657,160,0.00883,
AEL000922,WFR00235,1,A001,TOOL016,2026-01-10T13:28:00,2026-01-10T13:28:00.182000,182,Which approvers are required for a 30000 dollar purchase?,Request classified and task plan created.,Success,0.816,408,346,0.00573,
AEL000923,WFR00235,2,A002,TOOL019,2026-01-10T13:28:00.222000,2026-01-10T13:28:00.629000,407,Which approvers are required for a 30000 dollar purchase?,Access denied for permission finance.read.,Success,0.789,325,298,0.0014,
AEL000924,WFR00236,1,A001,TOOL019,2026-07-19T08:02:00,2026-07-19T08:02:00.452000,452,What is the remote-work policy?,Request classified and task plan created.,Success,0.805,232,73,0.01186,
AEL000925,WFR00236,2,A002,TOOL016,2026-07-19T08:02:00.521000,2026-07-19T08:02:00.705000,184,What is the remote-work policy?,RBAC and resource-scope decision completed.,Success,0.909,926,128,0.00979,
AEL000926,WFR00236,3,A003,TOOL014,2026-07-19T08:02:00.724000,2026-07-19T08:02:02.098000,1374,What is the remote-work policy?,Authorized document evidence retrieved.,Success,0.941,556,95,0.00271,
AEL000927,WFR00236,4,A008,TOOL018,2026-07-19T08:02:02.141000,2026-07-19T08:02:02.628000,487,What is the remote-work policy?,"Correctness, grounding, and safety validated.",Success,0.928,700,231,0.00808,
AEL000928,WFR00236,5,A009,TOOL019,2026-07-19T08:02:02.660000,2026-07-19T08:02:02.838000,178,What is the remote-work policy?,Evidence-based explanation generated.,Success,0.786,632,413,0.0085,
AEL000929,WFR00237,1,A001,TOOL016,2026-02-19T08:24:00,2026-02-19T08:24:00.234000,234,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.884,313,277,0.00041,
AEL000930,WFR00237,2,A002,TOOL019,2026-02-19T08:24:00.276000,2026-02-19T08:24:00.917000,641,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.914,360,129,0.00288,
AEL000931,WFR00238,1,A001,TOOL019,2026-04-14T08:00:00,2026-04-14T08:00:00.526000,526,Compare judge and human disagreement.,Request classified and task plan created.,Success,0.862,848,219,0.00722,
AEL000932,WFR00238,2,A002,TOOL019,2026-04-14T08:00:00.538000,2026-04-14T08:00:00.628000,90,Compare judge and human disagreement.,RBAC and resource-scope decision completed.,Success,0.835,453,340,0.01138,
AEL000933,WFR00238,3,A011,TOOL020,2026-04-14T08:00:00.651000,2026-04-14T08:00:00.762000,111,Compare judge and human disagreement.,Evaluation metrics aggregated.,Recovered,0.889,588,332,0.00985,transient_tool_timeout
AEL000934,WFR00238,4,A008,TOOL018,2026-04-14T08:00:00.794000,2026-04-14T08:00:02.157000,1363,Compare judge and human disagreement.,"Correctness, grounding, and safety validated.",Success,0.926,384,169,0.00675,
AEL000935,WFR00238,5,A009,TOOL019,2026-04-14T08:00:02.215000,2026-04-14T08:00:02.834000,619,Compare judge and human disagreement.,Evidence-based explanation generated.,Success,0.934,869,344,0.00563,
AEL000936,WFR00239,1,A001,TOOL019,2026-07-31T14:56:00,2026-07-31T14:56:00.119000,119,Show pending purchase approvals.,Request classified and task plan created.,Success,0.835,612,262,0.00952,
AEL000937,WFR00239,2,A002,TOOL016,2026-07-31T14:56:00.191000,2026-07-31T14:56:00.654000,463,Show pending purchase approvals.,Access denied for permission finance.read.,Success,0.9,237,60,0.0015,
AEL000938,WFR00240,1,A001,TOOL016,2026-03-09T18:39:00,2026-03-09T18:39:00.708000,708,Which region has the highest sales and profit?,Request classified and task plan created.,Success,0.981,321,109,0.00453,
AEL000939,WFR00240,2,A002,TOOL019,2026-03-09T18:39:00.785000,2026-03-09T18:39:01.483000,698,Which region has the highest sales and profit?,RBAC and resource-scope decision completed.,Success,0.977,817,140,0.00165,
AEL000940,WFR00240,3,A006,TOOL011,2026-03-09T18:39:01.505000,2026-03-09T18:39:02.819000,1314,Which region has the highest sales and profit?,Sales aggregation completed.,Success,0.967,132,373,0.01043,
AEL000941,WFR00240,4,A008,TOOL017,2026-03-09T18:39:02.852000,2026-03-09T18:39:03.941000,1089,Which region has the highest sales and profit?,"Correctness, grounding, and safety validated.",Success,0.887,758,65,0.00564,
AEL000942,WFR00240,5,A009,TOOL019,2026-03-09T18:39:03.952000,2026-03-09T18:39:04.748000,796,Which region has the highest sales and profit?,Evidence-based explanation generated.,Success,0.854,856,135,0.00479,
AEL000943,WFR00241,1,A001,TOOL019,2026-07-17T17:27:00,2026-07-17T17:27:00.826000,826,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.958,585,222,0.00318,
AEL000944,WFR00241,2,A002,TOOL016,2026-07-17T17:27:00.837000,2026-07-17T17:27:01.020000,183,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.892,405,402,0.00935,
AEL000945,WFR00241,3,A006,TOOL010,2026-07-17T17:27:01.080000,2026-07-17T17:27:02.159000,1079,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.867,806,72,0.01167,
AEL000946,WFR00241,4,A008,TOOL018,2026-07-17T17:27:02.228000,2026-07-17T17:27:02.983000,755,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.86,352,334,0.00087,
AEL000947,WFR00241,5,A009,TOOL019,2026-07-17T17:27:03.056000,2026-07-17T17:27:03.270000,214,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.829,946,320,0.00755,
AEL000948,WFR00242,1,A001,TOOL019,2026-05-20T11:19:00,2026-05-20T11:19:00.507000,507,Can the sales manager grant a 22 percent discount?,Request classified and task plan created.,Success,0.924,780,163,0.00344,
AEL000949,WFR00242,2,A002,TOOL019,2026-05-20T11:19:00.574000,2026-05-20T11:19:00.758000,184,Can the sales manager grant a 22 percent discount?,RBAC and resource-scope decision completed.,Success,0.904,159,107,0.00317,
AEL000950,WFR00242,3,A006,TOOL019,2026-05-20T11:19:00.822000,2026-05-20T11:19:01.366000,544,Can the sales manager grant a 22 percent discount?,Sales aggregation completed.,Success,0.927,286,128,0.00936,
AEL000951,WFR00242,4,A007,TOOL012,2026-05-20T11:19:01.377000,2026-05-20T11:19:01.628000,251,Can the sales manager grant a 22 percent discount?,Finance policy and request data evaluated.,Success,0.977,473,409,0.01,
AEL000952,WFR00242,5,A010,TOOL013,2026-05-20T11:19:01.687000,2026-05-20T11:19:01.878000,191,Can the sales manager grant a 22 percent discount?,Human approval workflow created or resumed.,Success,0.86,366,42,0.00687,
AEL000953,WFR00242,6,A009,TOOL019,2026-05-20T11:19:01.934000,2026-05-20T11:19:02.782000,848,Can the sales manager grant a 22 percent discount?,Evidence-based explanation generated.,Success,0.846,139,63,0.00389,
AEL000954,WFR00243,1,A001,TOOL016,2026-01-15T18:53:00,2026-01-15T18:53:00.420000,420,What is the incident response time for a P1 event?,Request classified and task plan created.,Success,0.838,156,118,0.00186,
AEL000955,WFR00243,2,A002,TOOL019,2026-01-15T18:53:00.498000,2026-01-15T18:53:00.841000,343,What is the incident response time for a P1 event?,RBAC and resource-scope decision completed.,Success,0.98,661,83,0.00303,
AEL000956,WFR00243,3,A003,TOOL019,2026-01-15T18:53:00.861000,2026-01-15T18:53:01.510000,649,What is the incident response time for a P1 event?,Authorized document evidence retrieved.,Success,0.903,671,396,0.0011,
AEL000957,WFR00243,4,A008,TOOL017,2026-01-15T18:53:01.525000,2026-01-15T18:53:02.323000,798,What is the incident response time for a P1 event?,"Correctness, grounding, and safety validated.",Success,0.985,669,181,0.00737,
AEL000958,WFR00243,5,A009,TOOL019,2026-01-15T18:53:02.387000,2026-01-15T18:53:02.541000,154,What is the incident response time for a P1 event?,Evidence-based explanation generated.,Success,0.98,292,260,0.0076,
