workflow_run_id,workflow_definition_id,user_id,user_roles,original_query,input_modality,started_at,completed_at,status,security_decision,required_permission,requires_human_approval,approval_request_id,agent_route,final_answer_summary,evidence_sources,confidence_score,grounding_score,execution_time_ms,estimated_cost_usd,explanation_summary,error_type
WFR00151,WFD012,U0054,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+csv,2026-07-22T09:43:00,2026-07-22T09:43:00.905000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC009;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,905,0.01898,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00152,WFD006,U0094,Employee,Which region has the highest sales and profit?,text+csv,2026-08-13T15:07:00,2026-08-13T15:07:02.114000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.847,0.977,2114,0.03334,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00153,WFD009,U0174,Employee,Summarize sick leave by department.,text,2026-08-01T12:05:00,2026-08-01T12:05:00.995000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,995,0.01186,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00154,WFD003,U0184,Employee,Which project teams have workload above 100 percent?,text,2026-05-11T10:07:00,2026-05-11T10:07:03.030000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.882,0.967,3030,0.02283,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00155,WFD003,U0081,Employee,Check Project Atlas and identify overloaded team members.,text,2026-03-02T10:57:00,2026-03-02T10:57:03.395000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.803,0.803,3395,0.03982,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00156,WFD006,U0043,Employee,Compare sales channels in Q2 2026.,text+pdf,2026-05-08T18:06:00,2026-05-08T18:06:03.442000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.98,0.859,3442,0.02791,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00157,WFD001,U0184,Employee,How many casual leave days are available?,text+docx,2026-08-16T08:42:00,2026-08-16T08:42:03.652000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.775,0.926,3652,0.03213,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00158,WFD007,U0196,Employee,Route this discount exception.,text,2026-04-13T16:38:00,2026-04-13T16:38:03.239000,Awaiting Approval,ALLOW,sales.read,true,APR00105,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.978,0.925,3239,0.03221,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00159,WFD003,U0078,Employee,Check Project Atlas and identify overloaded team members.,text,2026-03-21T17:05:00,2026-03-21T17:05:03.159000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.937,0.984,3159,0.04984,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00160,WFD001,U0129,Employee,What is the remote-work policy?,text,2026-06-03T08:36:00,2026-06-03T08:36:02.511000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.876,0.929,2511,0.04212,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00161,WFD011,U0089,Employee,Show current hallucination and pass rates.,text,2026-05-03T10:37:00,2026-05-03T10:37:00.852000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,852,0.00865,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00162,WFD005,U0171,Employee,Move a deployment task to an available team member.,text,2026-05-05T12:30:00,2026-05-05T12:30:02.652000,Completed,ALLOW,project.read,true,APR00092,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.939,0.811,2652,0.04611,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00163,WFD001,U0012,Employee|Project_Manager,What is the remote-work policy?,text+pdf,2026-06-22T09:25:00,2026-06-22T09:25:02.523000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.913,0.979,2523,0.03713,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00164,WFD006,U0038,Employee,Which product category has the lowest margin?,text+pdf,2026-02-07T16:07:00,2026-02-07T16:07:03.722000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.964,0.973,3722,0.03182,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00165,WFD003,U0117,Employee,Compare project risk with current team capacity.,text,2026-05-19T08:32:00,2026-05-19T08:32:03.597000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.79,0.884,3597,0.03206,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00166,WFD002,U0140,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-02-07T11:38:00,2026-02-07T11:38:02.096000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.719,0.765,2096,0.02649,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00167,WFD009,U0066,Employee,Show my leave history.,text,2026-01-10T13:07:00,2026-01-10T13:07:01.362000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1362,0.01726,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00168,WFD006,U0199,Employee,Compare sales channels in Q2 2026.,text+csv,2026-02-12T16:21:00,2026-02-12T16:21:02.622000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.912,0.831,2622,0.03073,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00169,WFD004,U0113,Employee,What is the average salary in Engineering?,text,2026-05-13T14:47:00,2026-05-13T14:47:00.385000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,385,0.02234,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00170,WFD003,U0053,Employee,Which project teams have workload above 100 percent?,text,2026-01-17T14:58:00,2026-01-17T14:58:03.465000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.81,0.913,3465,0.02973,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00171,WFD009,U0158,Employee,Summarize sick leave by department.,text,2026-04-02T11:42:00,2026-04-02T11:42:00.208000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,208,0.02172,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00172,WFD004,U0007,Employee|Project_Manager,What is the average salary in Engineering?,text,2026-05-10T18:54:00,2026-05-10T18:54:01.130000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1130,0.01853,"Deterministic RBAC checked roles Employee, Project_Manager and denied the requested permission.",
WFR00173,WFD012,U0092,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text,2026-02-08T14:47:00,2026-02-08T14:47:01.047000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC009;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1047,0.00665,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00174,WFD007,U0073,Employee,Route this discount exception.,text,2026-02-25T18:32:00,2026-02-25T18:32:02.710000,Completed,ALLOW,sales.read,true,APR00070,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.766,0.837,2710,0.03779,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00175,WFD005,U0087,Employee,Reassign task after checking workload.,text,2026-08-02T12:37:00,2026-08-02T12:37:04.454000,Awaiting Approval,ALLOW,project.read,true,APR00025,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.773,0.944,4454,0.02099,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00176,WFD010,U0141,Employee,Show the salary access policy.,text+pdf,2026-03-19T08:48:00,2026-03-19T08:48:01.220000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC009,1.0,1.0,1220,0.00917,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00177,WFD012,U0193,Employee,Analyze workforce capacity and sales performance for executives.,text+pdf,2026-06-05T15:32:00,2026-06-05T15:32:00.909000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC006;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,909,0.01762,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00178,WFD008,U0089,Employee,Show pending purchase approvals.,text,2026-08-26T16:38:00,2026-08-26T16:38:00.506000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,506,0.00674,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00179,WFD005,U0079,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-06-08T09:01:00,2026-06-08T09:01:05.066000,Needs Human Review,ALLOW,project.read,true,APR00085,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.966,0.771,5066,0.04036,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00180,WFD010,U0032,Employee,Show the salary access policy.,text+docx,2026-02-09T13:06:00,2026-02-09T13:06:00.996000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC009,1.0,1.0,996,0.00584,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00181,WFD003,U0030,Employee,Check Project Atlas and identify overloaded team members.,text,2026-02-25T09:19:00,2026-02-25T09:19:01.784000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.769,0.774,1784,0.02809,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00182,WFD007,U0140,Employee,Approve a 15 percent discount for this order.,text,2026-05-06T11:59:00,2026-05-06T11:59:03.755000,Needs Human Review,ALLOW,sales.read,true,APR00186,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.915,0.798,3755,0.04368,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00183,WFD012,U0088,Employee,Analyze workforce capacity and sales performance for executives.,text+docx,2026-08-19T09:08:00,2026-08-19T09:08:00.783000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC005;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,783,0.01655,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00184,WFD008,U0009,Employee|Project_Manager,Show pending purchase approvals.,text,2026-05-12T08:35:00,2026-05-12T08:35:01.174000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1174,0.015,"Deterministic RBAC checked roles Employee, Project_Manager and denied the requested permission.",
WFR00185,WFD006,U0063,Employee,Which product category has the lowest margin?,text+pdf,2026-07-22T10:17:00,2026-07-22T10:17:02.456000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.732,0.897,2456,0.03042,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00186,WFD012,U0062,Employee,Create a cross-domain operational risk briefing.,text,2026-05-18T14:38:00,2026-05-18T14:38:00.757000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC002;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,757,0.00902,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00187,WFD005,U0162,Employee,Reassign task after checking workload.,text,2026-01-31T12:08:00,2026-01-31T12:08:02.605000,Completed,ALLOW,project.read,true,APR00117,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.773,0.93,2605,0.0577,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00188,WFD004,U0130,Employee,Show the annual salary of employee E0013.,text,2026-05-14T16:36:00,2026-05-14T16:36:00.902000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,902,0.01103,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00189,WFD003,U0038,Employee,Which project teams have workload above 100 percent?,text,2026-03-05T09:18:00,2026-03-05T09:18:03.377000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.73,0.84,3377,0.04803,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00190,WFD011,U0022,Employee,Compare judge and human disagreement.,text,2026-02-10T10:58:00,2026-02-10T10:58:01.192000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,1192,0.01356,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00191,WFD009,U0129,Employee,Approve a four-day leave request.,text,2026-06-24T18:57:00,2026-06-24T18:57:01.242000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1242,0.00597,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00192,WFD001,U0199,Employee,What is the remote-work policy?,text,2026-08-12T09:34:00,2026-08-12T09:34:03.101000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.748,0.869,3101,0.04449,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00193,WFD001,U0172,Employee,What is the remote-work policy?,text+pdf,2026-08-26T11:21:00,2026-08-26T11:21:03.727000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC003,0.923,0.972,3727,0.03737,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00194,WFD002,U0198,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-07-29T15:33:00,2026-07-29T15:33:02.291000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.764,0.841,2291,0.04688,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00195,WFD006,U0012,Employee|Project_Manager,Compare sales channels in Q2 2026.,text+docx,2026-05-30T18:54:00,2026-05-30T18:54:02.991000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.726,0.814,2991,0.02691,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00196,WFD008,U0097,Employee,Show pending purchase approvals.,text,2026-04-16T13:58:00,2026-04-16T13:58:01.070000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1070,0.0171,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00197,WFD008,U0066,Employee,Approve the purchase request according to policy.,text,2026-02-04T17:00:00,2026-02-04T17:00:00.752000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,752,0.01137,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00198,WFD008,U0037,Employee,Which approvers are required for a 30000 dollar purchase?,text,2026-08-28T14:04:00,2026-08-28T14:04:01.429000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1429,0.01867,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00199,WFD002,U0197,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-03-27T18:27:00,2026-03-27T18:27:01.892000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.741,0.777,1892,0.03313,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00200,WFD003,U0067,Employee,Which project teams have workload above 100 percent?,text,2026-05-31T10:59:00,2026-05-31T10:59:03.047000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.737,0.92,3047,0.02155,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00201,WFD003,U0002,Employee|HR_Manager,Compare project risk with current team capacity.,text,2026-03-31T15:51:00,2026-03-31T15:51:02.595000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.796,0.988,2595,0.03739,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00202,WFD005,U0156,Employee,Reassign task after checking workload.,text,2026-03-29T11:01:00,2026-03-29T11:01:04.015000,Awaiting Approval,ALLOW,project.read,true,APR00050,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.921,0.852,4015,0.04546,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00203,WFD008,U0145,Employee,Approve the purchase request according to policy.,text,2026-02-22T15:39:00,2026-02-22T15:39:00.893000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,893,0.01802,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00204,WFD008,U0160,Employee,Approve the purchase request according to policy.,text,2026-05-18T17:05:00,2026-05-18T17:05:01.098000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1098,0.01269,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00205,WFD012,U0059,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+pdf,2026-02-21T16:57:00,2026-02-21T16:57:00.726000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC003;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,726,0.01271,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00206,WFD006,U0199,Employee,Which product category has the lowest margin?,text,2026-07-28T18:54:00,2026-07-28T18:54:02.739000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.745,0.978,2739,0.02637,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00207,WFD005,U0126,Employee,Move a deployment task to an available team member.,text,2026-02-16T14:02:00,2026-02-16T14:02:04.578000,Completed,ALLOW,project.read,true,APR00112,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.79,0.927,4578,0.04445,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00208,WFD001,U0129,Employee,What is the incident response time for a P1 event?,text,2026-06-12T16:08:00,2026-06-12T16:08:02.883000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC012,0.768,0.934,2883,0.02866,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00209,WFD009,U0038,Employee,Approve a four-day leave request.,text,2026-06-20T13:24:00,2026-06-20T13:24:01.409000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,1409,0.01447,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00210,WFD001,U0013,Employee,What is the incident response time for a P1 event?,text+csv,2026-07-21T16:47:00,2026-07-21T16:47:02.531000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC002,0.734,0.931,2531,0.04778,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00211,WFD010,U0059,Employee,Can an employee read the compensation policy?,text+pdf,2026-02-03T10:10:00,2026-02-03T10:10:00.674000,Denied,DENY,document.read_hr,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_hr.,DOC009,1.0,1.0,674,0.01034,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00212,WFD006,U0112,Employee,Which region has the highest sales and profit?,text+csv,2026-08-14T08:41:00,2026-08-14T08:41:03.663000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.723,0.824,3663,0.04152,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00213,WFD009,U0119,Employee,Approve a four-day leave request.,text,2026-08-27T09:23:00,2026-08-27T09:23:00.351000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,351,0.01631,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00214,WFD010,U0005,Employee|Sales_Manager,Can an employee read the compensation policy?,text,2026-04-26T10:10:00,2026-04-26T10:10:01.037000,Denied,DENY,document.read_security,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_security.,DOC006,1.0,1.0,1037,0.01757,"Deterministic RBAC checked roles Employee, Sales_Manager and denied the requested permission.",
WFR00215,WFD005,U0197,Employee,Move a deployment task to an available team member.,text,2026-08-26T18:35:00,2026-08-26T18:35:03.093000,Needs Human Review,ALLOW,project.read,true,APR00182,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.706,0.885,3093,0.04685,"The workflow is high risk, so the system paused before changing enterprise data.",low_confidence_or_grounding
WFR00216,WFD001,U0021,Employee,How many casual leave days are available?,text+csv,2026-03-02T09:17:00,2026-03-02T09:17:03.003000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.95,0.875,3003,0.04123,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00217,WFD007,U0094,Employee,Approve a 15 percent discount for this order.,text,2026-07-26T10:10:00,2026-07-26T10:10:04.318000,Completed,ALLOW,sales.read,true,APR00074,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.781,0.903,4318,0.03064,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00218,WFD006,U0087,Employee,Which region has the highest sales and profit?,text+pdf,2026-04-18T08:53:00,2026-04-18T08:53:02.907000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.958,0.808,2907,0.03426,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00219,WFD007,U0062,Employee,Route this discount exception.,text,2026-03-28T10:46:00,2026-03-28T10:46:03.477000,Completed,ALLOW,sales.read,true,APR00111,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.906,0.814,3477,0.04047,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00220,WFD010,U0185,Employee,Retrieve the restricted security policy.,text,2026-04-14T12:43:00,2026-04-14T12:43:00.939000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC009,1.0,1.0,939,0.01492,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00221,WFD001,U0186,Employee,What is the incident response time for a P1 event?,text,2026-02-27T17:24:00,2026-02-27T17:24:02.772000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC009,0.795,0.896,2772,0.02098,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00222,WFD006,U0184,Employee,Compare sales channels in Q2 2026.,text+pdf,2026-05-10T15:02:00,2026-05-10T15:02:03.437000,Completed,ALLOW,sales.read,false,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.921,0.901,3437,0.03456,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00223,WFD010,U0184,Employee,Show the salary access policy.,text+docx,2026-03-06T15:27:00,2026-03-06T15:27:01.025000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC006,1.0,1.0,1025,0.01176,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00224,WFD003,U0155,Employee,Check Project Atlas and identify overloaded team members.,text,2026-01-29T17:56:00,2026-01-29T17:56:04.246000,Needs Human Review,ALLOW,project.read,true,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.719,0.902,4246,0.02887,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
